-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
9.24821 79.6329 | 1.04 -2.68213 | -3740.3 -6974.17
9.74 79.6179 | 1.71663 -3.17506 | -2799.63 4306.33
10.2299 79.6317 | -0.0154824 -3.62184 | 3891.32 -2441.25
10.7203 79.6752 | -0.817571 -1.0007 | -1320.51 1364.46
11.2057 79.7573 | -1.69642 -0.0396695 | 2380.75 2114.55
11.6855 79.8782 | -3.11291 2.69563 | 4736.34 -2068.86
12.16 80.0293 | -2.69803 2.41397 | -1087.16 1905.8
12.624 80.2124 | -0.958575 -0.549691 | 4751.44 -2472.54
13.0794 80.4216 | -0.72993 2.10005 | -2490.81 1178.16


45.2499 11.5919 | -6.75477 -0.482322 | -465.402 -392.075
45.5968 11.95 | -3.66999 -1.93259 | -1865.17 -6811.96
45.9139 12.3304 | -0.990494 -1.62985 | 2631.67 10949
46.196 12.744 | -0.863099 0.0758436 | -4111.88 -6090.9
46.4421 13.1746 | -2.51002 0.269709 | -4186.6 -5801.21
46.6601 13.6143 | -0.303414 -1.88712 | 6755.33 982.768
46.8673 14.0613 | 3.67396 -2.2764 | 3334.02 -919.628
47.0586 14.5168 | 3.64189 -1.49707 | -6073.51 8564.71
47.2182 14.9886 | 1.37522 -0.839119 | 5223.52 -2142.41
47.3623 15.4652 | 0.0974459 -1.76198 | -386.892 -5380.38
47.4872 15.9436 | 3.2193 -2.56314 | -1103.07 3616.2
47.5876 16.4284 | 4.10572 -2.92578 | 2429.25 -9140.33
47.6647 16.9125 | 1.79741 -5.04 | -2846.82 7509.36
47.7079 17.4055 | 1.00831 -6.10174 | -3498.22 7995.23
47.7227 17.9065 | 0.0515532 -5.44641 | -415.877 -593.419
47.7305 18.4084 | -1.25891 -5.39892 | 1084.79 687.591
47.7543 18.9093 | -3.27525 -5.12502 | 183.687 -7306.08
47.8129 19.4021 | -4.96485 -3.07843 | 4312.54 754.805
47.9217 19.8865 | -2.82352 -0.868571 | 3318.94 -899.935
48.0767 20.3587 | -1.36299 -0.626535 | -4347.46 1999.09
48.26 20.8217 | -1.50613 -2.03935 | 2683.18 3559.04
48.4713 21.2748 | -0.536388 -1.39858 | -4621.32 -9299.3
48.7018 21.7108 | 2.85475 -1.66509 | -3808.74 1769.21
48.9479 22.1365 | 4.00254 -2.85128 | -892.91 992.337
49.2173 22.5475 | 0.181663 -1.9799 | -1314.57 -4500.93
49.5174 22.9336 | -0.582224 -2.67917 | 5925.1 5714.3
49.8521 23.297 | 1.50318 -4.93791 | -5928.8 1583.02
50.2117 23.6339 | 1.02275 -2.37306 | 471.218 157.323
50.6041 23.933 | 0.633361 1.32286 | 8561.17 -1404.4
51.0336 24.1851 | 1.18662 0.447046 | -1525.02 3927.91
51.4847 24.4001 | 0.59266 -1.60116 | 3660.35 759.293
51.9542 24.5773 | 1.04375 -3.22264 | -6573.34 -1826
52.4327 24.7173 | 1.71715 -4.22092 | 6617.38 -534.785
52.9247 24.8246 | 1.23834 -2.04249 | 13398.4 -2955.75
53.4293 24.9106 | 0.198817 -1.73026 | -11114.6 8683.16
53.9259 25.0051 | -1.46574 -3.21626 | -7968.99 -5436.46
54.4149 25.1002 | -1.51589 -1.77652 | -5421.77 5351.1
54.8986 25.2042 | -1.27142 -1.4683 | 4775.43 -3173.76
55.387 25.3005 | -1.32531 -3.01954 | 10194.8 -7820.49
55.8827 25.3882 | -0.691344 -1.23415 | -6060.92 5439
56.3702 25.5018 | 0.0835117 0.324289 | -3318.79 3881.02
56.8456 25.6519 | 0.0231532 0.0184933 | 1814.82 -5415
57.3101 25.8309 | -2.04066 1.39429 | -4920.83 3327.34
57.754 26.0507 | -4.12282 3.0532 | -348.18 -1685.51
58.1786 26.3041 | -3.81588 2.19652 | 505.606 -3307.17
58.5838 26.5872 | -2.86877 2.27675 | 5858.41 4276.48
58.9677 26.9067 | -0.567092 1.23375 | 804.342 3108.02
59.3211 27.263 | -0.730616 1.77073 | -1337.35 -2477.2
59.6389 27.6494 | -0.0303687 1.68419 | 285.074 -490.533
59.9176 28.0636 | 2.63586 0.668182 | 2978.81 -6886.59
60.1509 28.5011 | 1.70397 0.851048 | -5676.85 4574.86
60.3136 28.9695 | -0.848961 -0.0141655 | -2955.49 -926.331
60.4069 29.4556 | -0.856223 -1.73067 | 5491.18 -5294.28
60.4472 29.9465 | -2.24912 -1.84896 | 548.098 5878.15
60.4316 30.4427 | -2.82818 -0.598133 | -2082.46 827.089
60.359 30.9355 | -1.42997 0.241086 | 3492.44 3565.15
60.2379 31.4212 | -1.23759 0.331789 | -4908.19 1033.18
60.0627 31.8919 | -2.25841 0.787289 | 3264.4 -1421.02
59.8454 32.3433 | -1.53818 1.87227 | -1564.86 -585.962
59.5869 32.7725 | -1.19618 1.16421 | -5654.22 -4217.51
59.294 33.1805 | -0.295434 -0.575924 | -559.643 10529.1
58.9918 33.5907 | 1.46848 -1.44714 | -6.11973 9794.82
58.6901 34.0089 | 0.13538 -1.29659 | -88.6541 -5178.72
58.3848 34.4221 | -0.237598 0.639786 | 2157.57 241.36
58.0767 34.8316 | 0.981904 1.45773 | -2085.42 -3574.33
57.7602 35.2333 | 0.0243475 -0.607709 | 149.13 2836.18
57.4398 35.6337 | -0.166215 -0.860483 | -2564.02 1247.57
57.1156 36.0319 | -1.44563 -0.409633 | 3650.91 -9895.67
56.7953 36.4239 | -4.21011 -0.844074 | 7015.06 -523.679
56.49 36.8223 | -3.03915 0.423407 | -1150.43 726.962
56.1942 37.2281 | -1.53303 1.20206 | -2870.26 -1370.67
55.9061 37.6402 | 0.96166 3.66792 | 1296.87 3588.04
55.6341 38.065 | 1.01825 3.56936 | -402.716 -1235.98
55.3781 38.4992 | -0.853707 1.83964 | -1722.17 -1126.05
55.1402 38.9437 | 0.232143 0.704108 | 1440.62 2241.97
54.93 39.403 | 0.966272 -0.172699 | 3997.54 2838.2
54.7505 39.8759 | 1.11704 0.887078 | -7161.85 -3545.58
54.5877 40.3533 | 0.758311 -0.171816 | 1650.62 -6532.7
54.4578 40.8351 | 1.2561 -1.33201 | 8700.32 -2229.67
54.3768 41.3242 | 0.420867 -1.95756 | -4331.45 3746.95
54.3277 41.82 | -0.105071 -2.46263 | -3734.89 -1246.83
54.3076 42.3175 | 0.296657 -1.41485 | 5517.91 683.495
54.3278 42.8152 | -1.93665 -0.375676 | -804.09 -1456.54
54.3759 43.3098 | -1.11365 -0.480796 | -3992.44 -1689.66
54.4415 43.8009 | 0.516582 -0.446869 | 3885.45 1255.99
54.5287 44.2896 | -0.797337 0.534682 | -174.83 -525.775
54.6257 44.7765 | -1.59006 1.77598 | -3735.58 1504.08
54.7211 45.2647 | -0.455712 1.72566 | 2166.99 2920.51
54.8188 45.7553 | 0.943165 0.901042 | 1958.85 3743.74
54.9165 46.249 | -0.589278 1.35825 | -272.267 -1894.9
55.0059 46.7432 | -3.44518 1.40823 | 101.146 -3638.54
55.0791 47.238 | -3.23794 1.15925 | -2729.97 6707.12
55.1263 47.7405 | -2.99149 0.532171 | 0.756326 3620.67
55.1499 48.2473 | -4.80092 0.418578 | 1267.8 -6082.11
55.1529 48.7514 | -1.85176 1.62085 | -2073.32 3536.92
55.1319 49.2573 | 0.140359 1.27877 | -742.987 2321.44
55.0913 49.7638 | 0.227557 0.508424 | 5190.6 -648.171
55.037 50.268 | 1.1902 0.337875 | -1392.82 -3100.26
54.955 50.7657 | 1.54593 -0.0106481 | -1038.55 -5875.69
54.8377 51.2519 | -1.59583 -0.234821 | 181.537 957.869


-57.4665 75.8453 | -0.8614 8.37393 | 3440.23 3347.64
-57.1397 76.2305 | 1.4249 4.0681 | -2643.27 5846.5
-56.7853 76.5924 | 2.24158 2.67022 | 5944.62 -5261.46
-56.3909 76.9103 | 1.89843 1.5782 | -1316.48 -5938.5
-55.9684 77.1819 | -0.772383 1.07122 | -12914.2 2068.72
-55.5362 77.42 | -3.29852 2.33026 | -9141.06 -5027.59
-55.0914 77.613 | -2.63641 2.98386 | 3497.86 -4965.44
-54.6278 77.7576 | -0.698448 0.299234 | 5451.52 7678.54
-54.1515 77.8777 | -0.854156 0.128696 | 1111.37 6493.03
-53.6677 77.9762 | -0.83369 -2.84772 | 207.175 -5021.08
-53.1774 78.0343 | -0.543707 -4.83773 | 2328.01 67.794
-52.6827 78.0556 | -0.917143 -1.69384 | -892.667 3568.28
-52.1884 78.0465 | -1.20605 0.201047 | -4145.94 -5291.78
-51.6987 78.0004 | 0.446346 -2.25151 | 1733.69 -1515.01
-51.2096 77.9348 | 1.20657 -2.81857 | 3484.61 3777.55
-50.7173 77.8736 | 1.15822 -1.77068 | 2902.66 1226.59
-50.2213 77.824 | 1.27948 -3.52762 | -535.848 -1349.26
-49.724 77.787 | 1.45129 -1.11176 | 873.971 4250.85
-49.2245 77.7688 | 1.36705 1.3586 | 4147.49 -2199.62
-48.7216 77.7578 | 0.124 -1.88666 | 2905.46 -8129.28
-48.2165 77.751 | 0.35744 -0.57085 | -4398.62 5952.84
-47.7154 77.777 | 1.09092 0.473643 | -5119.93 3251.56
-47.2219 77.8405 | -0.385256 -1.66652 | -1021.66 -7649.5
-46.7353 77.9308 | -2.26698 1.63329 | -4659.31 4000.93
-46.2622 78.0648 | -2.00449 -1.14878 | -4217.87 3165.7
-45.8033 78.2368 | -1.28942 -4.412 | 7472.87 -4477.84
-45.3457 78.4243 | -1.65785 -2.7886 | 9205.87 2876.52
-44.8876 78.6288 | -1.34948 -1.58799 | -1188.24 42.3141
-44.4381 78.8503 | -1.28888 0.00143425 | -7705.95 -4113.53
-44.0027 79.0867 | -1.87689 -0.148123 | 2466.25 1547.99
-43.576 79.3409 | -1.2174 -1.72335 | 3920.73 776.802
-43.1579 79.6118 | 1.08982 -1.98413 | -7502.83 -6630.72
-42.7583 79.8968 | 1.55062 0.199383 | -5802.29 -4971.49
-42.3806 80.2014 | 2.59004 -1.53108 | 3753.67 6503.79
-42.0221 80.5351 | 3.01999 -3.44143 | 1898.91 6416.78
-41.6786 80.8909 | 2.50561 -2.15611 | 1617 -2342.94
-41.3384 81.2503 | 1.95791 -1.06722 | -1637.54 -506.478
-40.9981 81.6082 | -0.809015 -0.506537 | -2026.13 -1392.88
-40.655 81.9626 | -1.66319 -1.64286 | 4392.34 7277.26
-40.3042 82.3191 | -2.08793 -1.97799 | 7811.66 8763.29
-39.94 82.675 | -1.29346 -1.79523 | 1905.49 -1280.98
-39.5617 83.0182 | 1.09231 -2.54954 | -3660.34 -2116.95
-39.1719 83.3442 | -0.445657 -2.07987 | 48.7712 -274.411
-38.7657 83.6488 | -1.8616 -1.52202 | 3998.66 -3606.94
-38.3392 83.9264 | -2.67529 -1.02538 | -985.448 5218.75
-37.9006 84.1862 | -3.60842 0.151208 | -3183.01 -2748.17
-37.4492 84.4166 | -1.56408 -2.07082 | -1303.76 -6364.15
-36.9816 84.6045 | 0.158055 -3.23983 | 2871.28 1826.67
-36.4978 84.7534 | -0.199986 -1.24423 | 3964 1643.21
-36.0003 84.8609 | -0.204658 -2.88523 | -1189.61 -6509.57
-35.4967 84.9191 | -1.14116 -3.75439 | -9973.85 4421.41
-34.9975 84.9437 | -1.92407 -3.45579 | -2391.81 1240.68
-34.5007 84.9302 | -2.36981 -0.677497 | 870.49 -3048.19
-34.0076 84.8699 | -2.26594 -0.196021 | -3621.98 -4129.69
-33.5231 84.7685 | -2.43385 -1.86244 | 134.247 3453.39
-33.0428 84.651 | -2.89103 -0.00548288 | 3927.53 7987.93
-32.5615 84.5295 | -2.57445 1.16452 | 3450.59 -5623.32
-32.0827 84.3828 | -2.69783 -0.838614 | 5779.48 -3428.71
-31.6083 84.2085 | -1.95171 -1.9836 | -4711.47 -202.125
-31.1456 84.0124 | -2.88891 -3.80556 | -5114.56 3038.8
-30.6932 83.8051 | -3.9695 -1.98852 | -513.889 4844.07
-30.2459 83.5928 | -3.55989 -0.493344 | -4365.18 -7834.15
-29.8055 83.3666 | -3.984 -1.24926 | 6337.76 1186.82
-29.3563 83.15 | -3.44039 0.523853 | 5950.59 6405.09
-28.8945 82.9545 | -2.47055 -1.26044 | -3243.73 -8740.52
-28.4304 82.762 | -1.73824 -2.31776 | 1999.61 -329.506
-27.958 82.588 | -0.556878 -0.289018 | -1729.82 5519.38
-27.4765 82.4486 | -2.21145 -1.45102 | 2229.9 6106.43
-26.9867 82.341 | -4.5358 -0.846405 | -4042.63 -9093.24
-26.4978 82.238 | -4.2483 0.0931981 | -4079.64 -1158.83
-26.0086 82.1494 | -3.3913 -4.03067 | 3657.4 4952.48
-25.5132 82.0917 | -3.36645 -3.51567 | 654.544 -3936.37
-25.0148 82.0596 | -2.52672 1.18257 | -1896.68 1449.07
-24.5165 82.0626 | -0.680519 0.978565 | -689.757 2449.08
-24.0198 82.1036 | 0.828231 -1.33756 | 4410.7 -4823.71
-23.5229 82.1748 | 0.919952 -2.51302 | 8432.22 2681.55
-23.0279 82.289 | 1.50361 -2.53786 | -2363.3 1783.07
-22.548 82.4527 | 2.35532 -1.16552 | -6069.42 305.138
-22.0927 82.6653 | 3.79105 -3.28817 | -3840.46 -2077.74
-21.6635 82.919 | 3.57075 -4.62209 | -1361.44 -3819.31
-21.259 83.2072 | 2.03032 -2.7706 | 7020.18 3061.06
-20.8781 83.5335 | 1.00802 1.13888 | -3161.06 6500.72
-20.5322 83.9004 | 3.86156 0.525571 | 3517.22 -1344.31
-20.2116 84.2923 | 5.68415 -0.275146 | 4078.13 3504.31
-19.915 84.7072 | 3.26482 2.36123 | -2764.54 157.297
-19.649 85.1419 | 0.225729 2.87905 | -430.012 -237.511
-19.4118 85.5928 | -2.2834 2.32158 | -4807.25 4441.85
-19.2016 86.0584 | -1.51993 1.52614 | 1824.61 -444.19
-18.9965 86.5261 | 0.62605 0.715817 | 4256.83 -6779.74
-18.782 86.9857 | 2.53972 0.293519 | -2696.43 -4951.21
-18.5659 87.4407 | -0.480926 0.49401 | -1125.59 8118.62
-18.3506 87.9015 | -2.52139 0.62862 | 1846.64 7423.48
-18.1263 88.3639 | -0.697312 -1.71508 | 2625.95 -5535.73
-17.881 88.8125 | -1.9176 -2.41554 | -51.5543 -7533.09
-17.6168 89.2434 | -1.39295 1.17106 | -12680.3 -1877.46
-17.3461 89.6622 | -0.397028 1.73796 | 3916.66 -4058.74
-17.0458 90.0584 | -2.47343 0.0529741 | 6469.34 591.833
-16.7134 90.432 | -3.64651 0.436511 | -7066.99 5069.96
-16.3652 90.7905 | -2.65392 0.31731 | 2979.99 -3551.78
-15.9906 91.1209 | 1.60605 -1.45591 | -255.769 1153.34


-63.5652 75.6276 | -0.344555 2.11431 | 3445.83 11449.2
-63.0704 75.7202 | 3.53155 -5.45393 | -7525.2 -22233.9
-62.5793 75.7942 | 2.98308 8.00747 | 4756.69 12084.7
-62.0881 75.894 | -7.62895 4.22534 | 12739.8 2615.17
-61.5966 76.0185 | -7.4014 1.88453 | -38122.6 -14189.9
-61.1326 76.1602 | 1.17003 1.25665 | 43920.3 8030.28
-60.6563 76.3441 | -3.19833 -5.63639 | -10121.1 20624.2
-60.2115 76.5952 | -3.37625 -1.26629 | -23667.9 -34170.1
-59.8004 76.8584 | -2.73275 0.117297 | 17971.3 18704.8
-59.4068 77.1691 | -3.18328 5.72272 | -9204.24 7295.54
-59.0438 77.5169 | 1.13982 1.92992 | 15077 -6126.99
-58.6804 77.8673 | 2.96297 2.8826 | -15987 -17863.2
-58.3373 78.2162 | 0.73604 1.41574 | -5515.55 8045.68
-58.0155 78.5859 | -7.52151 4.70482 | 17792.8 8461.93
-57.6907 78.9682 | -3.298 0.497086 | -13701.4 -4610.49
-57.3788 79.3555 | 0.0810592 2.98256 | 22348.1 8058.73
-57.0508 79.7458 | -2.71679 -0.329196 | -3747.07 4407.78
-56.7349 80.1429 | -2.01907 -8.30123 | -24558.8 -36863.8
-56.4507 80.524 | -6.29222 -4.87309 | -14479.3 -10975.5
-56.1966 80.9118 | -7.75937 -0.633437 | 19243.2 44456.8
-55.935 81.3305 | -1.82221 -1.00828 | 14623.6 -15899.5
-55.6383 81.7276 | -3.909 -1.32194 | -14879 8907.09
-55.3342 82.1215 | -0.32728 -0.948693 | 28984.6 6010.94
-54.9863 82.5006 | 1.7585 1.4985 | -2105.12 10870.2
-54.63 82.8785 | -1.07985 1.50626 | -19930.9 -12188.4
-54.2781 83.2407 | 1.80786 2.7464 | 11668.2 -8578.2
-53.9042 83.5789 | 0.195839 4.27468 | -9746.55 9465.03
-53.5298 83.9158 | 2.31664 -2.52501 | 753.523 4939.02
-53.1388 84.2359 | 0.0987494 10.0263 | 7580.71 -19904.2
-52.7157 84.5054 | -0.0433416 -0.28357 | -8023.46 20815.4
-52.2864 84.7614 | -3.76045 1.81383 | -26998.5 -29436
-51.8522 84.9558 | -4.60975 4.49066 | 7767.8 8945.47
-51.3962 85.1181 | -7.16563 2.49641 | 42678.9 17685.8
-50.9011 85.258 | 1.36327 -2.54621 | -18233.5 -9459.12
-50.4056 85.3536 | 6.01312 -5.83475 | -14327.5 -9126.2
-49.9142 85.4121 | 0.779509 0.277018 | 24987.6 22698.6
-49.409 85.4711 | 0.633662 0.321767 | -30732.6 -15247.9
-48.919 85.4845 | 1.11134 -4.22354 | 4961.99 6190.78
-48.425 85.4634 | -6.58348 -5.37531 | 34472.3 -19054.3
-47.9114 85.3944 | 4.44525 0.471686 | -9372.46 17848.6
-47.4029 85.3307 | -0.27332 0.259714 | -13519.5 1016.18
-46.9078 85.2596 | -10.3675 -4.7584 | -21567.3 3430.37
-46.4298 85.1712 | -4.54286 -1.20487 | 22711 -15187.9
-45.9427 85.0514 | -2.91407 -1.45969 | 12237.1 18812.5
-45.4496 84.9348 | 1.66722 0.220855 | -25537 -20775
-44.9819 84.7767 | 2.23097 -7.82704 | -4856.91 21041.8
-44.5192 84.6302 | 1.28128 -0.674921 | 1473.42 -20497.1
-44.0528 84.4732 | -2.20117 -3.04962 | 31731.3 13980.8
-43.555 84.3586 | 2.11008 4.06503 | -2408.47 -11276.5
-43.0531 84.2637 | 1.42082 1.37881 | -35789.7 15428.1
-42.5656 84.2113 | 2.58683 0.937722 | 50404.3 -21791.9
-42.0493 84.1757 | -0.505848 4.64754 | -41333.2 22742.8
-41.5558 84.2084 | -0.241674 -1.25561 | -599.16 -5624.45
-41.064 84.2715 | 1.1152 -2.80069 | 53727.7 6261.11
-40.5425 84.352 | 1.64872 -1.17764 | -45304.8 -20661.8
-40.0469 84.4285 | 0.00791294 -1.2161 | 6315.04 13769.9
-39.5567 84.5437 | -8.04546 3.79804 | 11006.3 -8863.61
-39.0705 84.6886 | 0.381933 7.41573 | -26602.5 19794.8
-38.6182 84.8924 | 2.34769 8.49774 | 19610.1 -35391.7
-38.1634 85.0909 | -0.880815 1.1011 | -25357.9 38178.5
-37.7495 85.3627 | -1.0726 -5.15559 | 30020.4 -22455.3
-37.3238 85.6346 | -1.50634 5.11406 | -412.775 19302.1
-36.9179 85.9474 | -1.22554 5.75177 | -18072.6 -5100.18
-36.541 86.2811 | -3.311 -0.752189 | 21367.2 -6465.46
-36.1563 86.6162 | 3.80058 -3.51424 | -432.285 6075.3
-35.7919 86.9772 | -2.55952 -0.836274 | -20353.7 11575.9
-35.4693 87.3713 | 4.467 -3.05433 | 15192.9 -24795.6
-35.1396 87.7528 | -1.14764 -5.57572 | -3745.27 20745.2
-34.827 88.1599 | 2.12723 0.216324 | 7710.47 2316.44
-34.5193 88.577 | -5.29944 -2.33161 | -14075.4 705.4
-34.2238 88.9959 | 0.10191 -6.79085 | 3128.3 -16441.5
-33.9053 89.3878 | -0.498355 4.18159 | 19163 -195.532
-33.5576 89.7643 | -6.02662 4.8862 | -29723.1 24335.2
-33.2304 90.1586 | 3.93683 -5.43145 | 26122.4 -28677.2
-32.8571 90.5074 | -3.63632 -0.84275 | -8035.84 23096.4
-32.4764 90.8534 | -0.0674793 -5.55759 | -5099.08 -36753.4
-32.0847 91.1566 | -6.83767 -2.39511 | -22600.4 18149.1
-31.7147 91.4758 | -5.93886 -3.8145 | 13431.4 -6815.18
-31.3275 91.7786 | 7.20138 -2.30614 | -1534.22 2084.37
-30.9317 92.0682 | -8.41952 -1.46972 | -19555.4 -4288.29
-30.5345 92.3385 | -1.09808 2.59114 | 30973.2 1272.32
-30.1 92.5777 | 4.86554 3.52731 | -21038.9 9664.5
-29.6653 92.8059 | -0.747984 -2.42897 | 17651.8 -2243.62
-29.2024 92.9958 | -2.79077 -1.91186 | -1886.31 6087.36
-28.7223 93.146 | 0.235492 0.234761 | 10144.1 -5992.58
-28.2207 93.2345 | 2.22607 1.8343 | 4696.04 -2508.44
-27.7091 93.2669 | -0.938866 5.18826 | -6009.53 7462.86
-27.2028 93.2579 | -2.03668 -3.6761 | -21477.9 -540.081
-26.718 93.1911 | -2.02533 9.16022 | -7029.37 -2135.68
-26.2531 93.0596 | 1.28232 -0.928725 | 4590.08 -6848.75
-25.8001 92.8767 | 1.99338 -8.93988 | 17680.9 11897.3
-25.3442 92.6814 | 3.09088 -2.11051 | -15692.5 -1182.26
-24.9117 92.4547 | 0.713101 5.32997 | -9397.25 -21408.4
-24.4932 92.1982 | -2.2948 -6.30593 | 37889.4 17948.7
-24.029 91.9953 | 1.9731 0.325972 | -15222.4 8259.74
-23.5548 91.8278 | -1.01024 1.46619 | 30860.1 -26941.6
-23.0598 91.6521 | 1.08061 1.62692 | -25333.6 19933.8
-22.5739 91.5031 | 0.721227 0.913792 | -513.009 -7950.3
-22.0887 91.3598 | -3.945 1.97888 | -5275.1 5366.87
-21.6031 91.2356 | -2.40068 -3.41023 | -368.37 -1359.94


-62.0098 71.4954 | 1.73213 1.10508 | -3430.26 3597.65
-61.6804 71.8727 | 4.27154 2.63012 | 8356.83 -5138.55
-61.3162 72.219 | 2.11131 -0.551454 | -2773.29 8396.87
-60.9287 72.5434 | 2.50426 0.413491 | 5772.06 -2126.75
-60.511 72.8281 | 2.39789 2.86354 | -15515.9 -17738.9
-60.0793 73.0631 | 1.96925 0.332934 | 2626.8 8620.54
-59.6349 73.2822 | 3.72748 0.86549 | 8605.13 13981.4
-59.1731 73.4932 | 3.02039 -1.6616 | 26725.7 -11131.9
-58.6809 73.6677 | 2.86862 -1.49119 | -16029.8 15643.9
-58.1966 73.8411 | 1.63234 -0.724453 | -27906 -16365.5
-57.7232 73.9793 | -2.4049 0.483088 | 12675.5 -151.63
-57.2355 74.0856 | -3.12411 3.55315 | 11677.2 5904.84
-56.7353 74.1694 | -3.88413 7.37829 | -13728.3 420.702
-56.2388 74.2238 | -4.63251 3.19096 | 866.984 -13235.7
-55.7395 74.2359 | 1.7778 -2.1085 | 14900 15305.6
-55.232 74.246 | 5.45836 -0.349706 | -20034.2 -9384.44
-54.7378 74.2346 | 0.486382 -1.36232 | -8803.94 11701.5
-54.2504 74.2207 | -3.15416 0.494174 | 13138.5 -7211.21
-53.7557 74.1767 | -3.13165 -3.83108 | 10799.9 -3496.93
-53.256 74.1037 | 6.45392 -1.20268 | -6045.07 3036.84
-52.763 74.0131 | 1.32812 -4.25936 | -8820.09 -3390.96
-52.2789 73.9061 | -3.76463 3.26956 | 7071.26 10019.6
-51.7909 73.802 | -2.85008 4.17413 | 10829.2 -6571.3
-51.3023 73.677 | 1.57577 4.03978 | -34235.6 -10712.6
-50.8373 73.5277 | 5.25988 1.17525 | 29937.6 8111.91
-50.346 73.4124 | 2.33021 -0.116034 | 9703.35 5359.89
-49.8385 73.3399 | 3.46044 3.08084 | -7610.02 -3652.83
-49.3313 73.2933 | 1.34602 4.39896 | -528.499 -1731.55
-48.8238 73.2731 | 2.16446 0.722243 | -2123.04 -4594.14
-48.3187 73.2882 | -0.431753 2.1383 | -6588.89 15015.9
-47.8237 73.3667 | -5.83335 -5.22855 | 1419.29 -15537.3
-47.3365 73.4761 | -6.90942 -0.373938 | -4538.39 4783.3
-46.8679 73.6436 | -4.39944 -0.0543469 | 6731.08 8657.11
-46.4185 73.8737 | -1.15133 -5.19489 | 5947.39 4375.85
-45.9891 74.1479 | -1.28108 -1.32321 | -16627.2 -6975.24
-45.5856 74.4408 | -2.68312 -1.00271 | 13124 -9942.16
-45.181 74.7325 | -3.63891 0.140571 | -13559.5 2131.42
-44.7996 75.0433 | -2.308 1.74295 | 2793.08 -12739.9
-44.4329 75.3661 | -5.82831 2.49796 | -653.848 26391.1
-44.0949 75.734 | -6.35252 0.626068 | 11950.5 -18119.5
-43.7626 76.1041 | 0.244262 -0.986467 | -9802.55 3612.5
-43.4647 76.4993 | -2.87375 3.69858 | -819.947 4552.03
-43.1971 76.9185 | -2.03868 4.48628 | 1739.92 1861.71
-42.9448 77.3504 | -1.12014 0.828618 | 2948.39 5563.78
-42.6923 77.7875 | -5.27193 -0.430981 | 5685.64 -4486.69
-42.427 78.2152 | 2.05647 -2.77805 | -9552.32 -7387.47
-42.161 78.6323 | -1.16237 0.409732 | -2462.37 -10738.8
-41.8872 79.0373 | -4.04696 -2.82677 | 8385.44 21068.3
-41.602 79.4527 | -3.06985 -1.26032 | 2952.6 6077.11
-41.3017 79.866 | 1.66508 -2.68698 | 8604.91 -5659.25
-40.978 80.2624 | 2.51005 -3.77604 | -16540.4 5407.07
-40.652 80.6505 | 0.737724 -5.22644 | 6380.23 -10948
-40.2893 80.9978 | -0.261671 -1.95723 | 5886.94 -17972.9
-39.8902 81.2936 | -2.78583 -0.104299 | -14555.1 13693.1
-39.4896 81.5843 | -4.46577 -0.471375 | 8914.96 7791.06
-39.0674 81.8578 | 0.0409569 -0.982405 | 6218.35 1950.04
-38.6157 82.0877 | 1.12896 3.78206 | -6242.35 -14382.2
-38.1416 82.2454 | 2.20333 4.50532 | -2723.29 -475.575
-37.6539 82.3486 | -0.576602 3.18093 | 13186 4233.9
-37.1527 82.4168 | 2.07318 1.67906 | -18723.9 2479.89
-36.6595 82.4592 | 4.522 3.75561 | 4681.26 1954.37
-36.1635 82.4711 | -0.885304 2.68826 | -913.421 -1374.55
-35.6689 82.4416 | -2.045 -1.77023 | -286.949 -3263.4
-35.1801 82.3674 | -0.0163159 1.79483 | -4713.48 11104.6
-34.703 82.2613 | -4.95126 1.83071 | -9375.14 -8924.28
-34.247 82.0994 | -0.272539 2.56143 | 4564.74 602.416
-33.8003 81.9051 | 1.89275 -0.433439 | 9408.17 6435.27
-33.3532 81.6975 | 3.67267 4.05303 | 6621.18 -11701.7
-32.9113 81.4613 | 1.32273 -5.06326 | -539.817 6488.73
-32.477 81.2147 | 1.77583 1.15931 | -5958.76 2038.31
-32.0556 80.9528 | -3.25508 -4.78043 | 9609.04 -10375.1
-31.6398 80.6697 | 0.109641 -4.50643 | -14696.8 9189.54
-31.2369 80.3856 | -2.29694 1.57524 | 2866.99 -3232.75
-30.8284 80.1067 | -1.23115 4.2315 | 2740.57 -1121.46
-30.4028 79.8487 | -0.942835 -0.522191 | 9273.19 5686.43
-29.9513 79.6251 | 2.39169 -4.16185 | 12917.8 -10227.6
-29.4802 79.4153 | 1.04587 -2.4953 | -5203.12 -4339.17
-29.0035 79.2198 | 0.441701 -0.540764 | -578.571 7092.66
-28.5167 79.0582 | 3.37299 -0.175535 | 1467.98 -3157.4
-28.0215 78.9285 | 0.25772 -4.27623 | -17762.2 -880.283
-27.5295 78.8442 | -2.73327 -1.61832 | -174.809 16143.9
-27.0343 78.8342 | 4.04183 2.22352 | -3351.67 -15264.5
-26.5432 78.8625 | 6.27676 -4.86399 | -8290.76 10948.6
-26.0636 78.9502 | -0.38493 1.93468 | 9130.99 -4011.65
-25.5855 79.0677 | 2.19374 1.81328 | 226.114 -5932.92
-25.1124 79.2031 | 0.691742 4.74291 | -4351.58 -5078.94
