-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
18.5161 33.7129 | 2.80814 -4.35923 | -7529.37 5505.66
18.9104 34.0258 | 1.65606 -1.29832 | 6761.77 230.383
19.3324 34.3049 | -0.916798 0.0618825 | 1707.02 -12537.6
19.7804 34.5333 | 0.41361 -5.696 | -9142.62 7092.61
20.2363 34.7376 | -0.21254 0.106398 | 8640.32 -3660.88
20.7088 34.9115 | 0.0113524 1.33623 | -1292.95 3928.78
21.1872 35.0691 | 1.372 -1.32145 | -6159.57 1049
21.6666 35.2092 | -1.13559 2.90611 | 534.1 -11203.3
22.152 35.3217 | -0.82903 3.59662 | 4766.91 10097.4
22.6413 35.4403 | 1.31431 1.153 | 4271.46 3524.41
23.1334 35.5631 | 0.7524 -1.39701 | -720.141 -10224.4
23.6259 35.6782 | 0.986627 -0.789347 | -1635.71 6820.49
24.1126 35.8123 | 1.603 0.995663 | -4551 -2649.61
24.5898 35.9644 | 1.70319 -0.700909 | -17.2413 -5705.15
25.0563 36.1392 | -0.203705 0.194706 | -5052.55 3238.9
25.4995 36.36 | -1.7964 -1.11666 | -1417.78 -2143.12
25.9145 36.6291 | 0.0635005 -2.34308 | 6149.73 13198.4
26.3007 36.9539 | -1.69727 0.261723 | 8785.98 300.904
26.6652 37.3122 | -2.62906 -0.583087 | 1970.8 -1162.69
26.9997 37.6995 | -1.53381 -0.86751 | -8363.1 1318.29
27.2872 38.1184 | -1.00491 -0.879461 | -6495.98 -5342.07
27.5327 38.5561 | -3.58662 1.18969 | -1877.95 -2268.9
27.7544 39.0022 | -6.07235 0.599073 | 4227.18 -9279.05
27.9732 39.4452 | -4.89299 -1.0661 | 5827.86 5457.74
28.1863 39.8972 | -2.67476 -0.246934 | 676.671 11953.2
28.3764 40.3664 | 0.152752 -0.0770816 | -8821.65 -14254.6
28.5345 40.8363 | 1.61566 1.71454 | -54.4698 -5245.3
28.6736 41.3079 | 1.1115 1.40054 | 5834.74 8757.48
28.8024 41.788 | 1.43701 2.38812 | -740.778 -4309.13
28.9131 42.2699 | 3.29092 3.57431 | 1253.88 -5546.34
28.9999 42.7527 | 2.4255 3.00342 | -7217.05 1368.48
29.0499 43.2411 | 2.64174 2.54853 | 6148.17 9058.71
29.0826 43.7373 | 1.64436 1.37388 | 3594.85 -3098.29
29.0958 44.2322 | -0.194222 -0.84728 | -15920.4 -8856.99
29.0738 44.7214 | 0.895464 -1.37079 | 7896.62 5387.34
29.0666 45.2141 | 2.8717 -1.72836 | 5947.11 5003
29.0915 45.71 | 1.82554 -0.632728 | 1265.89 -533.499
29.1404 46.2037 | -0.356364 1.02891 | -12458.6 -6832.18
29.1991 46.6898 | 0.0682213 1.464 | 8153.26 -7546.67
29.2989 47.1642 | -1.11097 2.0226 | 3013.9 3694.83
29.4307 47.6332 | 1.08542 1.46868 | -13070.5 1738.92
29.5719 48.0994 | 5.15068 0.584352 | 8455.76 4349.94
29.7509 48.5586 | 3.48745 1.70888 | 2285.26 10262.4
29.9662 49.0101 | 1.2363 3.09039 | 3701.15 -9815.4
30.2163 49.4399 | -2.96402 4.06584 | -5952.83 7440.03
30.4793 49.8646 | 0.551344 2.90705 | -355.348 5586.16
30.7617 50.2802 | 1.08644 2.06146 | 4634.49 -7685.25
31.0764 50.6693 | 0.211986 0.387841 | -3195.7 -412.539
31.4119 51.038 | 0.414332 1.5065 | -2617.18 2679.5
31.7649 51.3903 | 0.289588 2.11816 | 4406.08 368.88
32.1424 51.7198 | 3.36189 -0.130797 | -3162.61 5134.22
32.5401 52.0255 | 1.50148 0.92624 | 2677.58 -6852.08
32.9668 52.2871 | 0.309585 0.690035 | 3899.47 -4487.77
33.4162 52.509 | -0.940913 2.38871 | -6165.31 6608.49
33.8706 52.7164 | -1.86862 4.53544 | 1551.78 -1400.49


24.6344 -17.3982 | 1.06263 3.0803 | 2795.42 114.972
25.1364 -17.4162 | 2.12802 -0.00805664 | -1825.05 4611.41
25.6342 -17.4658 | 0.940456 -1.18157 | -3848.55 -5525.94
26.1228 -17.5624 | 0.30195 -1.55147 | 869.168 -2594.92
26.6033 -17.6976 | -0.988249 -1.69076 | 1318.45 -6077.37
27.0798 -17.8527 | -0.912228 -1.48031 | 1210 7567.89
27.5613 -17.9878 | -0.00370963 -2.50992 | 252.962 11189.2
28.0489 -18.0915 | 0.0571801 -2.50871 | -2888.38 -7552.69
28.5359 -18.1955 | 0.513898 -4.43037 | 1081.14 -3378.08
29.0239 -18.3006 | -0.439911 -3.67718 | 1514.61 3829.58
29.5144 -18.3949 | -1.06344 -1.4457 | -2651.33 1805.85
30.0045 -18.482 | -0.97939 -1.2713 | 703.339 -2959.29
30.495 -18.572 | -1.70771 1.1511 | 3077.67 -5330.97
30.9877 -18.6636 | -0.604624 4.18659 | -2280.51 4783.38
31.4817 -18.7365 | -0.364351 4.30742 | -2611.59 1844.22
31.9765 -18.7882 | 0.213179 2.75038 | 3625.21 -2636.27
32.4755 -18.8236 | 2.20583 1.9309 | 2957.71 1616.9
32.9775 -18.8381 | 1.33559 0.0592427 | -1592.72 -3932.12
33.4782 -18.8344 | 0.349433 1.76438 | -7576.73 -710.952
33.9724 -18.8005 | -0.759369 2.59521 | 696.903 2584
34.4623 -18.7233 | -2.06205 0.306625 | 6471.31 2095.59
34.9483 -18.6016 | -1.43791 -0.932236 | 3874.17 -891.854
35.4255 -18.4395 | -1.03876 0.125132 | -741.339 -1316.13
35.8848 -18.2352 | 0.19576 -0.485688 | -9017.32 2446.48
36.3148 -17.9836 | -0.319686 0.564534 | 1586.18 707.221
36.7246 -17.6984 | -1.19163 0.112952 | 6120.23 -76.164
37.1231 -17.3926 | 0.454441 -1.41307 | -4997.66 -1780.13
37.5061 -17.072 | 0.747337 -1.25388 | 1615.8 -1196.38
37.881 -16.7423 | -0.0597003 -1.5155 | 1495.02 -1259.64
38.249 -16.4048 | -0.895678 -0.633498 | 1217.43 -2080.85
38.6058 -16.0559 | 1.47594 -0.920379 | -1805.42 2566.97
38.9407 -15.6858 | 3.43067 -0.766402 | -981.024 -413.578
39.2512 -15.2948 | 1.40133 -0.422435 | 6100.86 5548.16
39.54 -14.8805 | 1.60488 -2.25784 | -3185.83 5473.84
39.7987 -14.4441 | 3.71317 -3.50172 | -7698.49 -3008.43
40.0358 -13.9995 | 4.05017 -2.49196 | 3759.02 -694.625
40.2832 -13.5596 | 2.79294 -1.03365 | 12221.1 -1998.44
40.5594 -13.1323 | 1.23382 -0.640265 | -4639.33 10683
40.8438 -12.7046 | -0.78402 0.554983 | -1817.89 -997.068
41.1452 -12.2897 | -3.48409 1.24228 | 4501.45 -7455.4
41.478 -11.9025 | -2.70282 -0.211148 | -2711.07 5269.4
41.8354 -11.5373 | -3.77737 2.90531 | 782.783 -8441.71
42.223 -11.2104 | -4.84283 4.98832 | -2121.51 -2004.6
42.6333 -10.9174 | -3.21152 3.28323 | -5823.67 2632.85
43.0594 -10.6531 | -2.12444 2.45218 | 2986.85 -6452.18
43.5078 -10.4299 | -2.17174 2.11056 | 1619.05 7340.1
43.9717 -10.2346 | -0.542427 -0.0376425 | -6180.55 1106.75
44.4462 -10.0794 | -0.692266 -0.271165 | -1432.19 -8405.14
44.9339 -9.98606 | -0.379945 0.924067 | 2669.94 1111.11
45.431 -9.94421 | 0.409935 3.46736 | 4337.46 -1412.06
45.9338 -9.94475 | -0.352252 1.44821 | 4631.12 4778.55
46.439 -9.9717 | -0.863992 -0.634529 | -4943.72 798.479
46.9384 -10.0283 | -0.56964 1.69741 | -4852.18 -5459.89
47.4297 -10.1198 | 0.837469 3.34609 | 4713.18 6020.26
47.9198 -10.2285 | 0.767826 0.361161 | 3196.67 -21.0462
48.4061 -10.3622 | -0.183849 -3.97165 | -617.307 -4762.99
48.8814 -10.5311 | 1.68531 -2.58065 | -4572.89 3435.38
49.3421 -10.7272 | 1.32567 -2.75526 | -2150.64 -4063.01
49.7894 -10.9516 | -0.2934 -3.0433 | 3979.55 296.418
50.2327 -11.189 | 0.138393 -2.85806 | 1020.65 1583.9
50.6742 -11.4298 | 0.976786 -2.01645 | -2646.08 1193.62
51.1127 -11.6714 | 1.47539 -1.47292 | -2754.5 -117.366
51.5497 -11.9117 | -0.581147 -1.83236 | 183.975 1420.75
51.9905 -12.1445 | -1.44148 -0.931186 | 2378.3 -2789.61
52.4393 -12.3691 | -0.450063 -1.60009 | 7281.1 -3903.64
52.9018 -12.5795 | -1.62691 -4.00365 | 2842.27 3223.97
53.3764 -12.764 | -1.88213 -6.04952 | -6967.21 382.223
53.8544 -12.9247 | -1.57538 -5.33353 | -4106.66 1299.94
54.337 -13.0583 | -1.19716 -2.14377 | 968.796 -350.344
54.8273 -13.1618 | 0.513908 -0.372903 | 2399.9 1648.89
55.325 -13.2314 | 1.20097 0.0118656 | 409.898 1773.43
55.8266 -13.2708 | 2.04655 0.858677 | 1290.84 -1768.41
56.33 -13.2915 | 1.97285 -0.334476 | -1542.63 -168.362
56.8321 -13.2981 | 0.605575 -1.76552 | -5659.13 -3311.71
57.3297 -13.2952 | 0.609463 -1.32621 | -3878.59 2379.05
57.8238 -13.2747 | -0.154557 -1.69765 | 1372.93 1853.7
58.3182 -13.239 | -0.521897 -0.847578 | 5530.35 -5863.51
58.8161 -13.1983 | -0.841645 1.99223 | 2993.15 -1367.89
59.3144 -13.1386 | -1.28232 2.79681 | -3932.29 6575.15
59.805 -13.0404 | 1.08288 2.24946 | 786.53 3779.39
60.2897 -12.9119 | 1.16126 3.50142 | 2380.54 -4650.92
60.7727 -12.775 | -0.0928972 2.1775 | -3015.24 -556.655
61.2518 -12.6326 | 0.246506 0.78564 | -2451.64 430.53
61.7287 -12.4877 | 0.678914 2.01056 | 2633.22 1285.33
62.2097 -12.3468 | 1.80331 1.16742 | 9772.18 -509.017
62.701 -12.2185 | 2.13031 -0.0139559 | -1816.36 -2189.91
63.1948 -12.103 | 2.44023 -1.88548 | -2699.21 1130.85
63.6879 -11.993 | 2.46736 -1.40959 | 405.127 -392.731
64.1811 -11.8873 | 0.809528 0.0322289 | -6267.55 1432.36
64.6709 -11.7836 | -0.286143 0.874001 | 1190.41 2632.95
65.1633 -11.6882 | 0.0282891 3.08997 | 5064.38 -4875.07
65.6628 -11.6176 | 1.90225 2.48631 | -1126.19 19.347
66.1643 -11.5668 | 2.53585 0.850718 | -1257.31 2064.28
66.666 -11.5313 | 0.684062 -0.66248 | -3002.68 -539.21
67.1674 -11.5147 | -0.686809 -1.19824 | 7310.12 273.448
67.6737 -11.5191 | -1.11284 1.15277 | 252.721 -1082.86
68.1794 -11.5477 | -1.78074 -1.21408 | -6502.93 2913.92
68.6791 -11.5993 | -2.4605 -1.82578 | 3767.29 -26.0662
69.1755 -11.6833 | -2.02379 -1.75816 | -5785.63 -3816.76
69.6598 -11.8093 | 0.380799 -3.25532 | 760.252 1614.97


-20.2418 -17.7297 | -0.370343 1.0047 | 4036.81 -5684.41
-19.7419 -17.7997 | 1.68327 -1.63971 | 3039.45 13645.7
-19.2431 -17.8778 | 1.98693 -1.95867 | -5368.9 -10955.7
-18.7546 -17.995 | -0.99469 1.63075 | -2711.37 -1809.87
-18.2753 -18.1372 | -0.278542 2.12366 | -4133.17 9561.04
-17.8005 -18.281 | 1.88991 3.68825 | 6370.13 -9048.95
-17.3234 -18.4368 | 2.81946 4.75414 | 4211.56 -593.195
-16.8402 -18.5857 | 4.08772 3.12286 | 2894.09 5738.09
-16.3494 -18.7103 | 0.715745 0.0583202 | -5231.06 2575.21
-15.8587 -18.8159 | -0.558426 -0.607231 | -8970.56 -3006.77
-15.3716 -18.9132 | 0.894263 -3.28871 | 8566.06 9165.61
-14.8772 -18.9968 | 1.95604 -5.50784 | 7329.2 -15565.5
-14.3793 -19.1014 | 3.26886 -2.77936 | -160.248 -1959.69
-13.8814 -19.2062 | 2.21351 1.73497 | -13215.3 9402.56
-13.3883 -19.2831 | 0.719766 0.972653 | 1430.45 -2897.66
-12.8912 -19.3341 | 1.03164 0.160678 | 10996.7 -751.965
-12.3849 -19.3498 | 1.64363 2.97023 | -5307.68 7564.62
-11.8829 -19.3193 | 1.68815 1.01753 | -10880.3 -7732.46
-11.391 -19.2621 | 1.89736 0.195524 | 5797.19 -4662.71
-10.9019 -19.1701 | 3.80782 -0.474065 | 5453.73 3413.16
-10.4244 -19.0164 | 4.11547 -1.75633 | -3997.85 11685.1
-9.97695 -18.7866 | 0.303369 -1.67772 | 1244.1 -2972.55
-9.55575 -18.5106 | -0.501346 0.159794 | 3414.52 -5244.9
-9.15737 -18.2037 | -0.919296 2.02768 | -4557.65 -926.627
-8.79376 -17.8619 | -2.14772 0.940296 | -4276.62 -6048.81
-8.47033 -17.4887 | 1.05744 -2.58613 | -3610.48 8098.18
-8.18814 -17.0791 | 0.816215 -2.01353 | 8692.3 5619.27
-7.92253 -16.6495 | -0.654656 2.55838 | 2101.83 3078.56
-7.665 -16.211 | -0.239995 3.2365 | 1896.08 -4423.96
-7.40744 -15.7744 | -0.816169 1.43374 | -2942.03 -786.871
-7.15203 -15.3385 | -1.26558 0.726637 | 4864.34 -2337.67
-6.89253 -14.9049 | -0.309536 -0.96785 | -9942.55 5737.49
-6.64186 -14.4659 | 0.446815 -2.11589 | 7205.72 -2363.75
-6.37318 -14.0365 | 0.144256 -0.832559 | 8579.37 -3550.78
-6.08544 -13.6187 | 2.37196 -1.41552 | -13800.8 438.116
-5.80942 -13.199 | 5.74801 -3.52862 | -3424.18 2774.72
-5.53211 -12.7813 | 0.777859 -2.42253 | 5856.18 -8896.94
-5.22983 -12.3852 | -1.00661 -1.05097 | -5130.21 2437.88
-4.90996 -12.0043 | 1.6195 -2.54504 | 4211.09 3022.38
-4.56264 -11.6455 | 0.599238 -2.92567 | -6220.67 -6221.62
-4.19115 -11.3215 | -0.979782 -1.83866 | -9786.52 2714.93
-3.79503 -11.037 | -0.0913594 -2.1509 | 11740.7 -11919.4
-3.3559 -10.8189 | 0.199535 -4.66006 | -2350.29 14338.2
-2.89732 -10.6346 | -2.79727 -5.84663 | 3611.68 1835.98
-2.41933 -10.4987 | -0.451871 -3.9517 | -251.711 -7574.13
-1.92926 -10.427 | 1.5385 -2.50428 | -10053.7 5717.94
-1.4404 -10.4026 | 1.99126 0.406644 | 4163.16 -4246.77
-0.948424 -10.4301 | 2.5214 -0.981265 | 10724.5 -2643.8
-0.451556 -10.4933 | 2.38653 2.49677 | 2578.17 9242.99
0.0445799 -10.5667 | 0.665186 5.79694 | -15815.3 -1789.44
0.527824 -10.6608 | -1.28548 1.33346 | 8113.06 1931.62
1.01263 -10.7718 | -1.96491 -1.96535 | 12721.4 -2555.49
1.50067 -10.9077 | 0.951856 0.905381 | -2208.13 2162.67
1.97786 -11.0746 | 2.89828 1.27155 | -8128.92 -8545.72
2.43389 -11.286 | 0.442326 1.23899 | 3118.16 1276.57
2.88073 -11.5185 | -0.142909 2.17066 | 2062.6 4996.99
3.32313 -11.7567 | -1.70579 -2.5498 | -12782.1 -2912.14
3.75365 -12.0029 | -1.76895 -3.44101 | 6672.66 5828.14
4.19349 -12.2351 | -2.88463 -0.591054 | 5830.63 969.142
4.64192 -12.4579 | -5.6367 -1.432 | -6162.65 -6063.66
5.08662 -12.6858 | -3.03149 -1.56937 | 960.653 -303.208
5.53613 -12.9071 | -1.19649 -0.295341 | 10232 1095.94
5.99956 -13.1113 | -0.35531 1.16013 | -7933.34 -2602.54
6.4645 -13.301 | -2.57451 -1.77539 | -7284.8 3124.04
6.93383 -13.4618 | -3.01395 -3.42148 | 2027.47 5190.23
7.41535 -13.5831 | -3.64331 -3.42466 | 7115.5 -4002.46
7.90987 -13.6768 | -4.24699 -2.7598 | 11706.7 -5025.34
8.41658 -13.7446 | -0.716465 0.27344 | -13504.4 6147.42
8.91844 -13.7733 | 2.34747 -0.274934 | -4929.08 594.319
9.41802 -13.77 | 2.4364 -1.0472 | 14208.7 -3106.94
9.92635 -13.7433 | 1.69396 -3.69306 | 3187.88 -2499.84
10.4356 -13.6876 | 1.46451 -3.43304 | -4072.97 4609.07
10.9361 -13.5855 | 2.25092 -1.93995 | 2449.05 8001.84
11.4272 -13.4359 | 2.76689 -2.57673 | 1121.8 -7379.7
11.9089 -13.263 | -1.29679 0.358772 | -9863.77 -4432.24
12.371 -13.0626 | -0.814185 1.62477 | -4095.27 3101.74
12.8117 -12.8236 | -0.283519 -1.36047 | 7069.32 3198.04
13.2369 -12.5502 | 0.713568 -2.53356 | -4410.08 -4179.33
13.6388 -12.2508 | 2.16218 -3.89848 | -6135.52 -4470.97
14.0133 -11.9266 | -2.0102 -3.12606 | 634.034 4757.06
14.3638 -11.5757 | 1.11372 -3.55484 | -8298.41 -3902.84
14.6949 -11.2137 | 4.41203 -3.00598 | 4961.03 -5494.13
15.0312 -10.8566 | 1.23447 0.326525 | 7539.84 8540.41
15.377 -10.4977 | 2.59188 0.347403 | -1523.6 2423.67
15.728 -10.1418 | -0.429421 -0.81742 | -600.554 -3395.39
16.09 -9.79949 | -4.389 -1.30477 | -487.236 -1481.36
16.4658 -9.47228 | -0.503571 -2.8281 | 6949.54 7234.39
16.8602 -9.15575 | -1.03954 1.28621 | 8028.3 448.529
17.2725 -8.8559 | -0.763665 -0.663743 | -17032.4 -1041.97
17.6836 -8.57083 | -1.70413 -3.68836 | 1728.64 -7997.23
18.1104 -8.31666 | -1.70268 -0.393032 | 637.827 -64.6998
18.5507 -8.08511 | -1.43819 0.774511 | 998.275 8076.81
19.0019 -7.86538 | 0.100034 -2.00879 | 12290.4 2689.02
19.4735 -7.67096 | 0.772401 3.4901 | -2422.94 -14247.7
19.9544 -7.51356 | -0.484542 2.50719 | -7547.34 10237.6
20.43 -7.3536 | 1.16139 -1.53141 | -6112.93 3578.14
20.903 -7.19617 | 5.48057 -1.00392 | 2408.52 -1899.37
21.3849 -7.06553 | 6.05842 -2.10215 | 3412.71 1531.29
21.878 -6.9777 | 3.47663 1.86048 | -5115.72 -12471.9
22.3742 -6.95272 | -0.599055 -1.66514 | 3595.6 7140.56


37.1253 -34.1499 | 0.399537 -1.30773 | -7991.57 4546.07
37.5783 -34.3413 | 0.855071 -1.82479 | 2622.84 -3991.88
38.0305 -34.5433 | 0.710968 -2.15438 | 5338.73 -5269.36
38.4884 -34.7462 | 3.40877 1.31841 | 3181.37 3770.18
38.9565 -34.928 | 3.25991 0.759713 | -1664.87 6141.61
39.4314 -35.0835 | 0.617412 -0.650634 | -3787.98 -3095.08
39.907 -35.2288 | 0.533675 -1.05892 | -1296.46 -2801.01
40.3836 -35.3652 | 2.34524 0.524661 | -7307.01 -783.249
40.8598 -35.4816 | 2.05339 0.951232 | -3242.05 6996.3
41.34 -35.5591 | 0.701831 -0.828095 | 2033.81 -3153.54
41.8254 -35.6077 | 0.719069 -1.47288 | 2430.11 -3322.22
42.3152 -35.6288 | 1.97321 0.972388 | 2217.08 477.825
42.8072 -35.6143 | 0.81307 2.22922 | -289.474 4211.93
43.2969 -35.5611 | -1.43818 0.805625 | 1141.61 -5642.47
43.784 -35.4848 | -2.47531 3.39016 | -251.413 -1485.49
44.2655 -35.3788 | -3.53756 3.47383 | 2131.05 4349.62
44.7389 -35.2329 | -2.97553 1.03749 | 350.657 2750.52
45.2031 -35.0541 | -2.66664 2.03955 | 6290.53 -3457.38
45.6646 -34.8589 | -1.87624 1.60767 | 2046.3 2954.93
46.1203 -34.6447 | 1.31668 -1.53306 | -613.021 -3151.99
46.5676 -34.4171 | 0.157011 -1.33543 | -5795.7 -1756.15
47.0007 -34.1729 | -1.09774 -2.2711 | -1651.25 -2729.08
47.4209 -33.911 | 0.883551 -3.05646 | 2485.75 3756.03
47.8283 -33.6248 | -1.4906 -0.341825 | 3334.84 2133.77
48.2234 -33.3168 | -0.939207 0.718078 | -150.313 -1156.43
48.6041 -32.9916 | 1.72665 -1.41229 | -2989.51 1808.91
48.9682 -32.6493 | 0.668915 -1.13781 | -593.732 -2122.33
49.3234 -32.2996 | 0.385987 -0.0460135 | 1317.84 -2924.04
49.6764 -31.9473 | -0.500982 -1.32134 | 5994.34 8927.77
50.0293 -31.5847 | -2.63257 0.048756 | -1817.05 3773.12
50.3813 -31.2187 | 0.0874746 -1.67439 | 1163.37 -7039.64
50.7428 -30.8661 | 0.170656 -0.708995 | -1509.64 193.552
51.1126 -30.5238 | 0.333832 1.9531 | -2634.34 1274.45
51.4914 -30.1933 | -1.5489 1.1799 | 1799.09 -3640.41
51.8872 -29.8844 | -2.46823 -0.714781 | 3017.42 663.565
52.2983 -29.5945 | -0.715533 -1.37118 | -8513.85 -1888.23
52.714 -29.321 | -0.689822 -0.306609 | -1840.6 2717.23
53.1397 -29.0653 | 0.645729 -0.139229 | 2472.76 -4707.85
53.5833 -28.8419 | -0.169411 -0.975049 | 3935.29 38.2321
54.0414 -28.6454 | 0.983496 -0.867954 | -5051.64 5072.9
54.5023 -28.4655 | 2.69704 0.060436 | -17312.5 -6930.4
54.9603 -28.3158 | 0.786499 0.0972342 | 3459.13 -3851.83
55.4281 -28.1969 | 1.8315 -1.59104 | 10892.7 5817.04
55.9078 -28.0895 | 3.12186 -3.22709 | 3079.31 7150.07
56.3937 -27.987 | 1.09018 -3.64934 | 3256.44 -3762.47
56.8863 -27.9062 | 0.0802727 -2.28526 | 77.4168 299.315
57.3824 -27.8456 | -1.25075 -1.20862 | 1805.81 1885.77
57.8812 -27.804 | -0.505383 -4.30716 | -6048.74 -2129.05
58.3767 -27.7868 | -0.528995 -3.84617 | -4821.48 1323.58
58.8691 -27.791 | -3.36247 -0.603659 | 5744.12 -4262.45
59.3639 -27.8182 | -2.10103 -0.279111 | -2300.68 -2602.36
59.8572 -27.8519 | -1.19103 -0.538028 | -165.891 8414.66
60.3509 -27.8646 | 0.342721 0.155432 | -427.347 3126.87
60.8443 -27.8631 | 0.765114 1.14378 | -1958.98 -6468.85
61.3373 -27.8676 | -0.220783 -0.181746 | 7159.75 -557.968
61.8351 -27.8719 | 0.72424 -1.18372 | 126.637 2000.08
62.3338 -27.8679 | 0.102976 2.37882 | -155.385 -1433.93
62.8325 -27.8558 | -0.894723 6.23331 | 2557.63 2485.91
63.3315 -27.8306 | -0.786803 0.723806 | -7681.99 -3374.98
63.8242 -27.7975 | 0.153986 -0.688476 | -4961.13 25.2012
64.3112 -27.7508 | 0.574171 0.519083 | -1948.26 -2150.96
64.7944 -27.6876 | -2.95592 -3.86753 | 1614.91 3947.14
65.2759 -27.5989 | -5.07078 -2.40059 | 8435.93 -3510.63
65.7601 -27.4926 | -2.24079 0.340473 | 4422.69 1498.75
66.2422 -27.359 | 0.669799 0.406817 | 3110.94 2301.56
66.7162 -27.1916 | 1.33746 2.13421 | -7014.86 -3177.26
67.1727 -26.9915 | 1.71317 1.53877 | 5029.18 -598.705
67.6142 -26.7537 | 3.08009 0.611711 | 5322.05 8881
68.0332 -26.4664 | 3.53981 0.448966 | -3459.34 2441.95
68.4223 -26.1392 | 0.942623 -2.26059 | 2794.92 -3895.43
68.7891 -25.7884 | 0.413109 -3.05469 | -694.25 -4589.24
69.1279 -25.4149 | 2.51983 -1.92008 | -4829.9 1082
69.4256 -25.0106 | 4.36751 -2.45707 | -2608.54 2187.53
69.6819 -24.5787 | 4.08789 -2.2792 | 5081.55 -1993.9
69.9076 -24.1286 | 1.77663 -2.25889 | -4075.28 9458.29
70.0962 -23.6565 | 0.442948 -1.81505 | -386.13 -1060.03
70.2641 -23.1771 | 1.88029 -1.09723 | 2322.12 -7643.55
70.4282 -22.7012 | -0.997885 0.237396 | -1401.07 1678.7
70.5902 -22.2252 | -0.571571 0.369286 | -1302.04 -5423.4
70.7567 -21.7548 | 1.73158 -0.672252 | 2864.17 -1180.88
70.9343 -21.2886 | 0.7553 -1.01195 | -66.9579 4574.14
71.1176 -20.821 | -0.273976 0.187252 | -1921.3 5785.43
71.3068 -20.3518 | 0.370182 0.297665 | -848.123 469.776
71.5145 -19.8906 | 3.4438 -0.311102 | 1147.31 -6797.23
71.7563 -19.4509 | 3.178 -0.613614 | 1423.19 -927.822
72.0359 -19.0351 | 0.495426 -0.0538982 | -2007.83 -1023.24
72.3489 -18.6452 | 1.70432 -1.40266 | 2318.91 2175.73
72.6967 -18.2817 | 1.13136 -0.716819 | 6228.13 5647.75
73.0789 -17.9457 | 0.826445 0.786756 | -301.734 -4324.51
73.4878 -17.6453 | 1.70207 0.178136 | -7085.84 2402.05
73.9131 -17.3759 | 2.35107 -0.799855 | -3135.07 -2842.92
74.3598 -17.1519 | 2.89719 0.0434955 | 4599.66 -9136.74
74.8308 -16.9846 | 0.486508 0.564803 | -1953.42 9503.04
75.3119 -16.8472 | -2.12155 0.661211 | -3046.31 375.207
75.8001 -16.7487 | -1.30656 -0.154345 | -1725.79 -3319.29
76.2945 -16.7009 | 0.132856 -1.35841 | 6301.88 2481.87
76.7951 -16.7018 | -0.419734 -0.407759 | -1319.19 -9395.31
77.2929 -16.7569 | -1.56588 -0.637426 | -1527.14 4088.56
77.7862 -16.8338 | -0.624485 -0.502728 | -2027.39 7166.74
78.2764 -16.9153 | 0.845012 -2.65099 | 2994.17 -4003.76


-33.7198 -19.2707 | -3.04688 5.40995 | -3098.14 4875.56
-33.2271 -19.2023 | -2.75497 4.38819 | -444.059 -8645.08
-32.7303 -19.1862 | -1.26599 3.87339 | 3512.48 -665.877
-32.2306 -19.2103 | 0.176501 2.31782 | 4988.44 9296.35
-31.7289 -19.2591 | -1.38096 3.37616 | 2312.24 -10028.7
-31.2315 -19.355 | -3.71641 3.47854 | -3935.51 5203.64
-30.7449 -19.4822 | -2.98776 4.28058 | -5327.66 5198.34
-30.2735 -19.6426 | -0.48687 2.63251 | -1378.49 -8897.12
-29.8203 -19.8523 | 3.38074 2.17843 | 7704.75 -1327.08
-29.3769 -20.0937 | 1.30099 2.09244 | 2564.51 7097.1
-28.9447 -20.354 | 0.697077 3.99427 | -5592.05 -6137.44
-28.5357 -20.6482 | 1.19137 3.01835 | 1309.59 -759.58
-28.1435 -20.9653 | -2.24767 0.855131 | -1258.14 2609.43
-27.7633 -21.2939 | -2.882 -0.65446 | -883.351 1352.07
-27.3906 -21.6292 | -2.0397 -0.119014 | -846.841 -1307.72
-27.0204 -21.9685 | -1.22925 0.502163 | 4578.78 -2211.49
-26.642 -22.3063 | -0.38993 0.0739925 | 14010 -8659.48
-26.2469 -22.642 | -1.29875 1.78743 | -5972.42 2464.76
-25.8483 -22.9683 | 0.776251 0.296034 | -4201.31 9761.14
-25.4456 -23.2774 | -0.791527 -2.94256 | -4956.77 1281.11
-25.0438 -23.581 | 0.126833 1.84602 | 2834.66 -2267.72
-24.6407 -23.8863 | 1.87402 4.13271 | 2842.05 -2532.18
-24.2388 -24.1963 | 1.64129 0.450026 | -7968.85 -245.219
-23.8458 -24.5097 | 3.34825 0.244549 | -5996.72 7832.68
-23.454 -24.8126 | 0.959194 -1.60641 | -3320.13 -4320.36
-23.0554 -25.1042 | 1.39728 0.525805 | -1634.57 -969.915
-22.6351 -25.3624 | 1.53228 0.205765 | 10675.9 4230.82
-22.1783 -25.5601 | -0.569719 -0.898205 | -1904.98 1734.2
-21.7002 -25.6977 | -0.422503 -0.120115 | -328.659 -664.395
-21.2101 -25.7849 | -0.949191 0.518882 | 1759.37 -1580.02
-20.7135 -25.8314 | -1.12557 -0.606306 | -6451.93 1406.68
-20.2185 -25.8428 | -0.575433 1.97052 | 5101.14 -3589.39
-19.7199 -25.8313 | -2.54854 1.43591 | 4482.88 -1299.41
-19.2188 -25.7951 | -1.32492 -0.758405 | -324.054 4071.93
-18.7192 -25.7273 | -0.904931 0.724909 | 9020.15 111.076
-18.2175 -25.6363 | 0.363946 1.10325 | -3718.58 -7699.58
