-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
73.3053 2.81223 | -1.08512 0.489017 | 4698.81 315.239
73.8031 2.83863 | -2.33912 -1.83617 | -8233.18 -7489.75
74.2959 2.86354 | -2.12698 -1.34946 | 3895.71 834.959
74.7902 2.89835 | -2.11541 0.45769 | 951.921 -770.451
75.2845 2.95101 | -0.514536 0.159129 | 4533.74 2040.45
75.7783 3.03216 | 1.09325 1.62642 | -864.729 5199.27
76.2659 3.14508 | 1.8929 -4.31317 | -4943.43 -6445.12
76.7461 3.2715 | 1.99721 -4.96284 | 3815.79 -2547.21
77.2229 3.41471 | -1.3252 -1.66143 | -501.739 -1872.02
77.6899 3.58875 | 2.49145 0.369956 | 1579.72 16955.8
78.1419 3.81404 | -0.792595 -0.205338 | 13731.6 -10266.1
78.593 4.05469 | -1.74334 -0.811758 | -14163.6 -880.01


-38.7308 67.6375 | -5.16569 4.95203 | 3708.51 -9026.02
-38.2844 67.397 | -1.14753 -2.5999 | 467.764 9729.19
-37.8271 67.181 | -0.449181 1.78356 | 14117.9 -7018.93
-37.3532 66.9814 | 0.546325 -0.654934 | -16279.2 6016.84
-36.8821 66.8057 | -0.611516 0.715586 | -10183.6 1993.34
-36.411 66.6554 | -0.466486 1.70116 | 7289.41 1068.4
-35.928 66.5343 | 0.602158 0.646116 | 902.121 -1388.74
-35.438 66.4378 | -3.51847 -0.0428099 | 2219.66 774.248
-34.9441 66.3645 | -0.360904 2.07851 | -15621 -316.16
-34.4584 66.3088 | 1.85151 -0.0837972 | 148.171 -7223.51
-33.9712 66.2702 | -0.326159 -3.14552 | 7819.67 16007.3
-33.4767 66.2763 | -0.580797 -5.11999 | 6717.75 -9810.41
-32.9757 66.2869 | -1.19067 -2.45031 | 11543.9 -14358.1
-32.4669 66.3008 | 1.01168 1.60354 | -8902.17 16672
-31.9678 66.3737 | 1.20025 2.33209 | -4784.48 2534.48
-31.4817 66.494 | -0.632186 2.59145 | 2880.04 -12759.9
-31.0046 66.6382 | 0.359438 5.3099 | -15493.6 10290.7
-30.5533 66.8296 | -4.31604 3.33364 | 2509.91 -7789.28
-30.1115 67.037 | -1.29314 -3.51455 | -903.799 -7046.76
-29.6773 67.256 | 0.674777 -0.760376 | 3642.61 13737.9
-29.2524 67.5057 | 0.118052 1.4308 | 4480.21 -4051.61
-28.8273 67.7606 | -0.610385 -0.136052 | 5156.09 -5134.8
-28.3998 68.0169 | -1.08835 0.0749146 | 6185.54 9102.27
-27.979 68.2967 | -1.87558 2.67303 | -7650.29 5278.68
-27.5763 68.5996 | -3.35988 2.63724 | 3602.53 -12259.8
-27.1767 68.9018 | -3.85707 1.18109 | -5743.37 11753.7
-26.7884 69.2219 | -1.12638 1.07871 | 7918.32 2129.18
-26.39 69.5372 | 0.988117 4.80172 | 2565.08 -10674.4
-25.9767 69.8281 | 1.7889 5.5955 | -4501.52 443.017
-25.5614 70.1103 | -0.809595 3.28659 | -12004.6 6599.02
-25.1499 70.3907 | 1.16002 1.25676 | 8834.4 -2929.52
-24.7149 70.6393 | 5.08514 2.37137 | 5575.35 -8618.68
-24.2556 70.8442 | 3.78263 1.39065 | -3546.21 7017.54
-23.7868 71.0308 | 2.56509 1.48294 | 15154.7 769.874
-23.3014 71.1992 | 1.74538 1.26467 | -8531.53 7292.22
-22.8179 71.3587 | 2.41203 -2.02412 | -16592 -10801.2
-22.3384 71.4847 | 0.461177 1.10099 | 1456.11 -490.327
-21.8523 71.5798 | 0.57786 0.891306 | 11837.1 7121.88
-21.3554 71.6488 | -1.79823 -1.99906 | -20502.7 -6981.62
-20.8682 71.6739 | -1.92629 1.82554 | -4201.18 4415.28
-20.384 71.6634 | 0.596114 3.91987 | 11244.7 -6228.82
-19.8939 71.6108 | 1.07658 0.765494 | 11245.3 8471.64
-19.3981 71.5362 | 0.55402 -1.98293 | -8.7872 -5346.33
-18.9079 71.4231 | 2.52398 2.35603 | -2924.4 1874.95
-18.4285 71.2759 | 2.24608 3.7514 | 1004.71 -4828.78
-17.9592 71.093 | 0.380608 -0.873285 | 8746.7 651.325
-17.4941 70.8885 | -2.02779 -3.85855 | -9028.88 4674.72
-17.0452 70.6667 | -2.0671 -3.07019 | -10867.6 2981.55
-16.6151 70.4256 | 2.67614 -2.15262 | 6708.48 -5461.4
-16.1897 70.166 | 4.10466 1.52198 | 6531.05 -569.5
-15.762 69.8995 | 0.797828 -2.29149 | 1380.96 -7991.02
-15.3323 69.6287 | -1.45074 -2.46601 | 1459.6 11649.6
-14.8925 69.3796 | 3.26436 2.39054 | -298.948 -4110.64
-14.4486 69.1379 | 0.318973 -2.95649 | -11262.5 -2081.27
-14.0055 68.9059 | -2.67809 -0.748895 | 12642.2 6056.26
-13.5422 68.7045 | -2.0072 0.237522 | -4518.25 -6415.12
-13.0707 68.5228 | 1.02784 -0.680087 | 4795.66 5707.93
-12.5847 68.376 | 2.37825 -3.30854 | 4368.11 -3267.48
-12.0884 68.2551 | 2.49387 -2.84493 | -5379.06 3038.27
-11.5898 68.1616 | -1.69012 -0.730076 | -3932.25 -4180.27
-11.0899 68.0891 | -1.73343 0.956045 | 6491.2 1873.83
-10.5822 68.0504 | 0.308058 0.432927 | 1690.94 2369.6
-10.0711 68.0504 | -1.07807 0.484385 | 1146.94 -2909.1
-9.56079 68.0866 | -0.0937227 -0.385038 | -4143.41 6509.44
-9.05837 68.1701 | 2.50414 -0.456254 | -594.667 -5316.91
-8.56393 68.2879 | 2.76246 -2.81007 | 3455.23 3957.16
-8.07928 68.4493 | -0.471244 -4.40621 | -3642.08 2443.11
-7.6116 68.6527 | -1.8695 -4.68601 | 6267.05 -2532.07
-7.15668 68.8888 | -0.539164 -1.55703 | -6833.56 5667.13
-6.72713 69.1645 | -0.398699 0.282111 | -2768.14 -1699.39
-6.31658 69.4632 | 0.0464205 -0.432714 | 2791.18 -5961.43
-5.91581 69.7711 | -0.902756 1.60319 | -6195.8 -4415.8
-5.53379 70.0935 | -4.61573 -0.368511 | -2577.55 8630.44
-5.1726 70.439 | -1.43931 -1.29818 | -4685.14 -14602.2
-4.82309 70.7825 | 0.435431 0.96663 | -9672.99 -1677.26
-4.48495 71.1294 | -0.0116771 0.626078 | 12929.5 8610.33
-4.13411 71.4758 | -0.982631 0.915526 | -1394.14 -9212.28
-3.77448 71.8086 | -1.38188 -0.213677 | -4089.83 7649.55
-3.41434 72.1432 | -0.73292 0.626742 | 8578.47 -920.987
-3.04075 72.469 | -0.271253 4.52229 | -1897.89 -849.221
-2.6636 72.7907 | 0.700188 -0.822026 | 1285.79 9199.3
-2.28486 73.1172 | -1.88268 -0.999849 | -2530.15 -3018.1
-1.89902 73.4317 | -0.802904 -0.0301365 | -1408.71 -4257.91
-1.49883 73.7236 | -0.0699144 -0.360149 | 9773.13 -4530.89
-1.08043 73.9936 | -0.65589 0.266003 | -10826.9 6504.82
-0.669242 74.269 | -3.78061 -0.883673 | -3730.43 10478.5
-0.256228 74.5454 | 1.48464 -2.25524 | 14142.6 -16640.5
0.186088 74.7793 | 0.92049 1.29047 | -922.665 12332.7
0.638508 75.0005 | 0.791874 0.0840506 | -1384.1 -6050.59
1.09861 75.1976 | -2.21965 -5.16209 | -11585.7 -236.208
1.55801 75.3789 | -6.67234 -0.674893 | 9195.4 4122.73
2.03037 75.5439 | -0.325579 -0.871998 | 6349.67 -2183.91
2.51584 75.6846 | 0.820481 -0.874471 | 1020.44 3455.63
3.00854 75.8081 | -0.527994 -1.34469 | 3214.34 2466.87
3.5085 75.9102 | -0.0573537 -4.28565 | -2070.06 -8698.96
4.0113 75.978 | 2.33362 -0.676366 | -7430.13 209.811
4.50997 76.03 | 3.55936 -1.08681 | -3750.43 6175
5.00527 76.0814 | 2.34525 -1.26635 | -2428.19 5404.64
5.49933 76.121 | -0.85546 1.17505 | -940.05 -17260.3
5.99351 76.1155 | -0.580821 1.6795 | 5015.34 6522.06


-86.4527 41.3102 | 2.6691 -1.9865 | 18212 11076.8
-86.0166 41.5879 | -3.87681 1.58514 | -21982.6 -4355.16
-85.5798 41.8316 | -3.3261 -4.58037 | -10242.7 -24096.9
-85.1302 42.0125 | -1.37849 -2.69349 | -1448.26 17571.6
-84.6715 42.1749 | -2.05386 1.18657 | 9899.27 -3787.01
-84.1936 42.2975 | -3.3074 -2.23243 | 5060.99 2129.34
-83.7027 42.3859 | -3.00508 0.617166 | 5072.2 3125.31
-83.2036 42.4436 | 3.5414 1.47192 | -10208.9 -5667.77
-82.707 42.4654 | -2.19015 -1.77712 | 10569.1 604.204
-82.2039 42.4678 | -1.38043 4.52762 | 2475.46 9105.5
-81.7004 42.4654 | 0.95789 0.885774 | -23763.9 -1756.52
-81.2119 42.4384 | -0.149269 -4.98583 | 14934.1 -838.595
-80.7175 42.3763 | -0.668755 0.413337 | 10046.6 -10336.4
-80.2208 42.2701 | -2.37335 0.675853 | 3352.74 9476.46
-79.7263 42.1452 | 1.0264 0.543253 | -1298.53 -2802.2
-79.2438 41.9869 | -4.23718 -3.96168 | -17486.2 1381.25
-78.7868 41.7928 | -2.50885 2.4072 | 3436.26 -7388.8
-78.3402 41.5699 | -0.808516 1.6469 | 3733.52 8017.81
-77.8922 41.3503 | -2.2783 0.570256 | -6345.5 4089.17
-77.4463 41.1343 | -0.170652 4.75359 | 14905.5 -10593.3
-76.9924 40.9118 | -0.854861 -5.07541 | -15539 6372.4
-76.5442 40.6972 | -5.26163 -0.571731 | 14544.2 3941.05
-76.085 40.495 | -1.77955 1.08006 | -17198.3 -8247.5
-75.6381 40.2848 | -0.0205827 -1.36176 | -2398.13 7515.2
-75.1863 40.0922 | -0.81937 -2.09715 | 18292.8 -10036.1
-74.7147 39.917 | -2.16602 -3.55191 | -13245.3 13690.3
-74.2392 39.7809 | 1.67407 -2.48776 | 7351.21 -2780.27
-73.7544 39.66 | 0.0623961 -3.76253 | 6594.41 -20093.8
-73.2627 39.536 | -7.42553 -0.7346 | -4899.17 20507.2
-72.7665 39.4628 | -0.190893 0.146319 | -6838.83 -8739.51
-72.2725 39.4173 | 1.38716 3.98263 | -5168.34 6798.06
-71.7805 39.4129 | 0.592379 -2.33795 | 2094.04 -6850.99
-71.2864 39.4343 | 1.08846 -1.06403 | 20693 -2587.98
-70.7843 39.4932 | 1.49273 4.51494 | -26895.1 11825.4
-70.309 39.6122 | 0.567672 5.48183 | -6544.1 -15878.6
-69.848 39.7528 | 2.62123 -0.798195 | 9526.8 2517.68
-69.3905 39.9296 | 0.459441 -2.57987 | 25115 16152.5
-68.9316 40.1558 | 2.29282 3.92133 | -7464.09 3069.15
-68.4888 40.4125 | -0.0688692 -0.918377 | 4354.41 -7311.84
-68.0481 40.6716 | -0.177862 5.5243 | -5689.84 558.675
-67.6135 40.9331 | 2.70248 4.93511 | -1865.53 -14513.9
-67.1795 41.187 | -3.0868 2.97728 | 7491.64 25678.5
-66.7492 41.4719 | -2.06863 4.25113 | 16975.5 -12042.3
-66.3122 41.7529 | -0.389644 2.95694 | -36538.4 -5030.8
-65.9129 42.0502 | 0.0307446 2.25172 | 7569.61 -5134.13
-65.5218 42.3573 | -1.39749 2.71443 | 36.7073 15333.9
-65.1411 42.6866 | 4.22786 1.89031 | 2407.66 -7660.21
-64.7549 43.0047 | -0.232701 0.881466 | -11476.4 -14424.2
-64.3666 43.3013 | 1.91508 2.05198 | 3408.2 7032.64
-63.9712 43.5952 | -1.05088 2.22497 | 15682.4 1509.45
-63.5637 43.8874 | -2.03547 3.19672 | -13486 6242.07
-63.1726 44.1952 | -2.27478 4.16243 | -7106.57 2910.96
-62.7848 44.5031 | -1.99415 -3.83872 | 12664.2 -10857.6
-62.3692 44.7757 | -1.72923 -0.253346 | -7785.19 4255.17
-61.9423 45.026 | -4.29386 3.16074 | 7033.02 -2029.59
-61.4968 45.2467 | -0.28594 -0.0189832 | -13518.1 7519.17
-61.0466 45.4451 | 3.03063 1.0865 | 10479.9 -9159.23
-60.5723 45.5902 | 0.819678 -0.327541 | 5602.45 1437.08
-60.0841 45.6959 | -1.87625 -1.77748 | -11618.6 910.414
-59.5991 45.7766 | 1.2626 0.632483 | -8830.15 9655.7
-59.1173 45.8398 | -0.1811 -0.113969 | 8163.13 -12011.4
-58.628 45.8521 | -1.80701 -1.20528 | -2380.65 6306.35
-58.1398 45.8348 | -2.43665 0.514978 | -1302.64 630.141
-57.6547 45.7874 | -0.728168 -0.0380279 | -1062.22 393.173
-57.1728 45.7107 | -0.677488 0.590124 | 15077.5 -4101.88
-56.6874 45.6066 | -0.471675 -1.64342 | -20474.2 2245.38
-56.2176 45.4895 | -1.38752 -0.238864 | -310.761 7954.46
-55.7468 45.3774 | -3.0975 1.54697 | 29750.2 -9015.69
-55.2575 45.2553 | -0.390831 0.226004 | -10411.3 -1209.32
-54.7729 45.1258 | 2.34747 -1.70437 | 8025.55 4864.55
-54.2846 44.9991 | -3.71671 -2.86062 | -10108 -7849.78
-53.8057 44.8629 | -0.562613 -2.4567 | -12644.2 17137.6
-53.3337 44.7426 | 2.9746 -1.36194 | 9959.81 -13700
-52.8571 44.6055 | 0.584748 -3.99284 | 14147.3 -11108.6
-52.3693 44.4658 | 2.9721 -3.23478 | -8112.29 16861.7
-51.8781 44.3691 | 5.57812 1.46937 | -6494.69 2755.48
-51.3871 44.3005 | 2.14048 6.98453 | 2977.73 -20572.6
-50.891 44.2367 | 3.43172 -0.288486 | 16129.9 18849.8
-50.3812 44.2346 | 0.449978 -0.804576 | -8144.27 -1597.63
-49.8777 44.2748 | -2.87994 -2.61172 | -8768.74 -14761
-49.385 44.3437 | 2.82354 1.89291 | 3194.41 16953.4
-48.9049 44.4832 | 1.95534 -1.43966 | -4810.41 -3712.81
-48.443 44.6678 | -0.746845 -1.89276 | 5321.71 -5656.32
-47.9928 44.8826 | -2.07096 1.07741 | 629.456 3566.45
-47.5626 45.1369 | -1.06414 1.31221 | -3747.14 -994.898
-47.16 45.4258 | 0.110139 0.928244 | -8114.72 -15561.7
-46.7894 45.7376 | -0.794098 -0.127053 | -3154.97 8983.77
-46.4571 46.0921 | -4.06146 -0.60449 | 5501.77 4434.39
-46.1462 46.4733 | -0.753077 -4.31331 | 9093.56 -3124.16
-45.842 46.8651 | -1.95675 -3.79851 | 5158.74 7222.65
-45.5547 47.2763 | -2.95434 -2.05558 | -15897.6 -1731.92
-45.3015 47.7036 | -4.46457 -3.77839 | 11207.8 3027.69
-45.0452 48.1351 | -0.000784158 -1.20048 | 3232.01 -83.8777
-44.7828 48.5651 | -1.41774 0.140762 | -2200.92 55.7762
-44.5195 48.9948 | -0.871367 -3.95714 | -2178.51 5873.11
-44.252 49.425 | -0.0739581 -3.06044 | 4413.46 -710.21
-43.9624 49.842 | 0.402788 0.878713 | 8050.83 -10547.8
-43.6475 50.2372 | 4.76798 0.923822 | -14997.7 9220.73
-43.3407 50.6362 | 4.6044 -0.0763516 | 2687.28 -5129.77
-43.0205 51.0221 | -0.977807 3.50746 | -182.655 -1138.54


13.7291 50.8427 | 3.60553 -3.64315 | -9306.95 2166.96
14.2149 50.7676 | -1.18247 -3.94156 | 4244.55 -1899.96
14.709 50.7218 | -2.70084 1.97868 | 12384 -2854.67
15.2148 50.7086 | -2.19609 3.24465 | 4230.71 1313.12
15.724 50.7402 | -1.25489 1.49959 | -2621.69 3179.22
16.2264 50.825 | -1.55462 3.11034 | 2751.96 1091.99
16.7188 50.9608 | -1.5858 2.32274 | -5224.92 -176.247
17.1917 51.1456 | -3.14361 3.15108 | -286.545 3494.73
17.6436 51.3761 | -3.25949 -1.00976 | -4624.33 -6006.7
18.0736 51.6369 | 0.374191 -6.43398 | 4245.94 -2371.46
18.4841 51.9296 | -1.51148 -3.14371 | 1829.9 10528.9
18.8643 52.268 | -4.2783 1.00926 | -7041.24 -1842.52
19.2093 52.6372 | 0.311436 -0.687563 | -283.939 -5940.6
19.5323 53.0215 | -1.15448 -0.583226 | 4449.63 697.093
19.8398 53.4212 | -1.62763 -0.862527 | 1996.09 5543.83
20.1256 53.8407 | -1.04037 -2.03862 | -4046.04 -1772.58
20.3829 54.2744 | -2.8491 -1.29798 | -8973.27 -10004.2
20.6135 54.7128 | -2.9961 0.310852 | 5303.41 1254.79
20.8378 55.1568 | 1.12111 -2.27232 | 818.42 10726
21.0593 55.6092 | -0.348784 -2.059 | -1752.08 -6037.86
21.2893 56.0529 | -1.971 -0.197738 | 773.125 -8404.43
21.5385 56.48 | 0.393075 -0.580122 | -1169.51 2434.93
21.8037 56.8982 | -1.55059 0.374364 | 1240.67 5448.77
22.0867 57.3077 | 0.663461 0.232996 | -3953.8 -8861.23
22.3891 57.6959 | 3.83658 -3.78447 | 1398.97 280.964
22.713 58.0683 | 2.86656 -3.34275 | 6340.62 11520.4
23.0579 58.434 | 0.880634 -2.44712 | 643.457 3944.64
23.4222 58.7845 | 2.18219 -2.13502 | -8115.52 -2844.82
23.8079 59.1023 | 3.23017 0.171431 | 3765.01 -11165.8
24.23 59.3651 | 1.45352 0.0907949 | 6845.82 537.914
24.6785 59.5892 | 0.292945 -0.585185 | -6285.71 9419.46
25.1334 59.7999 | 2.34146 0.282727 | 1469.91 -1972.09
25.6011 59.986 | 0.978649 0.67524 | 13839.1 1840.37
26.0882 60.1463 | 0.13909 0.0245685 | -1828.41 5113.34
26.5822 60.2843 | 2.70534 -1.89856 | -8511.98 -5622.93
27.0785 60.3824 | 3.82634 2.52821 | -2580.56 -6478.35
27.5777 60.4368 | 2.61827 3.63316 | -1948.67 -2141.22
28.0782 60.4663 | -0.421655 4.44434 | 10304.5 11772.4
28.5854 60.4981 | -0.367105 6.02511 | -4583.02 -1500.1
29.0907 60.5142 | -1.01934 2.22591 | -7023.28 -5702.37
29.5922 60.5022 | 0.293308 1.61287 | 14630.3 4433.08
30.101 60.4714 | 3.4989 -0.661833 | -9759.67 -2596.5
30.602 60.4115 | 5.17157 0.120159 | 2586.41 -4507.27
31.0996 60.323 | 4.58373 -1.23302 | -4541.52 1091.29
31.5913 60.2226 | 2.22721 -1.81292 | -8383.8 -2292.15
32.0787 60.1247 | 0.615439 -1.20423 | 13606.5 8512.61
32.5779 60.0573 | 0.39498 0.0279008 | -6115.39 4579.33
33.0761 60.0113 | 1.06279 1.43151 | -3136.19 -9432.76
33.5721 59.9614 | 0.735818 0.665808 | 5274.86 5192.86
34.0711 59.9208 | 0.117129 -0.942868 | -7758.93 -6391.22
34.5658 59.8807 | 0.300091 1.30024 | 2840.49 -2070.73
35.0621 59.8587 | 0.938254 -0.040014 | -6927.17 3046.57
35.554 59.8799 | -0.252138 0.487893 | 2982 1683.91
36.0428 59.9541 | -2.34513 2.00129 | 6410.31 3320.15
36.5249 60.0824 | -3.24371 -2.9221 | -7476.79 -765.807
36.9902 60.2531 | -3.26089 -7.03337 | 8462.74 -1665.76
37.448 60.4524 | -2.04527 -4.6607 | -5360.25 -3588.67
37.8889 60.6779 | -1.29698 -0.897685 | -6854.25 3166.9
38.311 60.9324 | 1.89443 -0.607531 | 14174.4 1321.81
38.7332 61.2013 | 2.95437 -0.332469 | -3407.12 -4475.77
39.1456 61.4805 | 1.81414 -0.324514 | -3255.12 2196.86
39.5434 61.7771 | 0.230106 1.04844 | -3165.81 -1488.34
39.9296 62.084 | -0.25515 -1.33607 | -249.361 -6993.94
40.3116 62.3928 | -1.39315 -3.57959 | 7761.29 11893.1
40.6918 62.7181 | -3.19473 2.48049 | -1604.89 2037.16
41.0696 63.0491 | -1.03539 4.91684 | 7848.14 -1951.57
41.4578 63.3726 | 2.96334 1.59029 | -2232.84 -2194.49
41.8473 63.6902 | 1.12088 1.74786 | -11526.5 -7307.86
42.2288 64.0044 | -1.05054 0.624944 | 10111 8607.21
42.6141 64.3263 | -0.364865 0.748886 | 124.466 3143.13
42.9984 64.6526 | -0.0388273 1.00061 | -3127.24 -6033.58
43.3824 64.9728 | -0.798353 1.16957 | 146.023 -1052.64
43.7671 65.2903 | 0.413933 -1.00722 | -5813.04 4043.78
44.1488 65.6099 | 4.18205 -2.79233 | 3628.5 3663.73
44.5442 65.9179 | 4.54119 -1.38011 | 7827.54 -10501.8
44.9636 66.1929 | 1.43035 -0.806958 | -9434.19 6368.04
45.3872 66.4571 | -0.0645535 3.1104 | 6860.02 1827.29
45.8255 66.7026 | 1.38591 2.27141 | -7399.46 -6364.19
46.2721 66.9213 | -0.11643 -0.47767 | 3062.72 5864.89
46.7306 67.121 | -0.578835 -1.11318 | 3712.59 -1267.27
47.2034 67.2914 | 0.553063 -2.29122 | -885.434 92.866
47.6855 67.431 | 1.44089 -3.22608 | -4550.72 1977.42
48.1731 67.5376 | 0.915166 -1.72642 | -795.346 -3257.67
48.6685 67.5989 | 0.326758 2.16046 | 12882.2 -2225.26
49.1765 67.6155 | 2.06472 1.95989 | 3447.41 3269.96
49.6878 67.5995 | 1.77053 1.90587 | -4446.99 2525.38
50.194 67.5487 | 1.70344 0.995664 | -1769.46 -5789.19
50.6913 67.4499 | 3.63352 2.04984 | -3971.46 -2728.5
51.1773 67.3114 | 3.10665 1.79861 | 3389.31 474.981
51.6593 67.1522 | 1.02629 0.0152861 | 4212.29 1021.86
52.1413 66.9854 | 2.45542 2.87083 | -1248.82 7250.07
52.6203 66.8166 | 4.12713 4.73507 | -5092.07 -10263.9
53.0894 66.6255 | 3.199 3.13854 | -750.321 854.2
53.5573 66.4335 | 2.80264 1.50372 | 5140.76 6994.21
54.0324 66.2593 | 2.4201 -1.36596 | -9680.75 -1905.45
54.5042 66.0944 | 1.65402 -2.98907 | -5204.29 5634.86
54.9766 65.946 | -0.363136 -2.45141 | 6990.99 -5859.83
55.4568 65.8045 | -0.830605 -2.56379 | 5008.9 -3585.98
55.9451 65.6773 | 1.57426 -0.619359 | -6398.31 6277
56.4361 65.5815 | 3.42417 -0.44099 | 566.876 -1753.77


-65.5288 53.8602 | -4.39318 0.706123 | -602.631 3082.37
-65.0815 54.0854 | -2.13168 2.16431 | 1261.12 2210.6
-64.6143 54.2657 | -0.812799 2.48689 | -6725.08 -8393.21
-64.1327 54.3789 | -0.294416 3.64416 | 1321.5 -927.724
-63.6398 54.4315 | 1.39083 3.27396 | 6917.82 2385.75
-63.1386 54.4372 | 3.33407 2.03562 | 2565.94 3145.75
-62.6369 54.4032 | 2.66502 2.4147 | -9309.23 -5697.9
-62.1454 54.325 | -0.331043 2.03784 | 4249.04 7524.85
-61.6568 54.2237 | -2.06225 -3.76526 | -664.994 -4332.57
-61.1749 54.0897 | -2.97004 -3.76471 | 4535.02 2776.53
-60.6961 53.9302 | -2.19793 -6.38189 | 15502.3 -9812.67
-60.2172 53.7353 | -2.14775 -0.236376 | -1930.05 995.971
-59.7517 53.5157 | -3.21223 3.20686 | -22662.8 9695.42
-59.3139 53.2794 | -2.35534 -1.13471 | -3657.79 -3176.48
-58.8886 53.0253 | -2.33247 -3.03706 | 17014.2 1064.2
-58.4529 52.7689 | -0.90963 0.32349 | 3125.39 -11018.1
-58.0162 52.5007 | -0.0179168 -0.581097 | -2401.81 6150.31
-57.5777 52.2409 | -1.01659 -2.23794 | -63.5315 3142.66
-57.1356 51.9909 | -1.04009 -0.455039 | -3104.11 -6957.65
-56.694 51.7436 | -0.46952 2.88703 | -11363.1 14528.6
-56.2517 51.5233 | 0.0964762 2.9929 | -6875.57 -7227.55
-55.8049 51.3183 | 0.748393 -2.68931 | 15807.4 2492.5
-55.3328 51.1502 | 0.797677 -1.08669 | 7044.62 899.104
-54.8445 51.0158 | -1.49789 0.178261 | -8748.54 -7833.03
-54.3555 50.901 | -2.38207 -0.371514 | -3548.03 10110.7
-53.863 50.827 | -2.08766 -1.02582 | 993.443 -3750.12
-53.3674 50.7773 | -0.862435 -2.67297 | -3095.26 -7926.54
-52.8719 50.7495 | 1.06067 -1.43425 | -774.948 11499.5
-52.3764 50.7722 | 1.7824 0.955849 | 5039.08 -4550.94
-51.879 50.8263 | 1.90015 -1.31058 | 8860.84 2603.93
-51.3798 50.9115 | 2.14149 -1.81172 | -6220.8 -3233.99
-50.8893 51.02 | 0.323063 -1.76232 | -4681.98 37.7075
-50.409 51.1535 | 0.752547 -1.47314 | -240.584 -4081.09
-49.9362 51.3096 | 1.40905 0.405759 | 6519.75 5536.64
-49.4702 51.5009 | 1.0085 0.446978 | 3910.69 7189.44
-49.0145 51.7259 | -1.90333 1.75034 | -6082.16 -7662.35
-48.5712 51.9626 | -0.404904 0.384471 | -1627.52 -3681.77
-48.1375 52.2098 | 0.196078 -2.30334 | -2380.7 2957.14
-47.7152 52.4746 | -0.332114 -1.87493 | 2337.93 -3210.89
-47.2997 52.7505 | -1.6762 -0.0391607 | 2597.51 2913.41
-46.8937 53.0444 | 1.52765 -1.73092 | -4085.09 5929.7
-46.5019 53.3576 | -0.860138 2.62659 | -2866.22 -2220.04
-46.1113 53.6689 | -5.39534 5.16093 | 7604.51 -4572.48
-45.7046 53.9605 | -3.0204 -0.78847 | -6337.78 -4683.88
-45.2924 54.2347 | -4.2372 0.867726 | -6306.6 6269.86
-44.878 54.5017 | -0.403561 2.92341 | 3179.42 -2690.25
-44.4469 54.7417 | 4.35451 0.60195 | 601.22 -1653.49
-43.9987 54.9476 | 4.71327 0.463992 | -833.794 1404.9
-43.5372 55.121 | 1.29386 0.803532 | -1654.87 -2953.61
-43.0656 55.2595 | -0.950612 3.73881 | -669.006 8562.96
-42.5859 55.3739 | 0.885372 0.556888 | 8511.33 -2988.3
-42.0928 55.4436 | 1.79541 -2.36984 | -4463.56 -9426.24
-41.5981 55.4662 | -0.0153141 2.4488 | -2521.21 15036.8
-41.1045 55.4787 | -1.19704 0.979596 | 3529.83 -5679.54
-40.6095 55.4585 | -0.827648 0.647074 | -6558.42 3371.09
-40.1196 55.4079 | -0.153183 -0.105362 | 12086.8 -6525.01
-39.6264 55.3184 | 0.0631865 -4.07762 | 6790.04 6397.08
-39.1353 55.2036 | 1.11451 0.804696 | -17972.5 1315.91
-38.6662 55.0509 | 1.15429 2.22181 | 1750.99 -6249.25
-38.2105 54.8551 | -2.30103 -1.41429 | 16793.5 -1786.87
-37.7545 54.6334 | -2.23835 0.0584445 | 266.653 5075.66
-37.31 54.3913 | 1.63537 0.0548759 | -14836.5 -5837.57
-36.8939 54.1164 | 2.05099 -0.658416 | -225.266 8819.42
-36.4882 53.8337 | 0.283439 -0.760119 | -60.4151 -3199.56
-36.0874 53.5421 | 0.613501 -4.46222 | 7612.75 -170.223
-35.6807 53.2507 | 1.5774 0.0761906 | 1264.96 1727.09
-35.2733 52.9584 | 0.560931 4.08744 | -3688.19 -12755.2
-34.8715 52.655 | -3.11013 1.61643 | -967.187 12417.1
-34.4609 52.3757 | -1.63224 -1.46533 | -14284.7 3308.84
-34.046 52.1225 | 1.94392 -4.01752 | -1536.93 -2064.5
-33.6122 51.9055 | 0.685839 0.0508956 | 15314.3 9271.17
-33.1459 51.7423 | 2.49219 0.402492 | 6423.8 -18013.9
-32.6636 51.5941 | 2.01292 -0.0972596 | 5532.41 -161.259
-32.1671 51.4803 | -0.910921 -0.674987 | -796.688 10412
-31.6635 51.4172 | -2.03643 -0.63372 | -10164.5 -8838.13
-31.1635 51.3825 | -1.25329 -2.9474 | 1872.31 3026.62
-30.6617 51.3922 | 1.71536 -3.58356 | 4707.51 1306.96
-30.1599 51.4502 | 1.18842 1.07753 | 2782.93 -592.44
-29.665 51.5567 | -1.17134 0.190645 | -12374.5 1117.82
-29.1924 51.7151 | -1.95736 2.45688 | -2249.41 1873.48
-28.7371 51.9161 | -1.54397 3.31137 | 11760.8 -3642.49
-28.2858 52.142 | -2.26959 0.670518 | 4189.27 8527.43
-27.8456 52.402 | -3.72099 1.36697 | 601.149 2665.06
