-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
-27.4184 52.685 | -2.53022 -0.914567 | -6119.08 -10118.8
-27.0036 52.9729 | 0.904405 -2.87309 | -2182.21 -2207.69
-26.6005 53.272 | -0.00942096 0.769154 | 3083.66 -283.358
-26.2103 53.5903 | 2.14143 -0.554333 | 527.932 11386.2
-25.8421 53.9409 | 2.70861 -1.60059 | -4746.52 -3207.35
-25.4932 54.3056 | 0.293755 0.325278 | 142.136 -10553.2
-25.1521 54.6695 | 0.683889 -0.696228 | -5941.61 4007.58
-24.8237 55.0434 | -2.84614 -2.40484 | 2061.91 2636.87
-24.4922 55.4183 | 2.55656 -4.24441 | 10401.5 -2361.78
-24.1426 55.7833 | 6.02398 0.530507 | 4905.4 6162.78
-23.7876 56.1509 | 1.08493 5.64088 | -9069.83 3314.57
-23.4437 56.5261 | 0.200335 1.71133 | -2852.45 -2643.73
-23.0976 56.8953 | 0.333639 -1.57854 | 6750.73 -3994.18
-22.7332 57.2464 | -0.735325 -0.628649 | -8661.67 -2117.53
-22.3619 57.5818 | 1.63491 0.256 | 301.804 -1347.56
-21.9766 57.8976 | 2.10555 -1.68551 | -6218.7 -2828.16
-21.579 58.1897 | -1.03755 -2.3876 | 7051.51 3554.18


-32.5343 -7.29775 | -2.74398 -4.27302 | -4990.13 2195.11
-32.1555 -6.97476 | 1.50762 -0.581702 | 6776.52 -6991.79
-31.7664 -6.66276 | 1.03396 -2.03479 | 1217.48 3821.82
-31.3747 -6.34914 | -3.48474 -3.5996 | -3085.29 7639.65
-30.9838 -6.02915 | -4.61687 -1.35455 | 16146.3 -2633.46
-30.5745 -5.72027 | -2.90506 -2.25897 | -9078.27 5096.33
-30.1678 -5.41171 | -1.07654 -1.7943 | -1832.95 -6886.9
-29.7553 -5.11778 | 1.85638 -2.07897 | -943.092 3258.04
-29.3348 -4.83576 | 3.39247 -4.54605 | -38.6955 -959.111
-28.9006 -4.57697 | 1.69548 1.45095 | -2373.6 -5102.41
-28.4509 -4.35203 | 1.80692 -0.485551 | 1880.91 9815.06
-27.9837 -4.15727 | 2.4128 -3.60664 | 6010.32 -13767.3
-27.4941 -4.02416 | 2.47665 -1.33591 | -1957.02 3877.41
-26.9967 -3.92999 | 0.126967 2.18292 | -7031.36 489.044
-26.5003 -3.8687 | 0.702173 -1.31293 | -10009.7 -1117.74
-26.0088 -3.83937 | -2.01632 0.211232 | 284.53 -406.292
-25.5175 -3.83818 | -5.31203 0.70567 | -1154.58 5281.06
-25.026 -3.85792 | -0.61346 2.05468 | 13087.3 -4929.82
-24.5272 -3.91121 | -0.285265 -0.378708 | 5073.21 2336.57
-24.0277 -3.99254 | -1.38074 1.31604 | -3550.28 3470.67
-23.5369 -4.10745 | 0.847672 0.666838 | -295.757 -10182.5
-23.0597 -4.27392 | -0.459384 0.745863 | 2553.16 4014.54
-22.5941 -4.47232 | 1.08247 2.29496 | -2242.49 1528.96
-22.1448 -4.70125 | -1.15531 3.41306 | -743.208 4.16007
-21.7146 -4.96317 | -4.45316 0.150819 | -750.099 -7005.88
-21.3051 -5.26047 | -1.5519 -1.07299 | 1631.26 -559.962
-20.9068 -5.57449 | -0.0153884 -2.4028 | -3564 4282.29
-20.5132 -5.88816 | -0.620562 -5.74029 | 5940.11 11418.9
-20.1147 -6.19237 | 1.33982 -4.26069 | -8628.22 -17563.3
-19.7318 -6.51876 | -1.99174 -3.94187 | -1160.76 9305.7
-19.3455 -6.83362 | -3.88382 -2.20711 | 2710.63 7591.13
-18.9471 -7.12809 | -2.80358 -0.488058 | -11363.7 -6552.34
-18.549 -7.4171 | -0.534327 -0.289347 | 7903.8 2929.7
-18.1292 -7.68131 | -2.70412 -1.33581 | 10857.9 -6096.58
-17.6865 -7.92239 | -1.62749 2.23315 | -8621.18 5413.78
-17.2357 -8.13476 | -2.00843 -0.713252 | -5028.33 -5094.72
-16.7779 -8.32496 | -0.938488 3.27354 | 1867.69 -98.2592
-16.3046 -8.47536 | -0.201103 1.74864 | 4727.19 7802.46
-15.8144 -8.56999 | -1.30971 0.668636 | 3854.12 -4878.31
-15.3148 -8.62832 | -1.14318 2.23062 | -1245.5 -592.333
-14.8127 -8.6536 | 0.312634 3.11814 | -251.129 -7906.53
-14.3106 -8.64698 | -0.600682 3.10657 | -2372.45 11490.6
-13.8147 -8.57828 | -0.940064 2.26785 | -484.141 -3517.91
-13.3283 -8.4641 | -0.35545 3.18802 | 1049.94 -5741.45
-12.8551 -8.3084 | -2.29715 2.37161 | -8483.06 7460.77
-12.4087 -8.09539 | -2.11899 5.92022 | 2527.32 -3606.41
-11.9804 -7.84656 | 0.799673 2.113 | 3794.54 3350.71
-11.5666 -7.56856 | 1.59274 0.720283 | -4126.25 -369.982
-11.1659 -7.27516 | 0.409308 0.536795 | 5261.95 -9127.43
-10.7645 -6.98274 | -0.0613582 0.811304 | 3611.59 9309.73
-10.37 -6.6713 | -1.78243 3.29898 | 3799.5 1381.65
-9.98543 -6.34409 | -0.34474 0.598362 | -10822.2 -5151.24
-9.62179 -6.00375 | -0.385949 0.24551 | -332.041 6446.75
-9.26693 -5.65002 | -0.417001 1.0233 | 17495.6 -2690.05
-8.89862 -5.30009 | -0.851067 -0.306782 | -13538.2 5488.37
-8.5441 -4.94094 | -1.29238 0.864876 | 1379.46 -6105.35
-8.18683 -4.59002 | 0.507593 2.00194 | -5027.24 -8486.76
-7.82725 -4.2514 | -0.665434 1.20447 | -6048.04 6232.49
-7.4655 -3.9137 | 1.15513 -1.76605 | 20428.1 6550.35
-7.07507 -3.5888 | 1.03273 -1.29065 | -5181.33 1652.57
-6.6727 -3.28072 | 0.3442 -1.75697 | -6240 -9287.37
-6.25873 -3.00283 | 1.85965 -3.72383 | -6347.29 -4989.09
-5.8355 -2.75037 | 1.47994 -3.60727 | 4181.83 7712.84
-5.3991 -2.51 | 2.0917 -1.06633 | 13096.5 3748.33
-4.94359 -2.28826 | 2.54995 -0.985312 | -16338.7 2151.26
-4.48646 -2.09041 | 1.00315 2.1962 | 1182.81 -7664.46
-4.01315 -1.94433 | -0.338813 2.68453 | 621.032 438.797
-3.52698 -1.85022 | -2.29548 3.12653 | -4871.26 -1242.48
-3.03467 -1.80717 | -0.942345 2.63408 | 20395 2330.1
-2.52687 -1.80745 | -0.411493 -2.44503 | -215.317 -3359.8
-2.02062 -1.84974 | -0.396655 -4.33524 | -17146.6 7241.41
-1.53011 -1.91963 | -1.78793 -2.21217 | -4946.19 -5390.33
-1.05012 -2.02571 | -1.0718 -6.46506 | 6363.71 -4492.3
-0.569953 -2.15093 | -0.344553 -4.36589 | 7223.37 11616
-0.0838483 -2.26407 | -2.0532 1.59148 | -8622.36 -2770.54
0.396511 -2.38287 | -3.161 1.18748 | 279.655 -3302.32
0.876677 -2.50938 | -2.30371 -2.04836 | 15161.3 -5452.22
1.36793 -2.63398 | -1.60407 -0.287812 | -5488.59 9865.66
1.86071 -2.73527 | 0.679558 -2.85168 | -4482.91 -1907.44
2.35274 -2.82697 | 1.61622 0.370357 | 6870.69 1289.22
2.84943 -2.91308 | 2.9956 1.44385 | -3405.4 -7687.13
3.34334 -3.00541 | 4.13478 -1.16296 | -7631.54 2680.53
3.83398 -3.0845 | 0.890846 -2.3363 | 1461.98 8705.68
4.32858 -3.13796 | -2.25494 -1.98751 | 10518.7 -9693.58
4.83094 -3.1889 | -2.42224 -0.524684 | -3324.73 -1455.69
5.33301 -3.22527 | -1.12255 -2.02711 | -5543.22 -1260.34
5.83222 -3.22917 | -1.9565 -2.23913 | 315.091 5193.75
6.32868 -3.17722 | -2.31944 0.97387 | 3568.44 8100.45
6.81912 -3.06775 | -1.40389 1.1287 | 963.308 -8794.29
7.3008 -2.92973 | -1.90577 0.47466 | -11841.9 -5011.77
7.76335 -2.7593 | -2.38307 -1.92517 | 5733.96 5457.68
8.21201 -2.54423 | -1.21252 -3.95305 | 7787.76 5500.08
8.64632 -2.28858 | -2.58686 0.214432 | -6647.53 -5079.53
9.05881 -2.00698 | 0.136036 0.738144 | 869.43 -2809.03
9.45473 -1.70346 | 1.61655 -2.25925 | 3042.02 7718.56
9.83428 -1.37222 | -1.30999 -0.280894 | -2685.34 3810.52
10.2012 -1.02568 | 1.01105 -1.455 | 10016.2 -11976.3
10.5746 -0.687623 | 0.482865 -2.60889 | -10598.4 2072.45
10.931 -0.337468 | -0.0587108 -0.548066 | 2326.52 1785.7
11.2766 0.0250668 | -1.91529 -2.25376 | -1118.03 -607.213


8.13111 -17.9989 | 2.56461 -0.401908 | 553.086 -1591.66
8.61816 -18.1159 | 0.443387 0.035871 | -3730.18 -172.662
9.0983 -18.2589 | 1.07434 3.37668 | 22853.3 -301.759
9.58783 -18.4201 | 0.639025 3.07107 | -4489.37 -5332.41
10.0665 -18.6079 | -0.280305 -0.74264 | -13584.1 8688.49
10.5271 -18.8092 | -0.885026 -1.84211 | -2301.73 7100.21
10.9738 -19.0289 | -0.829552 -1.29476 | -794.116 -15109.5
11.4021 -19.2922 | 0.529451 0.227599 | 12103 -1792.91
11.8284 -19.5737 | -0.981913 1.07245 | -3420.27 2926.75
12.2483 -19.8593 | -1.0201 0.977308 | -7890.17 6150.11
12.6617 -20.14 | 0.365994 0.338108 | -3297.07 4422.3
13.0731 -20.4138 | -0.440744 2.74576 | -6425.48 3579.46
13.4815 -20.6839 | 0.433918 3.01113 | 10388.7 -6922.58
13.8969 -20.958 | 1.56957 -0.208386 | 2070.35 -1906.2
14.3144 -21.2339 | 1.95858 -0.0989505 | -4395.24 387.788
14.7304 -21.5086 | 0.735698 -2.9933 | -1458.66 -6329.07
15.1517 -21.7766 | -1.03405 -1.78489 | 1136.24 6473.92
15.5921 -22.0081 | -2.35903 -1.41644 | 403.039 2171.86
16.0515 -22.1954 | -1.66462 -3.06597 | -5905.41 3037.73
16.5217 -22.3392 | -0.287594 -0.430227 | -1372.5 -2584.81
17.0014 -22.4491 | -0.046258 0.291118 | 11958.9 -6694.22
17.496 -22.5272 | -0.857197 0.305157 | -994.542 8402.85
17.9959 -22.5568 | 0.396673 -2.11823 | -2171.75 -3740.4
18.4952 -22.5563 | 2.90863 -3.37057 | -916.453 -3007.65
18.9927 -22.5297 | 0.864541 2.06026 | -773.134 -3364.21
19.4865 -22.4699 | 0.169026 0.183633 | 2320 5958.31
19.9729 -22.3582 | 1.8765 -4.25622 | -4088.78 1317.22
20.4445 -22.2002 | 0.547171 -1.77184 | 3851.63 -2576.18
20.9064 -22.0097 | -0.17711 -1.48307 | 1339.86 5911.96
21.3573 -21.7875 | 0.794628 -1.24992 | 2541.75 -1088.09
21.8035 -21.5527 | 0.866189 2.27309 | -526.357 -3346.02
22.2477 -21.3169 | 0.720694 -1.05309 | -1125.47 958.889
22.6911 -21.0807 | -3.66814 -0.0962645 | 1328.58 -944.208
23.1369 -20.8499 | -1.26926 -0.118366 | -3927.9 -5764.89
23.5819 -20.6276 | 0.540433 1.05582 | -4606.41 1895.7
24.0224 -20.4021 | 0.429361 0.444698 | 2619.79 1745.37
24.4637 -20.1741 | 1.9398 -1.21189 | 2503.72 -4414.08
24.907 -19.948 | 0.988831 1.76113 | 661.283 6906.05
25.3471 -19.7088 | 0.311624 1.64051 | 3546.99 6561.34
25.7886 -19.4625 | 0.485264 -3.06131 | -1508.02 -1832
26.2372 -19.2322 | 0.157648 -3.22287 | -1211.9 -8780.92
26.6984 -19.0371 | 2.07899 -2.24554 | -2683.17 3198.69
27.1696 -18.8677 | 1.84443 -2.87818 | 10728.7 2356.06
27.6582 -18.7278 | 0.512576 -0.954517 | 2657.73 1804.39
28.1577 -18.6219 | 0.644451 -0.685278 | -7466.14 -4115.86
28.6589 -18.5611 | 0.313517 1.34806 | -4116.99 -1267.2
29.1594 -18.5451 | 1.32871 -0.22678 | -3566.85 -1438.92
29.6571 -18.5701 | 0.537836 -0.645106 | 4557.5 -688.219
30.1554 -18.6262 | -0.0279575 -0.955416 | 2897.5 5069.26
30.6535 -18.7012 | 0.641134 -2.55732 | 1743.12 -1346.3
31.1486 -18.8043 | -1.12245 -5.88036 | 1377.66 -6484.19
31.6373 -18.9407 | -0.519953 -1.88557 | -3241.64 6931.71
32.1182 -19.0924 | 2.18715 0.441607 | 920.675 2576.83
32.5908 -19.2655 | 2.32377 -1.86 | -3640.23 -5680.4
33.0467 -19.4752 | 0.725955 -4.49473 | -3758.68 2165.56
33.4861 -19.712 | 0.0940372 -2.87029 | 2868.72 -3655.27
33.9161 -19.9705 | -0.625667 -3.24754 | 1422.77 2973.92
34.3422 -20.2363 | -1.30059 -4.16809 | 1205.37 -934.499
34.7659 -20.5077 | -2.76712 -0.726002 | 1055.8 -220.578
35.1879 -20.7816 | -2.05714 2.03686 | -6832.47 5472.72
35.6041 -21.0537 | -1.8754 0.013078 | 265.682 -3880.92
36.0186 -21.3291 | -1.33371 0.358808 | 449.242 5352.4
36.4353 -21.5981 | 3.0107 1.5592 | -747.4 -1933.6
36.8505 -21.8687 | 1.18616 -0.868888 | -4281.49 -6085.82
37.2634 -22.1415 | -0.0624143 0.155968 | -2889.3 7332.94
37.6859 -22.3902 | 0.349578 -1.55918 | 1700.33 3157.89
38.1246 -22.6096 | -0.992405 -0.426773 | 1738.95 -9713.58
38.578 -22.8092 | -1.37212 1.53612 | 7949.8 -2495.4
39.0534 -22.9691 | -1.08833 0.408806 | 3526.81 -465.258
39.5473 -23.0689 | -1.67681 1.76697 | -4217.69 9384.16
40.0471 -23.0885 | 0.744699 3.11615 | -4662.48 1011.99
40.5423 -23.044 | 0.157419 -0.401674 | -1184.32 -3076.98
41.032 -22.9578 | 1.24078 -1.56517 | 9150.97 -159.504
41.522 -22.8407 | 1.80846 3.14644 | 5977.64 -1964.34
42.0092 -22.6978 | -0.369608 -0.338278 | -7048.4 -441.635
42.481 -22.5225 | 0.10861 -3.5793 | -3311.75 -2911.02
42.9353 -22.3122 | -0.664048 -1.00165 | 4323.79 11565.9
43.373 -22.0561 | -0.125462 -0.252438 | 5081.15 -1144.79
43.8008 -21.7767 | -1.086 1.59518 | 1605.44 -354.902
44.2193 -21.4816 | 0.387674 -0.655661 | 278.814 -3435.67
44.6265 -21.1739 | 3.3387 -1.59331 | -7967.93 4320.59
45.0128 -20.8463 | -0.821318 2.62063 | -3142.64 -10040.9
45.3879 -20.5172 | -1.28964 1.58329 | -5691.24 -5706.02
45.7517 -20.1837 | 1.90912 0.184609 | 8283.98 6154.93
46.1111 -19.835 | 0.935506 2.40025 | 5522.27 11126.8
46.4608 -19.4653 | 0.534908 2.36754 | -5273.94 -5480.71
46.7965 -19.0889 | -0.486148 1.56467 | -7128.18 -5003.03
47.1218 -18.7113 | 0.160757 0.60575 | 2185.54 5535.43
47.4535 -18.3352 | -0.322305 2.32587 | 7999.96 -5879.36
47.8066 -17.9774 | 0.591444 0.932958 | -4207.02 4151.35
48.1679 -17.6273 | -0.259171 0.927814 | -191.845 1380.38
48.5415 -17.2902 | -1.61457 0.876931 | -3656.91 564.902
48.933 -16.9763 | -0.16475 -0.355517 | 6505.73 -6850.65
49.3555 -16.7039 | 2.11213 2.27403 | 959.937 5305.51
49.7993 -16.4623 | 3.40503 2.34755 | 387.409 -1510.65
50.2606 -16.2566 | 3.98731 1.05831 | -3972.77 -1975.36
50.7326 -16.087 | 3.12582 2.24507 | -5677.31 7667.59
51.2123 -15.9506 | 3.54136 1.69563 | 3621.91 -13252.4
51.706 -15.879 | 2.45715 -0.153227 | 819.235 4774.04
52.2052 -15.8492 | -0.164927 1.45834 | -476.56 1258.21


11.8955 80.127 | 2.09443 -1.74961 | -4393.48 2279.32
12.3899 80.125 | 1.94008 -0.35169 | -7865.97 -15041.4
12.879 80.1499 | -5.25451 -7.79893 | 8123.93 26871.7
13.366 80.2511 | 0.0543957 6.14197 | 6945.15 -27852.8
13.8526 80.3703 | 0.117833 0.921597 | 6622.37 27549.7
14.3275 80.5627 | -0.212984 -1.30388 | 12011.8 1058.95
14.794 80.7902 | -2.28969 1.0104 | -26208 -19890
15.2346 81.0235 | -2.67898 4.80503 | 9597.8 -3669.9
15.6652 81.2771 | -0.0849374 -0.468314 | -6955.12 18927.1
16.0638 81.5812 | 1.2046 -3.85506 | -7973.91 -18395.9
16.443 81.8934 | -0.241509 1.09956 | 7700.6 11924.5
16.818 82.2209 | 2.91654 0.801428 | 5821.24 -20409.6
17.1949 82.5404 | -0.875986 -0.996962 | -10955.8 28725.8
17.5445 82.9001 | 6.34543 -3.90593 | 14973.1 -10097.1
17.9035 83.2524 | -2.06328 -3.10793 | -16917.7 -9677.91
18.2543 83.5945 | 0.467464 -4.87456 | 206.762 -6254.18
18.6095 83.9262 | -2.05883 -4.45165 | 651.865 12838.9
18.9686 84.2617 | 0.0913944 -5.61624 | -2494.9 -3757.08
19.3434 84.5781 | 0.822007 -2.22951 | 19362.8 2027.52
19.7516 84.8662 | -0.450317 -1.1322 | -25343.3 -7172.24
20.1604 85.1325 | 1.74705 -3.63183 | 24167.4 19525.2
20.5987 85.3864 | 2.69636 0.400785 | 6965.7 -3842.07
21.0613 85.5976 | -2.83842 -1.12903 | -32141.3 -21738.9
21.5201 85.7543 | 0.701223 -1.97579 | 11412.1 15585.8
21.9891 85.8988 | 1.70884 0.81416 | -7991.72 -1875.48
22.4598 86.0199 | 2.22443 -1.73287 | -6261.99 9690.75
22.9359 86.1113 | -0.616371 3.09645 | 25969.4 -14170
23.4369 86.1294 | -0.0304141 0.197521 | 4721.54 7291.71
23.9412 86.0992 | -4.7098 -0.213164 | -23997.8 -5602.88
24.426 86.0186 | 3.63379 2.46652 | 10948.3 -5110.81
24.9124 85.9152 | 8.618 -1.66884 | 6606.71 25855
25.4051 85.8325 | -0.363581 -2.59811 | -3140.6 -19365.1
25.8909 85.7096 | 5.39419 4.16807 | 4850.43 7040.58
26.3716 85.5629 | 3.70617 -0.363145 | -2954.06 -236.242
26.8359 85.3797 | 3.78185 5.59447 | -14518.2 -3473.12
27.2711 85.1538 | -2.0892 -1.73473 | -5378.34 5181.04
27.6918 84.9099 | -0.540741 6.30999 | 27660.4 4910.8
28.1236 84.6595 | -0.5456 -0.136893 | -13812.2 -13895.8
28.5257 84.3696 | 6.34759 1.00501 | -17576.5 22960.9
28.9014 84.072 | -3.64321 3.5553 | 15243.8 -25752.1
29.2748 83.7471 | 1.64068 -0.308763 | 64.8296 11203.3
29.6583 83.4399 | -0.305271 -1.16567 | -13816.5 3980.85
30.0531 83.159 | -5.01756 -1.59276 | 30964.4 -4594.44
30.4907 82.912 | 3.78966 6.49523 | -8805.62 -1782.17
30.9377 82.6846 | -1.02453 -8.67588 | -3868.58 -9724.62
31.3923 82.4712 | -0.121165 1.8642 | 12696.5 12936.8
31.8699 82.3043 | -1.21181 -2.8457 | -15054.3 3027.19
32.3481 82.1603 | 5.23829 -1.73866 | 19457.9 -30063.1
32.8425 82.0116 | 3.28515 -3.0644 | 7554.2 22351.5
33.3527 81.9319 | 2.43126 -1.07403 | -36656.9 8066.07
33.8461 81.9116 | 6.328 -8.20347 | 21597.5 -15307.3
34.3494 81.9196 | 5.55618 -3.59345 | -14770 13078.8
34.8416 81.9851 | -1.39115 5.91255 | 2661.12 -3769.81
35.3329 82.0816 | -0.980312 -3.45964 | 30773.4 11234.1
35.8417 82.2021 | 1.89985 -3.01491 | 1856.6 -23093.8
36.3528 82.3147 | -2.59606 0.547538 | -12047.5 23235.6
36.8442 82.4758 | -5.04661 2.62217 | -14988.8 -23239.6
37.3144 82.648 | 1.39398 1.69741 | -12989.8 21369.9
37.7604 82.8661 | 3.59712 1.94511 | 14212.1 -11435.3
38.2165 83.0736 | 2.85115 -0.219842 | 10439.8 -12572.2
38.6809 83.2694 | -7.64313 0.672355 | -17541.9 16133.4
39.1175 83.5044 | -3.28395 0.35782 | -24319.8 -11849
39.5304 83.7496 | 4.55059 -11.8209 | 36418.5 5263.07
39.9693 83.9927 | 2.14842 0.750443 | 6040.37 14064
40.4127 84.2442 | 0.834736 0.876327 | -22142.3 -30601.5
40.8427 84.4736 | -1.52763 -3.03563 | -12120.5 11007.2
41.2517 84.7295 | 2.89635 0.154576 | 15436.7 15675.8
41.665 85.0029 | 1.67815 2.67776 | -1886.23 -17050.6
42.0914 85.2498 | 1.16796 0.884677 | 14082.4 18018
42.5363 85.4894 | 1.64995 0.946832 | -10274.3 -14853.8
42.9916 85.6931 | -2.95782 3.0176 | 15349.8 10729.2
43.4663 85.8795 | 4.38378 1.45089 | 6617.4 -14950.4
43.9502 86.0414 | 6.87252 0.965135 | -24089.2 21512.2
44.4106 86.2323 | -2.29251 1.30876 | -11646.5 -6704.06
44.8668 86.4055 | -3.40854 1.94219 | 1761.34 -8226.06
45.3401 86.5246 | 3.49274 7.18963 | 28182.7 3060.27
45.8412 86.5895 | 1.07817 1.87529 | -22682.2 -5815.35
46.3349 86.6044 | 1.86052 1.30802 | 6968.94 8801.08
46.8331 86.595 | 5.97988 -2.81884 | 15147.2 -14130.1
47.3394 86.5521 | 0.547443 -7.97159 | -9871.8 31632
47.8381 86.5217 | 1.68626 -0.652797 | -20806.3 -15945.7
48.3175 86.4281 | -1.75382 3.81904 | 29799.2 -8987.09
48.7992 86.2681 | -0.534549 -2.74106 | -3466.62 -3023.1
49.2617 86.056 | 1.21243 -0.328982 | -2870 6925.66
49.7026 85.8152 | -5.63503 0.427566 | -18594.6 14038.9
50.1107 85.5518 | 4.22541 -1.78332 | -5366.32 -8726.04
50.4918 85.2516 | 1.05636 -1.87156 | 18017.8 -1065.84
50.8759 84.9397 | 1.6208 0.392221 | -8909.26 35.3584
51.2531 84.6209 | -0.873422 -3.1068 | 17644.8 -1291.53
51.6465 84.3028 | 5.16361 8.59061 | 13058.2 -16682.8
52.0461 83.9675 | -3.13884 -1.57043 | -3227.8 -2559.71
52.4377 83.6237 | -0.907258 -1.10879 | -20676.2 10187.3
52.8172 83.2898 | -3.38989 -0.0967093 | 9107.59 11031.1
53.2155 82.9854 | 0.958697 2.77161 | -16609.4 -1264.48
53.6143 82.697 | -0.905329 3.65625 | 3125.28 10631.4
54.0314 82.4377 | -1.4896 3.01637 | 14408 -24299.1
54.4683 82.1792 | -4.57871 2.89129 | 3151.31 9386.81
54.9239 81.9559 | -3.36244 -2.01734 | -10846.4 12239.8
55.3831 81.7665 | 5.98823 0.28851 | -10742.4 -14506.5
55.8371 81.577 | -7.51078 5.62032 | 11409.8 4293.69


-7.20472 51.6272 | -3.31608 3.26267 | 3639.41 5397.09
-6.73973 51.8232 | -2.69154 -0.397218 | -1487.46 -7547.13
-6.28718 52.0393 | -6.41579 -1.92175 | -814.777 -821.021
-5.85154 52.2855 | -6.41647 -0.921181 | -2991.44 10963
-5.43923 52.5724 | -5.34557 1.51573 | 2035.03 -6474.13
-5.03696 52.8712 | -3.81586 1.26424 | 2304.97 -4332.65
-4.64107 53.1771 | -2.88947 2.25063 | -1262.7 2597.01
-4.25968 53.5005 | -4.26026 2.68075 | -5392.28 -1061.85
-3.89714 53.8393 | -0.773902 0.898634 | -3372.08 -4325.6
-3.54672 54.1849 | -1.32011 2.27055 | 2618.81 2822.19
-3.19856 54.5352 | -1.16779 -1.52129 | 497.113 -1054.81
-2.84758 54.882 | 1.62618 -4.82805 | -826.875 -6519.86
-2.49202 55.2194 | 1.518 -0.179212 | -996.181 2847.25
-2.13668 55.5591 | 1.29037 1.6831 | 5213.69 5035.76
-1.77859 55.9045 | -0.785345 2.40112 | 1041.27 8055.28
-1.41834 56.2553 | -1.71752 0.810132 | 3972.79 -6247.18
-1.04549 56.5935 | 1.22616 0.605748 | 6044.85 1529.54
-0.663694 56.9273 | 1.74234 1.97867 | -4583.72 6332.66
-0.289014 57.2689 | -0.0515765 0.880134 | -5510.32 -10305.7
0.0800633 57.606 | 0.776998 0.883655 | 871.99 3888.37
0.445941 57.9487 | 1.44632 -1.05064 | 3293.78 4565.02
0.81228 58.2959 | 0.140064 -3.52734 | -4589.51 -3006.37
1.17888 58.6379 | -1.47261 0.277254 | -6985.54 4398.22
1.55311 58.9681 | -0.213783 -0.594788 | 8457 -12719.5
1.96058 59.2538 | -0.396664 1.22234 | -3221.87 5455
2.38674 59.5103 | -0.989325 3.21034 | -5110.03 755.607
2.82894 59.7322 | -0.454859 1.73725 | 3731.98 -4067.21
3.29355 59.9069 | -1.58812 1.77033 | 5766.68 9386.12
3.7769 60.0429 | -1.80793 -0.0996981 | 71.5277 -5897.21
4.27298 60.1194 | -0.0613257 -0.629366 | -1076.55 -2648.75
4.77375 60.1392 | -0.379584 2.1015 | -353.614 6277.95
5.2739 60.1163 | -1.60922 -0.867414 | -1718.97 -5014.61
5.76821 60.0401 | 0.618598 -3.04422 | 4352.22 2350.32
6.25661 59.9208 | 2.68201 -2.29242 | 220.458 -834.677
6.73289 59.7571 | 2.26059 -0.532104 | -70.679 -9971.78
7.19354 59.5496 | 1.41987 0.0703067 | -4032.33 17557.3
7.64277 59.3352 | 0.358736 -0.278459 | -4211.88 -3157.03
8.07495 59.0925 | -0.0338423 0.00713454 | 1530.91 -15392.3
8.49386 58.8179 | 0.102622 -0.869716 | -2626.35 11385.9
8.91652 58.5581 | 0.579373 2.45794 | 4053.9 6677.45
9.35453 58.3244 | -1.55173 0.45718 | 4622.15 -8930.61
9.80354 58.1002 | -4.42495 0.358128 | -1966.9 3419.09
10.2596 57.8946 | -3.10315 3.21678 | -2946.25 3059.58
10.7201 57.7061 | -0.645194 2.19972 | -995.682 -9070.83
11.1847 57.5246 | -1.93287 -0.608289 | 2986.83 7162.85
11.6606 57.3745 | -3.74479 1.04735 | -1836.98 3071.93
12.1428 57.2506 | -3.11925 3.02509 | -1122.11 -14039.3
12.6303 57.136 | 0.027802 3.41027 | 17652.6 6454.5
13.136 57.0674 | 1.11627 3.52101 | -14947.5 4012.53
13.6374 57.0502 | -1.16688 2.21183 | -719.046 -3095.39
14.1373 57.0771 | -1.70837 -0.881773 | 9093.87 1586.33
14.6375 57.1538 | -1.75602 -0.0529346 | -6245.35 -865.453
15.1236 57.2816 | -0.585419 -0.374616 | -1586.62 5443.86
15.5924 57.4631 | 1.27941 -0.317424 | 4609.45 -4182
16.0482 57.6796 | 1.79342 0.707859 | -273.16 1482.14
16.485 57.9332 | 0.941067 1.5724 | -4138.25 5909.21
16.8993 58.2212 | -1.11733 1.37365 | 2085.07 -10016.7
17.304 58.5182 | -2.22103 1.72558 | -1524.3 6623.92
17.6959 58.8332 | 1.628 0.984364 | -2251.56 -5172.35
18.0808 59.1505 | 1.68323 -1.13042 | 1117.79 -9588.92
18.4624 59.4659 | -0.307198 -0.0245598 | -4272.31 11190.5
18.8272 59.8025 | 0.895426 -0.433591 | -4110.92 -3254.5
19.1841 60.1419 | 1.88059 -1.92342 | 1250.29 -10498.7
19.5478 60.4679 | 0.589553 0.00422567 | 6627.01 1406.89
19.9152 60.796 | -0.79323 1.15127 | -2156.27 12188.2
20.2689 61.1471 | 0.18539 -0.783061 | 3483.14 2752.74
20.6181 61.5088 | -0.400178 0.194312 | 2068.76 1122.54
20.9705 61.8703 | -2.42677 -0.203666 | -827.252 -1889.48
21.3305 62.2219 | -2.57628 0.0733435 | -2691.01 -5685.31
21.7013 62.5567 | -0.669902 -0.220044 | 2075.93 4821.61
22.0858 62.8803 | -0.541872 -2.43594 | 2320.84 5387.68
22.4875 63.1866 | -1.18984 -1.91745 | -6766.97 -10459.8
22.9071 63.4538 | -2.44913 -3.69119 | -1058.63 230.849
23.3462 63.6839 | -3.49523 -2.9193 | 1077.64 -2668.19
23.8032 63.8758 | -2.49638 -1.79928 | -70.3842 7058.8
24.2723 64.0412 | -1.98697 -0.572157 | 1949.46 -7237.63
