-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
11.0494 78.6069 | -0.567422 2.45596 | 1302.21 1602.95
11.5512 78.5048 | 1.50447 -0.089738 | -3865.15 673.208
12.0514 78.4076 | 1.59188 0.372594 | -249.569 -1614.04
12.5514 78.312 | 0.450623 0.565319 | -1211.64 -550.628
13.0509 78.2218 | -0.201133 -1.85875 | -3584.29 -2394.41
13.5494 78.1439 | 0.706105 -0.419017 | -4951.07 9119.3
14.047 78.0973 | -0.416156 0.955532 | -351.745 -1853.15
14.5447 78.067 | 0.260296 2.28802 | -2172.43 -5735.27
15.0414 78.0455 | 2.45521 4.10076 | -585.76 1532.72
15.5382 78.0476 | 2.49424 3.41786 | 3324.97 4907.31
16.0363 78.0817 | 1.00205 0.894037 | 17.7694 -7213.76
16.5325 78.1354 | -1.38965 2.62196 | 424.118 3654.35


41.7072 14.0491 | -3.08054 -3.5811 | -4546.17 436.844
42.1895 14.1667 | -3.94125 2.05476 | 5059.28 -5417.33
42.6662 14.3151 | -4.10447 5.4275 | 4053.3 8534.61
43.1291 14.5129 | -3.64002 4.32682 | -6926.7 -3105.35
43.5682 14.7491 | -3.97345 2.07669 | -2539.84 -4683.73
43.986 15.0164 | -4.2777 3.08304 | 4691.08 9244.09
44.3865 15.3205 | -1.42607 0.533967 | 8068.12 4936.96
44.7791 15.6464 | 1.79382 -3.62591 | 2448.42 -7620.55
45.1649 15.9784 | 0.752101 -3.61149 | -4015 -1480.44
45.532 16.3283 | -0.37027 -1.79542 | 2065.91 11494.9
45.8772 16.7088 | 1.22145 0.187815 | 2326.03 3314.52
46.2053 17.1076 | 3.38504 0.750884 | -4906.53 -9683.98
46.518 17.5092 | 3.29369 -0.878722 | -2767.46 -3975.88
46.818 17.9151 | 0.738655 0.906601 | -468.672 3152.01
47.1081 18.3295 | -0.52818 3.0351 | 248.15 3396.29
47.3954 18.7479 | 0.474936 1.52913 | 1302.81 -5473.77
47.6897 19.1586 | 2.35375 0.78035 | -407.011 -1551.92
47.9906 19.5635 | 1.68693 1.73339 | 140.444 7316.27
48.2977 19.9681 | 0.488212 2.38988 | 4544.2 -7401.71
48.6183 20.3594 | 1.13828 1.3833 | -6479.47 -2039.66
48.9367 20.7472 | 1.89562 0.443565 | -2955.89 6343.23
49.2536 21.1381 | 2.24142 -0.0848309 | 8170.15 -6614.15
49.5843 21.5173 | 2.35333 -0.182856 | -8151.52 3158.38
49.9113 21.8967 | 1.73061 -1.29636 | 254.946 -2438.42
50.2439 22.2695 | 1.98418 -3.23875 | 1656.27 692.516
50.5865 22.6348 | 1.10996 -3.88332 | -102.743 2875.61
50.9394 22.9921 | -0.753848 -2.21836 | -344.285 -3489.7
51.3063 23.3335 | -0.0555804 -0.583513 | 1977.84 4784.3
51.689 23.662 | 0.241164 0.834483 | 1771.85 957.818
52.0908 23.9696 | -1.37882 2.08509 | 875.889 -4794.65
52.5119 24.2481 | -1.66046 -0.417311 | -317.544 1409.09
52.946 24.5048 | -3.66114 0.417786 | -2488.01 -4582.66
53.3874 24.7414 | -3.69245 0.620472 | -2551.25 -2257.91
53.8284 24.971 | -1.16937 -1.54305 | -5549.15 3097.53
54.2607 25.2109 | 1.59426 -3.38354 | 30.5621 1453
54.6887 25.4604 | 0.846438 -1.08481 | 6149.39 398.076
55.119 25.7139 | -0.379791 -0.347334 | -367.005 1455.12
55.5474 25.9727 | 0.706775 -1.01401 | -1223.03 1138.55
55.9738 26.2346 | 0.416051 1.60465 | 1526.3 -2521.86
56.4026 26.4923 | -0.188095 2.69982 | 130.655 -1574.81
56.8316 26.7489 | 0.0354373 0.575149 | 788.119 -149.279
57.2562 27.0126 | 0.361492 -1.14202 | -4196.64 7.23698
57.6683 27.2917 | 1.71297 -3.0256 | 1303.07 2989.01
58.0696 27.5897 | 2.10108 -3.97726 | 5040.98 274.562
58.4633 27.9025 | 2.08635 -3.19031 | -5368.03 767.857
58.8415 28.2318 | 0.345343 -1.42383 | 4624.47 3767.02
59.214 28.5731 | 0.08145 0.108012 | 2937.86 -2997.01
59.5836 28.9171 | 0.525954 1.18565 | -4384.22 -5663.25
59.9419 29.266 | -0.397523 1.23526 | 1507.85 -3429.61
60.2829 29.6297 | 0.30251 1.05822 | 908.72 3784.14
60.5892 30.026 | 0.36767 1.64792 | -2524.1 7383.83
60.8436 30.4609 | -0.00570531 1.32914 | -3149.97 -1621.19
61.046 30.9206 | 0.562424 1.61774 | 2014.86 -5837.11
61.2068 31.3932 | -1.16671 3.20141 | 555.339 2051.47
61.3247 31.8795 | -1.03437 3.88514 | -2858.73 1601.05
61.3979 32.3756 | -2.36565 2.37623 | 2378.23 1656.65
61.438 32.8772 | 0.34549 -0.466861 | -671.398 1261.49
61.4476 33.3808 | 2.44694 -0.403567 | -1619.71 -4743.05
61.4328 33.8806 | 0.497111 0.662399 | 4606.91 -2757.89
61.4063 34.3766 | -2.43734 1.68317 | 2105.27 -6168.73
61.3635 34.8667 | -2.11357 1.38373 | -2715.1 648.567
61.2938 35.354 | 0.29396 -0.456022 | 917.527 5114.31
61.1989 35.8408 | 0.677821 -0.651468 | -15.4297 1953.46
61.0759 36.3232 | -0.437949 0.652893 | -1836.92 1710.23
60.9214 36.7982 | 0.742965 2.80288 | -1511.03 -560.507
60.7375 37.2628 | 0.316948 2.93256 | 780.451 -693.509
60.5322 37.7179 | 1.67484 2.22747 | -1348.72 757.265
60.3107 38.1662 | -0.778353 0.819393 | 2175.88 90.923
60.0822 38.6106 | -0.155913 1.09542 | -532.083 965.706
59.8473 39.0524 | 0.764437 2.2896 | -499.467 -556.916
59.6075 39.4914 | -1.55466 0.988787 | -1993.91 -728.486
59.3656 39.9297 | -0.771039 -0.0492744 | -738.077 860.175
59.1317 40.373 | -0.747657 0.334772 | 5971.47 -1419.92
58.9182 40.824 | -1.03552 1.06012 | -379.853 4009.83
58.7167 41.2834 | 2.15082 2.7234 | -5666.74 1876.85
58.5157 41.7464 | 2.09901 2.37234 | 761.066 482.093
58.3205 42.2127 | 2.16683 2.21122 | -3870.83 -394.12
58.1316 42.682 | 3.57127 3.76633 | 2461.62 -3249.05
57.9646 43.1565 | 2.49926 2.14938 | 6214.22 -1840.99
57.8298 43.6379 | 2.68324 -0.311655 | -7667.32 -1834.19
57.7163 44.1244 | 1.58264 0.165577 | 1205.33 390.986
57.6438 44.6186 | -0.241783 0.32613 | 8045.36 3823.56
57.6268 45.12 | -0.353953 0.740197 | -620.752 -1127.74
57.6464 45.6209 | 0.359744 0.493439 | -5588.64 -1913.37
57.6854 46.1196 | 0.522711 -1.08147 | 7946.25 4040.49
57.7489 46.6189 | 3.64197 -0.818238 | -3175.69 582.829
57.8113 47.1187 | 2.657 -0.487239 | -8527.04 -1214.11
57.8594 47.6186 | -2.27994 -0.0501032 | 4055.13 -719.881
57.9132 48.1173 | -2.33538 -0.0491479 | 3167.45 -1582.48
57.9757 48.6134 | 0.346245 -1.52297 | -2168.74 -5640.69
58.0368 49.1054 | -2.02091 -0.655976 | -2125.02 -992.726
58.0926 49.597 | 0.944837 0.0231869 | 1741.55 5168.19
58.1479 50.0924 | 5.95465 -0.389492 | 2700.84 2867.41
58.202 50.5903 | 5.41217 0.423379 | -1081.02 -4379.04
58.2447 51.0868 | 3.41923 0.935097 | -4923.68 1356.97
58.2696 51.5847 | 1.04659 0.76435 | 2537.5 43.4542
58.2904 52.0828 | -2.3153 -0.298766 | 2387.21 -395.057
58.3113 52.5807 | -3.92558 -1.15378 | 463.96 473.231
58.3273 53.0789 | -5.24008 -0.39764 | 4474.92 -1681.32
58.332 53.5764 | -4.96999 -0.378429 | -5404.83 2649.13


-53.326 76.6971 | 1.75438 -5.27272 | -2516.19 -1463.74
-52.8837 76.9222 | -1.8125 -1.04669 | -2168.94 -6344.28
-52.429 77.1133 | -3.98775 1.06139 | -2143.28 5913.25
-51.9692 77.2907 | -3.50278 -0.611405 | -2115.26 3098.71
-51.5035 77.4517 | -3.33061 -0.152772 | 6431.67 -4170.07
-51.0244 77.5823 | -4.33416 0.0814436 | 3697.32 795.086
-50.5366 77.691 | -5.13825 0.135305 | -2334.93 5313.29
-50.0466 77.788 | -4.44672 -0.0421053 | 1211.94 -4476.45
-49.5521 77.8626 | -3.9949 -1.75174 | 2025.4 22.3761
-49.0537 77.9228 | -4.28329 -3.09121 | 3425.06 3564.96
-48.5521 77.9779 | -4.47772 -1.70849 | -2689.5 228.408
-48.051 78.0246 | -4.15786 -1.45189 | -413.414 2456.13
-47.5487 78.0583 | -3.19342 -5.30722 | 5056.6 -8269.31
-47.0425 78.0645 | -1.9852 -5.96904 | -3546.14 -1959.44
-46.5379 78.0612 | -0.153999 -3.63918 | 2350.6 7364.4
-46.0318 78.0742 | 0.231377 -3.82529 | 3348.31 1987.18
-45.5242 78.1006 | -0.905645 -3.53504 | -5667.09 -1579.54
-45.0209 78.1307 | -1.22784 -3.06056 | -3956.51 -3239.77
-44.5214 78.1598 | -1.1244 -3.97151 | -2204.77 -4824.04
-44.0242 78.1956 | -1.02982 -1.11288 | 4343.45 2617
-43.5273 78.2641 | -0.454261 1.20748 | 3578.88 7069.98
-43.0366 78.3817 | -0.18883 1.91505 | -5356.58 -3025.17
-42.5607 78.5389 | 0.207283 0.788836 | -1874.97 660.57
-42.1004 78.7349 | 1.4539 -1.70358 | 3160.06 206.149
-41.6527 78.9643 | 3.48137 -2.06343 | 6389.69 3895.8
-41.2166 79.2263 | 4.51222 -1.82625 | 733.866 2137.09
-40.7969 79.5165 | 3.1503 -2.09599 | -3004.85 -8117.55
-40.3967 79.8259 | -0.238327 0.596737 | -647.1 4211.55
-40.0227 80.1683 | -1.67643 1.68382 | 997.328 5045.15
-39.6774 80.5439 | -0.703954 1.7133 | -66.8221 1772.22
-39.359 80.9441 | -2.57077 2.87973 | -3157 -2047.01
-39.0638 81.3582 | -3.90249 0.71129 | 3018.24 -7788.75
-38.7817 81.7774 | -3.40345 -0.827999 | -1937.47 4415.93
-38.5227 82.2128 | -2.14368 -0.0624179 | -3138.71 3484.42
-38.2876 82.6626 | -0.484867 0.334661 | 48.3875 -3608.09
-38.0629 83.1157 | -1.81564 1.22129 | -1054.36 1941.75
-37.8383 83.5701 | -1.71721 -0.377194 | 7248.23 2049.09
-37.5969 84.0208 | 1.05435 -1.41855 | 8440.55 1892.24
-37.3412 84.4694 | 1.54011 -0.416868 | -8417.72 6494.3
-37.097 84.9259 | -1.12358 0.232222 | 2110.49 -6264.37
-36.8548 85.3796 | -0.593703 -1.65037 | -4240.82 -2358.37
-36.6205 85.8327 | 1.54686 -4.11015 | -10366.2 -1074.34
-36.3909 86.2827 | 1.35216 -2.87854 | 10974.8 -8599.73
-36.1313 86.7135 | 0.836989 -1.79261 | -1936.36 2305.7
-35.8545 87.1342 | -1.28953 -0.44388 | -4362.39 4838.42
-35.5642 87.5468 | -0.423348 1.04497 | 7287.92 -4909.95
-35.2445 87.9366 | 2.35144 -0.067717 | -8503.46 -2875.34
-34.91 88.306 | 1.82649 -1.10867 | -5940.88 -461.876
-34.5561 88.6518 | -0.753052 -0.114461 | 8815.99 -1424.23
-34.1647 88.9595 | -3.40064 1.24024 | -1000.79 3549.6
-33.7435 89.2256 | -2.32364 0.045949 | -4841.13 -7044.39
-33.2965 89.4331 | -1.25138 -1.29054 | -1113.62 -2174.43
-32.8291 89.5862 | -1.66925 -2.77313 | 4865.12 3030.53
-32.3463 89.7004 | -2.35604 -1.45436 | 1689.58 4048.25
-31.8551 89.787 | -3.96052 1.44729 | 1611.19 729.849
-31.3576 89.8447 | -2.88983 -0.267349 | 3097.04 571.479
-30.8551 89.8714 | -0.911276 0.640051 | 331.131 -1398.56
-30.3519 89.8637 | 0.131942 3.83725 | -3925.09 -1973.53
-29.8531 89.8242 | 0.175289 2.81579 | -1890.26 4647.92
-29.3589 89.7638 | -1.77526 1.30074 | -1811.33 3272.02
-28.8711 89.6765 | -2.20126 1.81131 | -2789.7 -3689.49
-28.3943 89.546 | -0.478173 2.08193 | 5359.69 -144.806
-27.9263 89.3734 | -0.0498023 -1.33893 | 9366.49 -5266.21
-27.4682 89.1567 | -1.0411 -4.68334 | 54.1083 -3165.19
-27.0288 88.9014 | -1.42122 -3.86651 | -8306.84 1861.13
-26.6114 88.6208 | -1.77258 -3.57208 | -2121.1 1422.67
-26.2044 88.3304 | -3.64039 -4.92022 | -1712.84 3142.65
-25.7968 88.046 | -2.97485 -3.23433 | -2338.19 1566.83
-25.3814 87.778 | -2.36701 -3.15942 | 1949.99 4170.78
-24.951 87.5359 | -1.48908 0.136345 | 940.16 1435.12
-24.5098 87.3128 | 0.00406304 1.89879 | 1437.71 -5896.03
-24.063 87.0931 | 1.10187 -1.22289 | 4953.7 -2299.62
-23.6093 86.8785 | 1.34744 -2.37525 | -2615.68 -1990.26
-23.1525 86.672 | 0.798565 -3.00803 | -2185.17 1038.45
-22.6893 86.4854 | 1.31552 -2.69451 | 372.076 4110.07
-22.216 86.3294 | 3.06758 -0.628801 | -666.781 -382.729
-21.7349 86.1991 | 2.25914 0.942721 | 3492.88 -5667.62
-21.2452 86.0901 | -0.414447 0.546076 | 1426.49 1646.77
-20.7482 86.0172 | -0.87287 -0.174747 | -3425.97 5907.83
-20.25 85.988 | -0.27003 -0.593808 | -5743.98 -2071.31
-19.7551 85.9865 | -0.0881482 -1.43869 | 546.973 -3928.58
-19.2605 86.0045 | 0.314545 0.546991 | 4293.77 1526.27
-18.765 86.0485 | -0.383108 -0.0714114 | -1702.54 -4182.09
-18.2741 86.1183 | -2.11854 -2.06369 | -4854.18 2207.62
-17.7944 86.2276 | -2.90808 -2.39664 | -4243.25 2768.82
-17.3278 86.3761 | -2.00505 -2.59866 | 4232.51 -1208.85
-16.866 86.547 | -1.80547 -0.157171 | 4399.98 729.221
-16.405 86.731 | -1.23871 0.0592459 | 3154.56 -396.953
-15.9435 86.9203 | -0.520347 0.0633409 | 1144.17 -1710.31
-15.4823 87.1125 | 0.440906 1.17383 | -682.117 1596.08
-15.0246 87.313 | 3.0178 -2.03656 | -1141.76 971.141
-14.5703 87.5207 | 3.12709 -2.03727 | 2483.71 -297.449
-14.115 87.7305 | 0.274596 0.771653 | -500.938 7963.1
-13.6579 87.9414 | -0.230426 -0.292288 | 2039.57 -4332.99
-13.1891 88.1243 | -0.246096 0.532152 | -1958.32 -6357.26
-12.7091 88.2657 | -0.239541 -1.21481 | -3471.91 6743.42
-12.2217 88.3739 | 0.858548 -4.13874 | 5326.63 -4019.62
-11.7225 88.4292 | 2.62291 -3.45081 | 2590.2 -2897.25
-11.2181 88.4297 | 2.38794 0.710359 | -3901.62 -94.9499
-10.7178 88.3855 | 0.710985 2.11786 | -1611.36 3270.64


-59.8805 75.9247 | 5.50004 -3.1981 | 16310 -2645.7
-59.3681 75.9507 | 7.74916 2.87395 | -14852 21251
-58.8707 76.0113 | -1.08251 1.79636 | -24495.8 -35536.9
-58.389 76.0347 | -0.279559 -5.49094 | 13411.8 16179.5
-57.9001 76.0882 | -3.61174 2.24824 | 22705.3 8110.52
-57.4007 76.1753 | -3.41333 4.39429 | -19637.7 -9804.75
-56.9168 76.2738 | -3.04668 1.03388 | -14167.5 -7750.87
-56.4465 76.3885 | -3.35038 -1.66542 | 26301.6 11624.6
-55.971 76.5466 | 3.39038 -0.479483 | -7304.27 -7172
-55.5122 76.7444 | -1.20962 -2.81194 | 11626.6 22621.8
-55.0692 77.0033 | -0.54892 0.656064 | 11916.8 -20361
-54.64 77.2805 | 0.0063454 5.17336 | -35093.4 -1483.79
-54.2772 77.6089 | 0.0787165 -0.0276165 | -11710.9 -3993.34
-53.9625 77.9719 | -1.64211 -3.90399 | 22651.5 -6911.47
-53.6471 78.3431 | 2.44923 -2.36543 | 2130.27 14172.4
-53.3542 78.7452 | -0.852293 3.86456 | 2779.06 7442.73
-53.0886 79.1736 | 0.00352483 2.09698 | -12877.8 611.109
-52.8506 79.6152 | -4.12653 -2.70265 | 26586.4 -12737.1
-52.5919 80.0492 | 3.00211 -0.64064 | -11827.6 34358.6
-52.364 80.5172 | 1.47202 6.28799 | 1718.43 -21608
-52.145 80.9782 | -1.67285 -1.25215 | -1926.47 -2505.76
-51.9377 81.4419 | -7.21909 1.87556 | 6627.21 16573.4
-51.7416 81.9199 | 8.11501 2.19331 | -20168.2 -17188.3
-51.5705 82.3906 | -1.85219 0.503748 | 6872.63 -20315.1
-51.3822 82.8421 | 1.61243 -3.58239 | 3078.57 22884.4
-51.1793 83.3012 | 3.33278 -0.38108 | -2008.08 -10734.3
-50.9576 83.749 | 2.70565 -2.41739 | 20477.2 21281.2
-50.7083 84.2013 | 4.36277 -2.81447 | -40313.3 3009.23
-50.4723 84.649 | 1.95432 8.55201 | 38175.3 -38379.5
-50.1536 85.0319 | 6.47561 -1.46097 | -9870.69 24814.8
-49.8253 85.4144 | -7.1808 0.709667 | -20078.8 -8939.25
-49.5032 85.7857 | 6.6712 -4.35799 | -1546.24 3501.15
-49.1568 86.1319 | 0.456725 7.35645 | 13555.8 -20609.7
-48.7608 86.418 | -5.92528 -5.02899 | -4358.13 20556.6
-48.3512 86.6945 | -1.27968 3.73878 | -3641.78 7072.59
-47.9259 86.9465 | -3.99494 4.21983 | -63.4617 -17208.7
-47.4732 87.1315 | 0.0419768 4.75509 | -3614.73 12031.6
-47.0038 87.2709 | -7.69017 4.16016 | 14292 -10102.7
-46.5129 87.3437 | -6.11993 -3.27924 | -17855.4 -2023.57
-46.0272 87.3804 | 4.93803 -8.469 | 10346.5 16189.1
-45.534 87.4197 | 3.70842 3.71474 | 11376.5 -5872.54
-45.0303 87.4368 | -6.85619 -6.2564 | -26.605 1125.11
-44.5232 87.4338 | -2.96659 3.85904 | 14430.1 -1824.36
-44.0072 87.4077 | -3.70934 2.10484 | -5336.36 -2544.81
-43.4959 87.3606 | -8.45054 8.58059 | -13953 -6881.79
-42.9945 87.3037 | -0.698582 -5.1294 | 8645.43 19360.6
-42.4861 87.2785 | -1.76569 6.71574 | 11442.8 -7638.76
-41.9714 87.2494 | -3.49815 6.27941 | -23051.5 60.0579
-41.4707 87.2096 | 2.43743 -0.448661 | 14421.3 -19628.8
-40.9653 87.1549 | -3.70853 -5.42857 | -18669.1 21391.1
-40.4707 87.1562 | 1.12973 0.474051 | -7400.04 7579.67
-39.9848 87.2018 | 3.65045 -8.41222 | -6520.64 -29006.6
-39.5003 87.2454 | -1.37142 3.51455 | 50278.6 37100.6
-38.9918 87.3574 | 3.71742 -2.98594 | -19009.7 -25872.5
-38.501 87.4815 | 3.43485 4.03057 | -44636.2 12505.9
-38.0493 87.649 | 5.48364 -1.52099 | 49972.6 -15920.2
-37.5708 87.8123 | 3.41537 -2.70514 | -16592.7 17320
-37.1103 88.021 | -1.22466 5.2293 | 26213.1 -3244.24
-36.6484 88.2551 | -0.82698 3.11831 | -31445.1 3731.62
-36.2273 88.529 | -1.19082 2.05013 | 4923.66 -14957
-35.8176 88.8133 | -2.83602 -0.406732 | 9463.4 15961
-35.4212 89.1321 | -1.78582 -2.22038 | -5251.21 -5927.64
-35.0479 89.4701 | -3.04791 1.13251 | -10810.7 -8607.54
-34.7038 89.8245 | 3.65309 -3.77812 | 243.656 6263.16
-34.3812 90.2033 | 1.04218 4.00788 | 17391.3 5740.55
-34.0636 90.6011 | 2.68564 0.400029 | -7326.74 11032.8
-33.7747 91.0248 | -4.2356 -0.856886 | -10433.9 -3934.33
-33.5009 91.451 | 1.00394 2.92084 | 12831.8 -14854.1
-33.1997 91.8532 | -0.353601 2.87758 | 5450.29 463.927
-32.8877 92.251 | -3.40499 -0.555022 | -12460.3 20527.5
-32.5971 92.6695 | -2.49303 0.852925 | -9738.92 -22869.7
-32.3017 93.0655 | -6.15466 -3.29075 | 10818.2 5846.05
-31.9721 93.437 | -5.95092 -7.81754 | -13268.6 -21322.9
-31.618 93.7669 | -5.46055 -2.72057 | 18274.3 24979.5
-31.2341 94.0892 | -3.98827 -1.52435 | -10110.5 -9412.39
-30.8382 94.3847 | 1.07203 -0.790486 | -6656.43 -10337.9
-30.4312 94.6548 | -4.08086 -3.32134 | 19550.8 23841.9
-30.0063 94.9305 | -4.04837 -6.73401 | -8022.18 -4433.21
-29.5742 95.1877 | -3.53315 5.53977 | 5131.3 -16112.1
-29.1279 95.4119 | 5.28457 -4.24091 | -17559.7 26940.6
-28.6906 95.648 | -0.729513 -4.71317 | 16107.5 -25023.6
-28.2262 95.8274 | 0.606922 -4.15557 | -18238.5 8631.88
-27.763 95.9843 | 3.55947 -5.69943 | 1504.73 12735.6
-27.2882 96.1089 | 0.276231 -1.43701 | 13353.9 -25030.9
-26.7934 96.1439 | 1.42412 -4.72236 | -13037 7126.5
-26.3058 96.1419 | 0.693903 -4.84524 | -12990.7 15685.1
-25.8269 96.1309 | -5.94195 -3.7441 | 6963.79 -8898.89
-25.3421 96.0773 | 0.570888 -1.56698 | 48308.4 -12009.3
-24.8305 95.9842 | -3.15693 0.682398 | -23141.1 18731.5
-24.3352 95.8855 | 1.03615 1.28304 | -24887 5068.82
-23.8647 95.7539 | -1.82699 -8.1335 | 26792.3 -28508.6
-23.3949 95.5574 | -0.103296 0.535726 | 2238.35 12816
-22.9291 95.3508 | 0.875725 6.37125 | -7093.13 11203.3
-22.4756 95.137 | -6.16821 1.24983 | -5770.78 -1528.75
-22.0447 94.8877 | -3.99253 -0.43832 | 7367.93 -15532
-21.6375 94.5883 | 2.08774 -2.38892 | -16472.7 6694.98
-21.2577 94.2682 | 1.00185 -5.48063 | 10366.9 1642.33
-20.8697 93.9507 | 3.38451 -2.08873 | 13105.8 -5763.65
-20.4647 93.6407 | -4.0269 -3.56269 | -12817.9 8027.58
-20.0594 93.3455 | -2.446 1.29147 | 72.113 -1122


-62.5159 71.6494 | -1.60937 -5.89712 | -3645.38 870.004
-62.2256 72.052 | -0.462364 -3.57675 | -5558.09 -14546.2
-61.9115 72.4251 | 0.235989 -2.82074 | 7088.06 9852.41
-61.5671 72.7819 | -1.76584 -2.65755 | 2056.62 12290.6
-61.1941 73.1216 | -1.26122 -0.0779695 | 14498 -8807.05
-60.7795 73.4172 | -0.410586 -1.4825 | -17357.7 11647.3
-60.353 73.6875 | -0.327072 -0.633584 | 15230.5 -9630.6
-59.8889 73.8946 | 1.42322 -0.085642 | -14827.4 -9872.56
-59.4133 74.0414 | -0.034795 -3.33973 | -398.942 10617.6
-58.9284 74.1573 | 0.781144 2.99362 | 6661.24 -2480.54
-58.4311 74.2303 | 4.99347 2.18452 | -873.818 -9836.88
-57.9295 74.2622 | 3.42614 -1.33666 | 3626.17 22013.5
-57.4252 74.2944 | -4.6125 -0.520915 | -4369.61 -14627.8
-56.924 74.2817 | -0.475264 -3.71448 | -13291.5 8128.87
-56.4318 74.2372 | 0.415356 0.531176 | 23148.9 -11748.7
-55.9297 74.1433 | -3.65818 1.60996 | 14671.8 -3395.5
-55.425 74.0189 | 0.908332 0.816781 | -38309.3 9994.99
-54.9475 73.8879 | 3.2762 -5.7986 | 9577.95 7963.65
-54.468 73.7582 | -0.208184 -2.65423 | 5049.97 -15246.5
-53.9894 73.6035 | -4.37811 2.62358 | -6164.16 6005.12
-53.5117 73.4518 | -1.2804 2.63782 | 24357.6 -2381.03
-53.0158 73.3091 | 0.778067 2.41993 | -10797.9 -651.125
-52.5232 73.1751 | -2.14825 4.80025 | -4479.92 10411
-52.0338 73.0584 | -2.14185 2.78087 | -16929.6 -4861.7
-51.5579 72.9342 | 2.67652 2.21018 | 2719.94 -1458.14
-51.0815 72.8077 | 2.16923 0.518761 | 8016.96 -129.902
-50.5972 72.6893 | -1.60444 -4.1807 | 1024.38 -2732
-50.1087 72.5839 | -1.768 -0.0787078 | -8391.19 7076.34
-49.6195 72.5056 | -0.868868 -1.66541 | 15462.9 -7150.49
-49.1179 72.4428 | 0.48288 -3.12777 | -2336.83 1190.86
-48.6134 72.4071 | -2.4788 4.14425 | 1994.82 5028.95
-48.1067 72.405 | -0.226504 3.95157 | -2869.05 -2708.37
-47.6015 72.4238 | -0.297255 -1.8896 | 3063.14 -3624.96
-47.0949 72.4621 | -1.59541 -0.29353 | 10284.6 -329.472
-46.586 72.5345 | -1.57642 3.54237 | -12093 3280.13
-46.095 72.6605 | -1.57524 -0.16619 | 2888.76 2307.95
-45.6236 72.8435 | -0.647856 0.0562807 | -22113.8 -5220.13
-45.1908 73.0773 | -1.82664 2.80078 | 10474 6570.91
-44.7746 73.3532 | 1.80122 1.49783 | 8728.95 4037.69
-44.3667 73.652 | -0.395745 7.22215 | -8830.21 -15039
-43.9708 73.9529 | -0.819996 5.71069 | 8252.28 13476.7
-43.5815 74.2753 | -1.73116 4.48141 | -1500.68 -4746.34
-43.2011 74.6049 | 3.93991 -1.90874 | -8749.62 2316.98
-42.8315 74.9413 | 0.750872 2.09189 | 11448.7 -8482.57
-42.45 75.2654 | 1.8414 -1.13743 | -15597.7 5578.9
-42.0777 75.5936 | 3.62463 -0.799272 | 15895.3 -673.075
-41.6856 75.9092 | 3.2845 5.61728 | -4335.79 -228.211
-41.2874 76.2159 | 0.689184 0.317921 | 2720.69 -177.135
-40.8814 76.5158 | -1.41685 -3.09863 | 12854.4 3002.58
-40.4701 76.8172 | -5.13965 4.78697 | -35400.3 -306.375
-40.0903 77.129 | -2.68371 2.55108 | 1392.72 -10173.8
-39.6963 77.4171 | 1.99645 -5.92732 | 32944.2 2130.36
-39.2612 77.6788 | -0.80882 -0.11939 | -7678.38 18651
-38.8244 77.9476 | -3.46928 5.16648 | 1127.19 -6918.14
-38.377 78.1949 | 1.57803 -0.20441 | -4509.18 -6299.5
-37.9208 78.4152 | -5.53173 6.54909 | -4344.67 3128.51
-37.4558 78.6177 | -7.36294 1.51469 | 29935.7 6786.02
-36.9612 78.7986 | -1.56204 2.64171 | -8806.36 -1201.59
-36.4637 78.9524 | 1.86678 -1.34996 | -24666.7 -11065
-35.9761 79.0701 | 1.03637 1.99587 | 1545.05 2979.06
-35.4857 79.1641 | -1.24365 1.85546 | -5078.51 2592.04
-34.9944 79.2326 | -0.208078 -1.04182 | 4434.56 -10956
-34.4981 79.2618 | 2.7038 0.302806 | -3184.27 2730.66
-34.0043 79.2843 | -0.175078 0.677279 | -10705.5 17650.9
-33.5163 79.3222 | 4.36871 -2.47298 | 19565.8 -10797.8
-33.0154 79.3243 | 3.27499 3.56392 | -6805.11 -12888.3
-32.5189 79.2864 | 0.0508214 -1.15794 | -6225.74 20892.4
-32.0264 79.2574 | 0.468888 -1.3871 | 10873.8 -15658.4
-31.53 79.2038 | -2.22038 -6.47229 | -12141.4 10417.6
-31.042 79.1534 | -1.27811 0.478962 | -9260.42 5647.63
-30.5602 79.0967 | -3.52067 4.66744 | 23812.3 -22898.6
-30.0672 79.0042 | -5.34385 -2.08616 | -6901.89 12904.9
-29.5751 78.9299 | 3.0036 -0.323515 | -9624.39 9422.43
-29.0845 78.8791 | 0.773925 2.04082 | 33641.3 -6299.98
-28.5752 78.8207 | -3.87087 5.54626 | -24061.3 -13958.6
-28.0827 78.7399 | 1.61149 5.27556 | -19319.6 14591.5
-27.6012 78.6829 | -0.0656903 0.513094 | 20605.4 -12209.6
-27.105 78.6447 | -0.305203 0.700488 | 4430.93 15654.9
-26.6027 78.6634 | 1.37758 4.69425 | 4979.1 -10980.7
-26.1015 78.7131 | 0.540143 -1.55972 | -23836.7 3668.1
-25.6242 78.8107 | 1.34738 -0.559604 | -7812.36 -9533.27
-25.1638 78.9451 | 0.638587 1.12117 | 14238.9 11873.8
-24.7107 79.1317 | -0.184885 2.18565 | -590.052 -6059.77
-24.27 79.3457 | 2.08956 1.9024 | -790.06 -6188.22
