-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
72.8365 0.530837 | -1.19954 0.361952 | -2364.36 -834.482
73.3228 0.445517 | -1.02802 -0.702977 | 6660.72 -723.571


38.9308 -38.8954 | -2.48708 2.94204 | -2812.47 -2371.74
39.3567 -38.6401 | -0.377274 -0.758263 | -1783.66 3503.99
39.7795 -38.3789 | 0.934922 -3.0596 | 6282.96 -4089.75
40.21 -38.1266 | 1.14752 -2.66753 | -3943.99 697.562
40.6403 -37.8774 | 1.11807 -3.29925 | -2820.49 3809.96
41.072 -37.6318 | 0.205635 -1.58931 | 3305.12 -3660.11
41.5157 -37.4066 | -0.573746 -0.41003 | 1806.21 -1962.51
41.9707 -37.2022 | -2.66939 -1.14194 | 2634.22 4453.83
42.434 -37.0082 | -4.56013 0.305088 | 3484.09 546.447
42.9047 -36.8261 | -4.61447 -0.732076 | -4781.69 1192.64
43.3771 -36.6559 | -3.31514 -3.51449 | -2845.67 1618.44
43.8541 -36.5054 | -0.547823 -5.95605 | 1721.39 -2905.3
44.3416 -36.3921 | -1.51755 -2.72801 | 975.827 -3213.44
44.8376 -36.3211 | -2.42008 0.156598 | 1589.26 2900.73
45.3387 -36.284 | -0.407748 0.0695966 | -109.389 -1538.43
45.8407 -36.2831 | 0.814489 1.27027 | -3874.59 1844.75
46.3389 -36.3139 | 0.643092 0.00600804 | -2236.2 -2329.55
46.8327 -36.3786 | -1.33599 0.592 | 4053.11 -2948.95
47.3258 -36.4686 | -0.62002 5.43739 | 5376.39 3561.29
47.8213 -36.566 | 1.99349 5.75257 | 584.735 -908.241
48.3162 -36.6692 | 0.563901 3.70001 | -3604.77 3283.53
48.8081 -36.773 | -0.911161 1.73806 | -2763.37 1261.87
49.2969 -36.8822 | -1.98328 0.669849 | 4560.51 -3532.31
49.7861 -37.0052 | -2.31034 2.21705 | 2094.22 -5054.09
50.2748 -37.1395 | -1.98379 2.03936 | -1575.5 7370.51
50.7631 -37.2648 | -2.03657 -1.52653 | -6230.4 -471.239
51.2476 -37.3871 | 0.440407 -1.45988 | -1464.21 -2228.42
51.7316 -37.5055 | 1.75894 2.21729 | 1299.38 6169.37
52.219 -37.6092 | -1.79085 0.762316 | 2191.2 -4672.19
52.709 -37.7124 | -3.90855 1.16994 | 914.144 -1591.33
53.2005 -37.8122 | -4.76654 2.44251 | -1082.25 6653.79
53.6927 -37.9006 | -4.8319 1.12661 | -1400.3 -6427.85
54.1831 -37.9951 | -2.49831 2.33012 | -907.34 -306.32
54.673 -38.0875 | -1.74514 1.92826 | -2376.32 -422.809
55.1632 -38.1681 | -1.89534 -1.027 | -1007.2 1713.43
55.6559 -38.2246 | -2.51516 -1.27224 | 2221.37 1248.99
56.1525 -38.252 | -2.22064 0.891818 | 2861.5 -1843.82
56.6518 -38.2521 | -0.0492187 0.387821 | -3742.91 -1749.1
57.1473 -38.2207 | 0.256318 -1.13045 | -4401.06 3608.63
57.6362 -38.1485 | -0.703089 1.8796 | 6411.35 -1225.72
58.124 -38.0433 | -0.544097 1.45644 | 7844.63 591.179
58.6105 -37.9057 | 0.610936 2.44738 | 3151.73 1856.25
59.0887 -37.7324 | 1.00731 2.42762 | -3070.72 285.398
59.5506 -37.5235 | -0.526961 -0.753554 | -3352.99 241.762
59.9936 -37.2813 | -1.90721 -1.91019 | 426.345 753.591
60.4211 -37.0119 | -1.07493 -3.01072 | 2936.38 859.191
60.8372 -36.7215 | -0.742516 -3.4912 | 2328.86 -3457.74
61.2408 -36.4147 | -0.219754 -3.88875 | -4800.25 1175.08
61.62 -36.0832 | -0.382194 -3.79541 | -9446.22 -2822.84
61.9707 -35.7312 | -2.69983 -1.06387 | -1044.26 -1557.5
62.3085 -35.369 | -3.33694 -0.795328 | 5423.25 1252.64
62.6491 -35.0055 | -3.39156 -2.78126 | -519.272 861.237
62.9947 -34.6458 | -4.00767 -1.0819 | 2037.79 -1169.06
63.3516 -34.2967 | -1.52333 0.604513 | -293.339 -946.866
63.7187 -33.9591 | 0.87811 0.553901 | 635.529 -1282.7
64.0943 -33.6317 | -0.494555 1.82659 | -2553.65 2594.5
64.4724 -33.309 | -1.23716 1.64241 | -5206.98 -5100.69
64.854 -32.9982 | 0.737093 -1.28139 | -251.003 691.325
65.2442 -32.6987 | 0.139806 -0.655331 | 2117.03 1920.74
65.6477 -32.4127 | -0.940256 -1.42567 | 7058.59 56.6721
66.0683 -32.1433 | -0.58117 -4.70651 | 733.614 8227.24
66.4979 -31.8813 | 0.179277 -5.99816 | -3339.89 -3642.11
66.9373 -31.6423 | -0.517114 -1.68702 | -870.307 -4651.97
67.3888 -31.4332 | 0.883821 -1.35321 | -3614.29 3839.64
67.8486 -31.2464 | 0.557912 0.20958 | 1439.89 3658.99
68.3215 -31.0909 | -0.0405872 2.39935 | 4733.63 -1500.12
68.8107 -30.9876 | 0.302851 1.77096 | -4744.92 -7134.31
69.3052 -30.9477 | 0.610467 0.282274 | -3802.64 4212.36
69.7987 -30.9538 | 1.57156 -0.539382 | 2904.28 2280.4
70.2916 -31.0029 | 2.06858 0.424055 | 1713.5 -5204.74
70.78 -31.0991 | 1.97195 -0.299346 | 3855.25 3300.83
71.2641 -31.2251 | 1.61413 -0.870937 | -1061.25 1411.9
71.7394 -31.3784 | 1.18152 -0.531045 | -3560.38 -6185.75
72.2034 -31.5605 | 1.67371 0.145204 | 1775.48 5084.38
72.6654 -31.7466 | 2.54396 0.978149 | 266.226 2693.87
73.1274 -31.9321 | 1.44552 0.179613 | 2471.44 -1837.5
73.59 -32.1225 | 0.253633 -0.650241 | 1608.12 1325.45
74.0516 -32.3192 | 0.44142 -0.269119 | 1584.06 -7443.8
74.5105 -32.5313 | 0.503348 0.83594 | 4150.33 -732.089
74.9723 -32.7446 | -0.708568 1.99134 | -383.524 2545.29
75.4379 -32.9476 | -2.25363 4.52794 | -3092.59 -638.355
75.906 -33.1368 | -2.30742 5.26182 | -8469.03 2182.67
76.3764 -33.3012 | -0.79636 1.6265 | -742.354 1177.38
76.8566 -33.4288 | 1.85598 3.36249 | 5476.7 -4238.26
77.3507 -33.5111 | 1.02337 2.3106 | 2891.59 7895.78
77.8534 -33.5266 | -0.983513 0.212879 | 568.255 936.105
78.3555 -33.4863 | -1.86381 3.4254 | -3734.43 -5612.87
78.849 -33.4046 | -1.19738 2.52163 | -5723.38 1359.46
79.328 -33.2757 | -1.20463 3.04259 | -891.55 -377.236
79.7925 -33.1046 | -0.520372 3.26393 | 2413.69 -2399.12
80.2435 -32.8979 | 1.04164 0.560858 | 2078.9 3604.43
80.6777 -32.6522 | 0.773909 -0.814534 | 237.529 40.9273
81.0941 -32.3754 | 0.249212 -0.307497 | 4400.38 -1143.93
81.4959 -32.0732 | -1.44381 2.53734 | 3339.68 3896.11
81.8779 -31.7407 | -0.79081 1.73644 | -1382.42 588.886
82.2323 -31.379 | 0.512847 -1.21904 | -1927.1 263.603
82.5559 -30.9915 | 1.25754 -3.43343 | -3772.38 -4193.9
82.8489 -30.586 | 1.13848 -2.61766 | -2986.43 -3456.37
83.1158 -30.1669 | 0.0628118 0.343826 | 2615.67 2939.89
83.3666 -29.7355 | 2.61496 -0.360822 | 815.992 138.139


6.71747 14.1 | 0.528039 7.21938 | 6590.94 356.552
7.12822 14.394 | 0.65518 1.97148 | -6896.8 4879.72
7.53806 14.6864 | 0.978535 1.86343 | 125.249 2094.08
7.95693 14.9681 | 3.48554 3.31112 | 10969.8 -6029.22
8.39832 15.2238 | 3.07359 -0.159067 | 10254.7 2703.23
8.8514 15.4724 | 1.35546 -2.40297 | -13762.3 3373.69
9.28852 15.7345 | 0.4698 -0.00617874 | -4393.64 -11598.7
9.71113 16.0041 | 1.10158 0.153215 | -4889.48 5213.66
10.1089 16.3041 | 4.51427 -0.338663 | -5964.22 -2520.7
10.4804 16.6283 | 3.0939 -3.01801 | -3486.57 -6535.57
10.833 16.9664 | -1.78595 -0.977283 | 4174.61 6037.1
11.176 17.3206 | 1.32517 0.0955785 | 7304 -197.121
11.5169 17.6822 | 1.69564 0.0435162 | -3087.61 -2174.35
11.8452 18.0534 | 1.39624 2.12773 | 6108.78 158.292
12.1595 18.4399 | 1.2 1.06429 | -7181.7 5109.97
12.4398 18.8524 | 0.116869 0.38316 | 5406.41 -535.949
12.6974 19.2824 | 1.62802 2.08515 | 2270.12 3364.26
12.9276 19.7317 | 1.70979 3.18031 | -704.82 4889.08
13.1234 20.2005 | 1.14709 2.89094 | 1470.58 149.818
13.285 20.6818 | 2.10546 -0.304583 | -7627.25 -9460.72
13.4057 21.1665 | 1.60919 -2.85122 | 4556.35 -5674.69
13.5 21.6527 | 2.65695 -1.21358 | -7898.42 5132.65
13.5615 22.1454 | 3.5888 -1.94333 | 3040.59 -7113.49
13.6177 22.6348 | 1.74031 -2.3555 | 8021.07 3540.92
13.6831 23.1263 | 2.35611 -2.26185 | -6894.06 7384.64
13.741 23.6238 | 2.91016 -3.01267 | 5082.46 -2579.62
13.8056 24.1205 | 3.71359 -2.49344 | -503.576 5715.47
13.8712 24.6206 | 2.44359 -1.91709 | -3872.47 -4249.68
13.9362 25.1188 | 0.424216 -0.810674 | 6600.94 3076.54
14.0135 25.6185 | 2.19842 -0.474253 | 4625.73 7633.15
14.092 26.123 | 0.230206 -1.31876 | -12545.9 -5981.45
14.1452 26.6254 | 0.0243038 -0.0579279 | -442.195 -9016
14.1923 27.1218 | 2.7806 -0.517622 | 5563.87 983.556
14.2514 27.6173 | 1.49812 -0.12294 | -7049.75 6217.22
14.3183 28.1153 | 1.29827 2.8364 | 7443.94 -3420.05
14.4184 28.6063 | 1.16727 1.918 | 475.547 -5082.25
14.5461 29.0885 | -2.20041 2.39183 | -5846.03 11447.5
14.6917 29.572 | 0.589642 0.493489 | 3054.04 1773.69
14.8757 30.0442 | 1.28279 -0.653008 | 2544.81 -7582.47
15.1067 30.4902 | -0.224262 1.59865 | -6028.39 -4198.55
15.3754 30.908 | 1.6494 0.747002 | -543.132 -1752.48
15.6848 31.2939 | 2.23947 2.3739 | -263.003 1768.27
16.0327 31.6457 | 2.08809 1.1792 | -5061.53 2095.38
16.4157 31.956 | 2.14481 -1.6108 | 5947.54 -5534.91
16.8414 32.2066 | 3.90246 -2.45144 | 914.044 1246.03
17.2941 32.4075 | 1.78135 -0.81528 | -3520.4 18.0232
17.7601 32.5709 | 1.27756 -3.29626 | 1043.91 -202.455
18.2347 32.7102 | 0.497539 -3.85158 | 4248.96 1065.83
18.7144 32.8424 | -2.83147 0.206483 | -763.589 1894.95
19.1911 32.985 | -2.25274 -1.90287 | -924.537 5811.81
19.6613 33.1486 | -1.15883 -4.02168 | -5259.24 -2276.5
20.1251 33.3208 | 1.13751 -1.033 | -1563.92 3199.51
20.5902 33.4932 | 3.33806 -1.63717 | 18786.6 -1642.55
21.0752 33.6465 | 0.790783 0.585987 | 6838.07 -761.431
21.5706 33.7838 | -0.545171 4.22808 | -8899.18 1937.38
22.0616 33.9165 | -2.14323 3.65151 | -6873.8 -2814.37
22.5481 34.0423 | -2.12778 -1.84827 | -1410.1 -4774.55
23.0338 34.1633 | 0.430954 -3.3133 | 6705.24 5959.08
23.5211 34.2992 | 2.03505 -4.7665 | 1390.36 2416.48
24.0047 34.4509 | 3.83871 -2.30585 | -9993.71 -6651.79
24.4782 34.6111 | 3.91148 -0.0302866 | 5317.93 2278.11
24.9479 34.7906 | 1.96471 -0.639602 | 1335.99 -356.95
25.4096 34.9946 | 1.02497 1.61014 | 3704.7 5643.19
25.8594 35.2329 | -1.07861 2.42652 | 2431.77 2910.26
26.2932 35.501 | 0.211684 2.18928 | -11889 -15653.1
26.7 35.7854 | 0.156668 4.1428 | -13442.5 1968.76
27.0708 36.1042 | -0.320976 2.62873 | 10447.5 1566.01
27.4278 36.4472 | 0.465794 2.2232 | 16785 555.886
27.7724 36.8154 | 0.840164 3.29049 | -10927.8 12442.9
28.0628 37.2299 | 2.43274 3.27349 | -7447.32 -9207.73
28.3039 37.6666 | 3.34033 2.22756 | 8347.71 -5648.01
28.5167 38.1163 | 3.71 1.50525 | -4398.88 9112.59
28.6876 38.5879 | 3.59021 2.8024 | 3102.44 -1876.73
28.8275 39.0688 | 2.87918 1.26699 | 1871.81 -8231.94
28.9351 39.5523 | 2.77086 1.84349 | -8020.37 -704.308
28.9973 40.0419 | 0.21455 4.30837 | 7165.94 5596.51
29.034 40.5379 | 1.99169 2.09814 | -2224.29 -1182.14
29.0392 41.0342 | 0.464905 0.371083 | -7612.78 -7774.97
29.0174 41.5251 | -1.41149 1.16796 | 8806.05 2850.87
29.0049 42.0182 | -0.213413 1.60874 | 664.786 7728.98
29.0023 42.5167 | 1.13322 -0.675149 | -4383.92 -1952.3
29.0067 43.0147 | 1.51621 -2.2613 | 306.463 -2147.99
29.0326 43.5107 | -1.12631 -0.884275 | 7024.18 2348.11
29.0925 44.006 | 1.65881 0.976823 | -5775.12 4488.03
29.1711 44.5012 | 1.79797 0.676862 | -2137.2 -2237.93
29.2767 44.9889 | -2.53096 2.34878 | 7015.82 -10992
29.4237 45.4598 | -3.74326 2.83918 | -3645.22 5569.05
29.5906 45.9265 | -2.88899 1.90008 | -3825.8 7311.14
29.7735 46.3907 | 1.6012 -0.398307 | 2797.45 -10073.5
29.9864 46.8361 | 0.0703581 -1.50772 | -4651.57 -66.0117
30.222 47.268 | -3.44487 -0.022134 | -2133.04 6855.04
30.4869 47.6865 | -1.67405 -1.02181 | 12841 -5087.6
30.7997 48.0745 | -1.75318 -1.78978 | -9292.53 12412
31.1335 48.4474 | -4.25074 0.142988 | 2628.37 -9478.19
31.5032 48.7786 | -1.94071 -2.33829 | -7226.04 -4452.45
31.8982 49.0681 | 0.561294 -4.92121 | -4472.48 3323.58
32.3154 49.3205 | 0.306425 -1.90044 | 6060.63 -8100.26
32.76 49.526 | -0.311959 -3.46313 | 3828.96 12266.3
33.2191 49.7165 | -2.69608 -1.30336 | 8360.39 2868.41
33.6928 49.8888 | -3.34196 -3.95742 | -5200.04 -2993.23


23.9862 -15.6431 | 4.4207 -0.908072 | 8056.57 -3640.4
24.4928 -15.6206 | 3.63972 -3.67792 | -3211.47 7596.81
24.9971 -15.6158 | 3.72921 0.105484 | -5906.13 -2464.48
25.4961 -15.6414 | 3.45744 0.380123 | -1714.87 -2830.26
25.9909 -15.7 | 2.68768 0.344531 | 3132.67 3148.78
26.4844 -15.7819 | 2.25601 0.853836 | 1480.68 -5609.73
26.9751 -15.8907 | 0.530826 0.206037 | 3520.97 -266.773
27.4663 -16.0095 | -0.463568 0.378272 | 1634.35 5559.06
27.9584 -16.1231 | -1.12661 -1.2431 | -7320 -688.462
28.445 -16.2376 | -0.747229 -0.92428 | -4674.27 2233.44
28.9277 -16.3513 | 0.393582 -0.716847 | 2856.75 -1673.95
29.4115 -16.468 | -1.43737 -3.31329 | 3485.24 -85.9679
29.8975 -16.5866 | -1.20828 -2.82424 | -785.551 -1776.01
30.3826 -16.708 | 0.160611 -2.6862 | -4192 -3187.95
30.8664 -16.8261 | -0.297282 -3.85262 | 1907.6 2398.53
31.356 -16.9202 | 0.752735 -2.32355 | 2217.11 5638.09
31.8516 -16.9798 | 0.70941 -2.24966 | -4160.82 -5028.5
32.3468 -17.0184 | 0.478408 -2.25855 | -914.288 -204.175
32.8427 -17.0293 | 0.622758 -2.9652 | 1624.97 1411.13
33.3397 -17.0059 | 0.0566304 -3.76043 | 3881.53 1368.83
33.8372 -16.9486 | 0.405844 -0.387073 | 2802.22 -620.319
34.3326 -16.8628 | -0.669685 1.30559 | -2633.19 -4136.41
34.8208 -16.7509 | -1.55722 -0.750412 | -1472.66 3898.68
35.2983 -16.6011 | -0.273617 1.10898 | 2219.04 549.503
35.7659 -16.418 | 0.218556 1.50443 | 1515.48 -602.87
36.2224 -16.2058 | -0.07183 -0.108498 | 1496.95 951.819
36.6657 -15.9649 | -3.28164 1.74889 | -2609.67 -490.425
37.0913 -15.6969 | -3.57616 1.28356 | -2179.33 2442.87
37.5003 -15.4044 | 0.471287 -0.306299 | 3777.93 -1571.09
37.9022 -15.0995 | -0.0654699 1.77975 | 2693.62 721.186
38.2982 -14.7828 | -2.1405 4.43574 | 1752.42 4369.4
38.6861 -14.452 | -2.656 4.26099 | -3568.73 -1824.89
39.0649 -14.1147 | -3.43141 2.53251 | -903.592 -2986.28
39.4403 -13.7774 | -4.3018 2.17432 | -105.462 -2039.94
39.8144 -13.4414 | -4.41365 0.731478 | -5845.88 -90.9182
40.1839 -13.1048 | -3.61543 0.888122 | 2805.97 1603.91
40.5603 -12.7732 | -1.10492 1.94129 | 3376.53 -2855.02
40.9488 -12.4544 | 2.01321 0.230931 | -1030.59 431.057
41.3436 -12.1425 | 3.24935 -0.653132 | 3948.73 5126.24
41.7453 -11.8321 | 1.08602 -0.466358 | 1069.98 1035.86
42.1534 -11.527 | -1.03758 -0.0993918 | 2112.77 -1018.76
42.5688 -11.2305 | -0.830981 -0.865149 | -2725.07 888.547
42.9872 -10.9404 | -1.2496 -1.08931 | -5558.4 3344.43
43.4109 -10.6609 | -1.0756 0.646235 | 8919.12 -3031.74
43.8584 -10.4142 | -0.0916557 0.715272 | -2461.67 -1839.82
44.323 -10.2068 | 0.858183 -0.940033 | -5114.76 -1019.45
44.8005 -10.0436 | 1.14619 -0.314845 | 305.294 -3826.64
45.2913 -9.93312 | 0.232827 0.18091 | -2890.82 2595.37
45.7887 -9.87114 | -0.905984 -0.661194 | 1400.83 -2111.14
46.2904 -9.86495 | -0.839472 -0.42239 | -1375.63 -2141.48
46.7896 -9.91293 | -0.319191 1.45602 | 3294.25 1661.81
47.2854 -10.0047 | -0.244615 2.00299 | 5340.27 -2588.44
47.7755 -10.1386 | -0.475287 2.36661 | -5051.25 -15.6298
48.2516 -10.3067 | 0.0331473 2.10695 | -3676.31 1685.11
48.7145 -10.4988 | 0.0192612 0.752017 | -2030.45 2495.92
49.1672 -10.7063 | -1.23042 -0.64241 | -5242.54 1683.45
49.6094 -10.9257 | -0.558307 -3.32486 | -250.922 1593.25
50.0469 -11.1519 | 0.154607 -3.27076 | 2243.72 293.397
50.4829 -11.3841 | -2.05047 -2.07445 | 2658.7 -3798.04
50.9171 -11.6249 | -3.42469 -0.604257 | -3456.58 1036.41
51.3475 -11.8659 | -2.49141 1.99649 | -9600.84 1857.77
51.7752 -12.0968 | -2.1034 1.0022 | -671.498 3874.87
52.2135 -12.3012 | -1.58325 0.187919 | 3379.12 -2176.66
52.6672 -12.4767 | -2.47685 -0.344489 | 5815.65 2769.67
53.136 -12.6202 | -3.16563 0.120498 | -1774.01 -806.109
53.6093 -12.748 | -4.45189 -0.817221 | -941.951 -6220.26
54.0838 -12.875 | -4.07625 -1.49419 | 4449.79 -1775.32
54.565 -12.9929 | -0.94651 -1.4261 | 4778.19 814.09
55.0546 -13.0905 | 0.48754 -1.86246 | 1802.67 -200.825
55.5502 -13.1645 | 0.193199 -4.21133 | -1303.21 -937.523
56.0484 -13.2125 | -0.805883 -5.44475 | -1416.73 -700.534
56.5478 -13.2286 | -1.55798 -2.65065 | 1768.64 6433.9
57.0488 -13.2045 | -1.15937 -1.12941 | 5483.46 193.576
57.5524 -13.1575 | -1.6462 -1.08493 | 3912.83 -8350.95
58.0577 -13.1044 | -3.0582 -0.108298 | -5219.6 3067.26
58.5569 -13.0286 | -2.91256 -1.29384 | -2164.16 -100.919
59.0489 -12.9271 | -1.54883 -0.682388 | -3203.56 -384.575
59.531 -12.7984 | 0.300598 -0.628803 | -5393.95 -2722.55
60.0003 -12.6429 | 0.291831 0.155457 | 787.236 -357.044
60.458 -12.4566 | -0.710991 2.06624 | 180.327 2826.24
60.9019 -12.2361 | 0.906687 1.58685 | 3324.83 3502.38
61.3353 -11.9886 | 0.644252 2.74379 | 1668.79 -523.814
61.7623 -11.7287 | 1.3807 2.42094 | -1716.4 -7483.95
62.1842 -11.4677 | 2.22102 2.78781 | -1552.7 -275.56
62.5963 -11.1951 | 2.11678 2.45926 | -5207.06 4709.85
62.9941 -10.9038 | 1.41116 1.20115 | 1475.33 -726.223
63.3909 -10.6091 | 0.202851 1.17808 | 6285.4 1768.09
63.7988 -10.3204 | 1.18641 1.62254 | 6469.65 5002.43
64.2216 -10.0415 | 2.05481 2.08092 | 3636.1 693.183
64.6594 -9.78161 | 1.13677 1.92117 | -6495.47 -3193
65.1067 -9.54811 | 1.35231 -1.54005 | -514.402 -2097.86
65.5677 -9.34568 | 0.700255 -1.81225 | 5546.75 -266.741
66.0448 -9.17361 | 1.07668 0.679945 | 794.471 5359.11
66.5322 -9.02568 | 3.77334 3.15074 | 682.687 183.536
67.029 -8.91535 | 4.27054 4.04809 | -7159.58 -10232.5
67.5285 -8.85911 | 3.07318 0.377297 | -3332.24 3234.56
68.0283 -8.83808 | 3.26478 -4.34352 | 4107.33 3330.14
68.5307 -8.84714 | 4.57549 -1.33313 | -1057.28 -2102.74
69.0308 -8.89411 | 4.60978 -0.405108 | 923.161 -151.484
69.5266 -8.97816 | 3.54925 -1.08888 | -3017.12 469.61


-21.738 -14.4599 | -3.53019 -0.939023 | 313.735 -2100.23
-21.255 -14.588 | -4.14111 1.317 | -5218.78 7948.54
-20.7823 -14.737 | -0.927397 3.43992 | 3765.36 -10746.5
-20.3178 -14.9217 | -0.494183 -1.5264 | 6652.47 12861
-19.8579 -15.1189 | -1.4418 -2.9869 | -10460.6 -6506.37
-19.4229 -15.3568 | -1.04003 0.866528 | -2896.08 -2268.69
-19.0077 -15.6285 | 1.50662 0.976567 | 16051.7 511.806
-18.5929 -15.9181 | 2.25896 -1.07882 | 1907.42 -7318.3
-18.1901 -16.234 | 1.85581 0.122503 | -3229.68 -10135.9
-17.7997 -16.5712 | 0.692425 1.16474 | 7502.87 5279.99
-17.3984 -16.8964 | -0.170836 -1.67031 | -7951.45 8260.51
-16.9896 -17.1975 | -2.02487 -4.61275 | -8401.47 6795.82
-16.5719 -17.4719 | -0.979994 -0.0610678 | 7708.87 -2680.23
-16.1368 -17.7255 | -1.42416 0.101838 | -6145.03 -2949.61
-15.6935 -17.9607 | -1.18124 -1.34792 | 1913.83 1380.04
-15.2335 -18.1647 | -1.78891 0.257337 | 10626.3 1208.12
-14.7518 -18.3315 | -3.2402 0.354569 | -4916.05 -6311.36
-14.2613 -18.4678 | -1.1886 -3.09136 | 3867.35 6532.65
-13.7584 -18.5528 | -0.0439489 -1.09649 | -1839.51 5903.69
-13.252 -18.5895 | -3.03199 -1.41568 | -8907.11 -4872.86
-12.7511 -18.6016 | -1.53347 -1.8592 | -4170.32 -6595.98
-12.2533 -18.592 | 1.39019 -2.39642 | 6275.84 7009.81
-11.7541 -18.5372 | 0.592643 -3.10915 | 2778.44 3020.95
-11.2579 -18.4411 | 0.198938 -1.49496 | 2926.54 -7378.54
-10.7668 -18.3174 | 0.961325 -0.997788 | -1968.29 -781.458
-10.2908 -18.1492 | 2.79174 -1.42244 | 56.4657 7437.7
-9.84078 -17.9181 | 2.21203 0.90397 | -227.065 -2346.07
-9.42533 -17.6325 | 4.01823 -0.175887 | -6938.04 -974.626
-9.05803 -17.2938 | 5.64741 -1.37488 | -5070.35 3555.27
-8.73823 -16.9105 | -0.565822 5.5244 | 5194.42 -499.859
-8.44351 -16.5048 | 2.47441 6.31637 | 3156.79 -2740.1
-8.16485 -16.0885 | 4.90701 3.20674 | -3399.72 -6318.38
-7.90627 -15.6634 | 3.02744 0.983198 | 634.025 14501.8
-7.66529 -15.2177 | 3.84464 -2.21342 | 8508.12 5277.16
-7.42373 -14.7649 | 3.28071 -2.27213 | -2612.07 -7855.59
-7.18494 -14.3165 | -1.01681 -0.770616 | -6390.53 -4695.2
-6.95171 -13.8711 | 0.673215 -2.79574 | 1285.34 4952.82
-6.71104 -13.4261 | 0.179995 -2.868 | 7285.61 3295.81
-6.44942 -12.989 | -0.648608 -2.49891 | -7167.78 -10166.8
-6.17514 -12.569 | -2.52195 0.0265328 | -5562.38 2585.12
-5.88403 -12.161 | -1.40983 2.37619 | 16520.3 4717.61
-5.55117 -11.7737 | -1.23148 3.63288 | 285.886 2617.07
-5.19338 -11.4064 | -0.380874 -0.387215 | -9505.2 -3370.15
-4.82138 -11.0629 | 0.293372 -4.21315 | 324.463 -5974.13
-4.42617 -10.7527 | -1.27339 -0.204696 | -3034.34 -1162.53
-4.01199 -10.4728 | -0.503911 2.0481 | -1807.61 6429.2
-3.57892 -10.2213 | 0.752135 1.86909 | 5966.03 -6255
-3.11829 -10.0203 | 2.22707 -0.825211 | 729.33 -2659.8
-2.64012 -9.86418 | -1.79183 0.145439 | -582.613 3164.86
-2.15357 -9.73509 | -4.3653 -1.78235 | -3182.63 4442.88
-1.66221 -9.62689 | -1.21829 -1.17318 | 10355.4 1736.02
-1.15814 -9.55181 | 1.39139 2.87279 | -1776.19 -7793.2
-0.650833 -9.52557 | 3.44971 0.569999 | -7901.03 545.021
-0.14873 -9.53522 | 0.561252 1.0712 | -2827.55 961.581
0.34978 -9.57116 | 0.338851 3.95095 | 3101.8 4679.14
0.849074 -9.62744 | 3.03255 0.282065 | 10435.4 -8361.17
1.35167 -9.71796 | 2.67234 -0.126799 | -726.335 -1503.1
1.85098 -9.82918 | 3.59917 0.315878 | -1589.37 6754.98
2.34755 -9.94373 | 3.17315 -3.07441 | 150.432 -4963.21
2.84089 -10.0697 | 0.237112 -2.216 | -8387.76 1296.45
3.32822 -10.196 | 0.055021 0.322504 | 1487.11 5326.37
3.81793 -10.3109 | -2.01455 -1.38493 | 3964.59 -1879.44
4.3108 -10.4233 | -0.977909 -4.27666 | -3601.1 -3849.08
4.802 -10.5374 | 2.34843 -0.22185 | 22.3038 97.2408
5.29597 -10.6407 | 0.507791 5.96662 | 5764.79 334.169
5.79775 -10.7212 | 1.11874 4.12766 | -1837.19 4748.29
6.30225 -10.77 | 1.74864 1.03608 | -2545.11 -3896.14
6.80647 -10.7951 | 0.664743 0.903119 | -1048.76 -1715.17
7.30937 -10.7882 | -1.93976 0.446476 | -5790.41 3922.82
7.8048 -10.7337 | -3.17589 1.37526 | -3186.41 1389.49
8.2906 -10.6334 | 1.15085 -2.38631 | 2789.87 -1406.62
8.76892 -10.4978 | 1.7225 -2.87922 | -1564.37 2537.4
9.2365 -10.3319 | 1.53357 -2.69057 | -2950.41 -13617.8
9.69446 -10.1537 | 1.32882 0.220226 | 4632.51 1854.62
10.1376 -9.93467 | 0.952485 -0.99325 | 306.624 13906.2
10.5504 -9.65293 | 3.26073 -3.4282 | 3954.28 -3278.57
10.9366 -9.33372 | 1.2661 -1.11176 | -6949.05 -4057.19
11.2907 -8.9861 | 0.585122 -0.434222 | 102.738 684.479
11.6226 -8.61589 | 2.5316 0.450948 | 6565.25 8011.53
11.9458 -8.22826 | 1.29643 -0.0656689 | 684.173 3067.23
12.2685 -7.83681 | 0.784837 -0.350804 | 4615.63 -6842.38
12.6042 -7.45883 | 1.69082 -0.527841 | 1296.95 -10708.6
12.944 -7.09072 | 1.67098 -0.136999 | -11844.2 13565.3
13.2614 -6.70073 | 2.41385 2.21291 | 7769.45 4915.84
13.5813 -6.30561 | 0.0103703 1.19633 | 7737.19 -12545.1
13.912 -5.92429 | 1.02014 -1.052 | -16930.4 -9.12414
14.222 -5.5371 | 1.38905 0.877615 | -2737.8 -4272.96
14.5252 -5.15067 | 0.80004 -0.0411188 | -538.188 -1661.63
14.8346 -4.76982 | 2.63463 -1.39187 | 4957.33 11660.3
15.1631 -4.39457 | -0.460464 -1.7943 | 3024.48 -2555.91
15.5231 -4.04743 | -2.37325 -1.77668 | 3870.7 -5167.58
15.9162 -3.73748 | -3.7291 -1.57454 | -2021.52 8624.65
