-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
-89.7497 28.4323 | -1.74163 1.02862 | -18905.5 -19558.4
-89.432 28.804 | -0.0376707 -0.184764 | 14556.3 18852.5
-89.1207 29.1975 | 0.844938 0.888999 | -10053.2 -984.358
-88.8234 29.5979 | -2.52225 3.46336 | 6027.6 -12650.4
-88.5146 29.9846 | 1.19428 -1.95598 | -3715.29 10823.9
-88.2025 30.3759 | -3.81417 -0.257419 | 20604 13281.6
-87.8667 30.7638 | -2.73693 0.347402 | -33354.8 -26729.3
-87.5369 31.1258 | -0.33073 1.97458 | 27416 13388.7
-87.1722 31.4752 | -3.09468 -3.18591 | -7962.92 7103.46
-86.7982 31.8165 | 0.047251 -2.17334 | -2111.09 -5004.9
-86.4061 32.1293 | -0.525457 2.87624 | -12088 -8026.99
-85.9942 32.3998 | -0.8541 4.38711 | 18771.8 6136.24
-85.5439 32.625 | -1.0282 0.641415 | -4306.61 -4107.38
-85.0752 32.8 | 2.0529 0.293256 | -18538.4 -5706.59
-84.6034 32.9327 | -1.58745 -2.5772 | 30956.3 14272.2
-84.106 33.0429 | 0.855414 -0.986003 | -18934.4 -11903.8
-83.6105 33.1124 | -3.17636 -1.12451 | 19280.8 6758.38
-83.1031 33.1646 | -2.06707 -0.227784 | -23421.5 1599.95
-82.6069 33.2006 | 3.55411 0.517323 | 14197.6 -1581.45
-82.1014 33.2111 | -0.60367 0.543115 | 4216.28 -1339.02
-81.5925 33.1936 | -0.430089 2.18164 | -2451.86 -3859.07
-81.0874 33.1507 | -0.69884 -0.438555 | -13031.3 1892.67
-80.592 33.1004 | -0.514172 -0.984166 | 5028.32 9098.11
-80.0942 33.0563 | -0.531995 -0.887728 | 3106.79 -3229.22
-79.5955 32.9949 | -1.43883 1.95326 | -3445.24 -8803.44
-79.1003 32.9047 | 0.879311 5.38677 | 20806.7 5236.51
-78.5958 32.8084 | 2.06456 3.11816 | -27928.3 -929.077
-78.1108 32.7003 | -1.97039 3.12411 | -1615.51 3150.31
-77.6282 32.5917 | -0.803956 2.92759 | 20819 -2846.09
-77.1326 32.4829 | 0.678396 3.87784 | -13273 -5712.72
-76.6429 32.3746 | -3.27077 0.331603 | 524.319 11462.8
-76.1476 32.2954 | -1.1344 -4.5332 | 22350.8 -5829.78
-75.6376 32.2284 | 3.54726 -3.15075 | -29987.6 753.125
-75.1427 32.1731 | 2.11468 -4.32525 | 16494.3 2668.34
-74.6375 32.1336 | -2.93473 -1.79208 | 4619 -3712.43
-74.1275 32.1012 | -0.768894 1.46821 | -4939.72 -6968.82
-73.6194 32.0801 | 1.60019 0.627829 | 2681.17 6027.7
-73.1116 32.1031 | -0.0930716 -3.33262 | -12941.6 15185.1
-72.6177 32.1807 | -0.492461 1.32363 | -4681.2 -26522.8
-72.1304 32.2601 | -0.023542 1.36172 | 4724.4 24305.8
-71.6473 32.391 | 2.11073 -1.22862 | 12984.8 -15237.4
-71.1588 32.5309 | -0.871055 -1.40226 | 4529.93 12755.8
-70.6771 32.7059 | 0.982361 -1.06726 | -16723.8 -17851.1
-70.2165 32.8971 | 1.69707 -5.216 | -3138.17 15627.1
-69.7773 33.1363 | 0.159334 -3.42216 | 16474 -3984.41
-69.3422 33.3959 | 1.04976 -1.04827 | -23039.2 -3665.57
-68.9352 33.677 | 1.724 0.0711283 | 10096.3 5404.31
-68.5278 33.9695 | 4.51896 2.93179 | 15462.9 3180.85
-68.1079 34.2592 | 2.18374 -0.441273 | -15104.4 -13643
-67.6955 34.5379 | 2.98486 0.966908 | -5085.87 -77.4782
-67.2921 34.8222 | 2.99461 2.30304 | 6152.02 7297.84
-66.8931 35.1195 | 0.282232 -1.44841 | -11300.7 -13722.2
-66.5046 35.4167 | 1.50931 -4.69198 | 17926.9 19356.6
-66.1145 35.7351 | 0.0936489 0.228238 | -18404.9 -8556.63
-65.7364 36.0543 | 0.594198 -2.55479 | 21246 7664.37
-65.3374 36.3654 | 0.994739 -1.45318 | -16608.8 -6802.94
-64.9351 36.6567 | 3.55676 -1.95111 | 8232.54 3802.56
-64.5112 36.9213 | -2.51655 -0.378819 | -8249.44 -12308.7
-64.0718 37.1438 | -2.53432 3.01074 | 8693.63 492.682
-63.6165 37.3451 | 1.02756 -0.117624 | 2122.67 16093.8
-63.1582 37.5552 | 2.67726 -0.379896 | 288.129 -4620.88
-62.6955 37.7509 | 2.07902 -1.41397 | -15349.1 -2681.57
-62.2354 37.9254 | -0.476658 0.987116 | 3201.36 4317.23
-61.764 38.0673 | 2.40386 -0.596593 | -4523.02 -14359.3
-61.283 38.1501 | 3.10445 1.52691 | 2277.57 11220.6
-60.7932 38.2058 | -0.102345 1.99737 | 26123.8 -1362.64
-60.2836 38.226 | 2.80402 -0.0203229 | -16105.9 4872.99
-59.7803 38.2143 | 1.43058 0.903223 | 14562.2 -10467.1
-59.272 38.1541 | 1.09693 -0.615581 | -6128.26 9492.69
-58.7725 38.0661 | -3.19388 -2.23919 | -7165.83 -7644.94
-58.2882 37.9354 | -4.86679 -0.248835 | -5529.18 15243.9
-57.819 37.7816 | -1.73818 -1.14022 | -7230.17 -14098.6
-57.373 37.5733 | -2.68127 -0.873019 | 5243.76 -1291.5
-56.9335 37.3409 | 0.834822 -0.374818 | 14071.1 3141.57
-56.4829 37.1101 | -0.987119 -0.795766 | 6536.98 1959.11
-56.0275 36.8782 | -3.74046 0.74788 | -3897.84 -9654.9
-55.5827 36.6263 | 1.44015 2.58931 | -9218.99 11307.2
-55.1489 36.3732 | -2.9772 1.90354 | 1647.42 -9042.04
-54.7204 36.1095 | -1.83814 1.17049 | -7674.23 12831.2
-54.2952 35.8601 | 3.41746 -0.792911 | -8306.79 8232.33
-53.8753 35.6187 | 0.627128 -5.65874 | -929.082 -11966.9
-53.4596 35.3631 | -1.43304 1.39783 | 12942.5 -1498.06
-53.0299 35.1133 | -2.27651 3.17963 | -1042.73 -2436.62
-52.5893 34.8761 | 1.34019 1.53045 | 17781 -3217.69
-52.1266 34.6618 | 1.97602 -0.722993 | -22486.2 4936.34
-51.6674 34.4765 | 1.14906 -1.06966 | -7982.45 7294.42
-51.2028 34.3294 | -1.4783 1.62264 | 10844.2 -11307.4
-50.7232 34.2095 | 2.36897 4.30531 | -8249.43 6819.17
-50.2364 34.1409 | 2.63445 1.08735 | 25642.5 1917.93
-49.7303 34.1198 | -4.43261 -0.62695 | -21573.7 -8576.77
-49.2351 34.1272 | -0.428 3.22337 | 6511.41 6451.78
-48.7393 34.1775 | 0.895707 -2.50826 | 3136.25 -1683.97
-48.2447 34.2594 | -3.75212 1.48181 | 2218.13 3184.35
-47.7531 34.3691 | -0.799985 1.89909 | 4940.32 -11941
-47.2644 34.4916 | -0.504387 -2.49595 | -19992.4 9785.96
-46.7993 34.6588 | -1.47622 -0.795348 | 16318 -1724.87
-46.3352 34.8515 | 1.46781 0.0373281 | -4835.27 -299.622


-91.4559 33.9954 | -0.57219 -0.309923 | 14025.4 2600.34
-91.0237 34.2679 | -2.30146 -0.433723 | -12441.6 -3701.34
-90.6018 34.5398 | 0.735433 0.397223 | -4548.17 3664.34
-90.1868 34.8171 | -1.38148 -2.42172 | 2140.42 368.325
-89.7673 35.0852 | 1.6093 1.00901 | -16215.3 -12950.7
-89.3461 35.3252 | 2.07572 -2.25969 | 6575.41 9434.84
-88.9082 35.544 | 3.73652 -2.48489 | 4140 -9881.47
-88.45 35.7219 | 2.53321 -1.94694 | 7023.41 12655.2
-87.979 35.885 | 2.07795 3.82174 | -9073.73 -4114.76
-87.5038 36.0209 | 2.61763 1.04589 | 12011.3 3633.35
-87.0143 36.1295 | 2.27649 -2.3154 | -5716.19 -187.349
-86.5212 36.2043 | 2.08178 -1.93853 | -1648.48 632.4
-86.0245 36.2384 | 0.980803 -1.40714 | 8769.89 -9518.86
-85.5213 36.2231 | -2.84865 -2.71411 | -825.868 14434
-85.0207 36.1886 | -2.22173 -1.57659 | -16036.3 -2136.13
-84.534 36.109 | -1.22404 0.71376 | 20535.7 -13990.1
-84.0454 35.972 | -5.94669 0.557166 | -1240.05 -931.608
-83.5636 35.8087 | 1.62589 -1.43788 | -1380.77 12713.1
-83.0839 35.6511 | 0.119811 0.628825 | -4985.66 -425.139
-82.6102 35.4859 | -3.61306 1.81607 | 1016.26 -9197.82
-82.139 35.3056 | 2.74269 3.01794 | 9592.62 6904.09
-81.6602 35.1353 | 4.23727 0.937543 | -14129.3 322.439
-81.188 34.9683 | 2.2302 -4.9176 | 14626.8 2678.47
-80.708 34.8065 | -3.51815 0.984355 | -19099.1 -4655.63
-80.2423 34.6341 | -0.204381 -1.03965 | 1624.14 3791.29
-79.7749 34.4666 | 1.53717 0.595123 | 12703.4 -6000.4
-79.2965 34.3047 | -0.608635 -1.70819 | -8059.9 10615.4
-78.8162 34.1617 | 2.91289 2.66757 | 15742.9 -18364
-78.3262 34.0135 | 1.33291 -3.53924 | -14592.7 15349.1
-77.8406 33.8965 | -1.13278 -1.68225 | -20488.1 -6429.43
-77.3637 33.7983 | 1.25702 -5.11802 | 23750.5 11640.6
-76.8682 33.7434 | 2.00813 -8.62534 | -12426.5 -9821.97
-76.3764 33.6999 | -0.759368 0.797588 | 6738.05 -6596.21
-75.8786 33.6753 | -0.559425 -2.13632 | 4972.98 14429.2
-75.3762 33.7019 | 3.2681 -0.859516 | 7220.66 -2698.7
-74.8719 33.7541 | 2.80859 -2.50579 | -14520.5 -5029.22
-74.3787 33.8174 | 0.206208 0.00298293 | 993.309 -10746.8
-73.89 33.8924 | -1.64067 -4.49684 | -8060.07 12160.6
-73.4167 34.0199 | -2.5771 -2.11332 | -291.135 -7451.72
-72.9555 34.1842 | -1.25721 -1.21722 | 14042.7 4415.97
-72.502 34.3963 | 2.0412 -0.624097 | 5716.72 15677.7
-72.0673 34.6636 | 2.6656 0.278759 | -2246.33 -10140.4
-71.6502 34.9509 | -0.321303 -0.266583 | -7571.76 -4353.47
-71.2522 35.256 | -0.411776 -2.29875 | 11872.6 11223.7
-70.8606 35.5838 | -1.1696 -1.76806 | -7418.56 -8454.55
-70.4814 35.9183 | 0.0738825 0.301432 | 5956.23 6921.8
-70.1063 36.2644 | -0.99862 2.23011 | -3772.41 -4561.28
-69.7371 36.6128 | 2.72201 -0.171842 | 4563.92 6612.08
-69.368 36.9653 | -3.89597 3.26948 | -13297.8 -16069.3
-69.0043 37.305 | -0.252819 -2.18001 | 9131.38 5488.64
-68.6345 37.6444 | -4.3941 4.2056 | -8897.44 1835.68
-68.2713 37.9856 | -3.4296 -4.52349 | 1724.93 -12622.9
-67.9026 38.3139 | -3.07141 -0.524968 | -3012.78 18343.5
-67.5371 38.6533 | -0.0571314 0.54987 | 156.965 -13979.6
-67.1564 38.9677 | 2.42144 0.251139 | 652.963 1307.43
-66.7606 39.2636 | 3.63558 0.30848 | 3594.72 2996.65
-66.3512 39.5448 | 2.25085 0.15463 | -11454.9 -59.5279
-65.9366 39.8101 | 3.43692 -0.628115 | 15115.8 4643.6
-65.4958 40.0489 | -1.09831 1.40573 | -5599.28 -1426.64
-65.0384 40.2512 | -0.855942 -1.53122 | 11917.2 1573.45
-64.5577 40.4106 | -2.91952 2.63116 | -11705.8 -5068.26
-64.0719 40.5232 | -2.99643 -1.10017 | -5342.93 7362.69
-63.5809 40.5982 | 1.23597 -0.0348795 | 19501.4 -13589.9
-63.0726 40.6138 | 0.369896 -4.06488 | -1006.79 10452.4
-62.5647 40.6062 | -1.42495 -3.07163 | -15303.4 2329.79
-62.0704 40.5711 | -1.55253 -3.6426 | -17754.4 325.291
-61.5927 40.4977 | 2.76898 -4.79791 | 19466.6 -10646.1
-61.1118 40.3822 | -0.174074 -5.40402 | -10326.1 16817.8
-60.6396 40.2579 | -0.212155 -0.951947 | 9413.83 -10201.3
-60.1698 40.0985 | -0.54181 0.399234 | 9670.4 460.306
-59.7039 39.9115 | -1.00716 -0.660726 | -16839.9 -4922.52
-59.2586 39.6952 | -1.09348 -0.648228 | 9531.91 5287.1
-58.8074 39.4788 | 1.16051 -0.637184 | 16303.2 -12075.5
-58.3427 39.2612 | -2.07625 1.86962 | -7955.03 12433.3
-57.8759 39.0681 | -4.07776 0.662714 | -16317.6 4224.67
-57.4153 38.8895 | -1.8118 -2.98253 | 6882.93 -5762.44
-56.9455 38.7154 | 0.99701 -1.90078 | 31727.5 -4747.95
-56.4522 38.5493 | -0.584537 -0.38685 | -29246.2 1957.5
-55.9743 38.3879 | 2.71418 8.66611 | -1370.25 -2577.33
-55.495 38.2396 | 3.85812 2.44861 | 8255.86 14509.1
-55.0037 38.1275 | 0.904413 -0.02549 | -5960.84 -17967.9
-54.5134 38.0144 | -0.43166 1.29252 | 4379.22 14736.8
-54.0162 37.9355 | 3.31489 1.6198 | -8657.71 -11617
-53.5217 37.8668 | 0.805961 1.49479 | 6905.96 11045.7
-53.0211 37.8328 | -0.260259 -2.40168 | -5394.64 -7668.58
-52.5233 37.8127 | 2.18296 6.4 | -5525.16 542.62
-52.0296 37.8156 | 3.76498 0.425645 | -2632.26 2903.05
-51.5381 37.848 | -0.951296 -1.11304 | 10455.2 -2485.28
-51.0405 37.9028 | -4.54374 1.90217 | 12517.6 1934.34
-50.5382 37.9855 | 3.88393 1.17159 | -13591.3 -3132.14
-50.0501 38.0974 | 0.949856 5.49989 | -1300.83 3430.12
-49.5733 38.2459 | 0.665618 4.57798 | 6289.59 1960.09
-49.1053 38.4231 | 2.16647 -0.593487 | -30860.7 -7963.14
-48.6628 38.6139 | 2.34421 -1.31935 | 28283.7 -11090.1
-48.2057 38.8066 | 4.0332 -0.779713 | 14176.3 32358.8
-47.7566 39.0569 | 0.108018 2.85153 | -17379.3 -11734.4
-47.331 39.3232 | 2.70196 1.80074 | -8405.36 -11460.1
-46.9151 39.5877 | 8.14017 3.53665 | 19081.9 4282
-46.4925 39.8596 | 2.23858 0.233378 | -17583.9 6477.75
-46.0905 40.1515 | -1.24091 2.54002 | 8018.52 -3691.61


-30.7122 -45.8972 | -0.424345 3.5904 | -2355.4 -5200.84
-30.335 -45.5762 | 1.91024 4.39652 | 635.976 71.3975
-29.9523 -45.259 | 2.36388 2.41007 | 8298.33 14448.5
-29.5629 -44.9355 | 1.85432 0.563008 | -13564.5 -9327.69
-29.1713 -44.6298 | 0.142458 -1.05048 | 1524.18 -3758.79
-28.759 -44.3529 | 0.37134 2.41496 | 15754.9 15472.2
-28.3155 -44.1018 | -0.799807 4.88362 | -4663.63 -18770.6
-27.8505 -43.9089 | -4.48837 4.52452 | -5845.13 13809.6
-27.3769 -43.7435 | -0.538251 4.37503 | -346.79 -15807
-26.8908 -43.6325 | -4.37674 4.34361 | 2005.58 12349.2
-26.3979 -43.5425 | -0.704705 5.23552 | -465.557 641.551
-25.9011 -43.4866 | 6.36809 1.74754 | -11826.6 -9633.76
-25.4082 -43.4797 | 2.63797 0.963414 | 16351.1 16375.1
-24.9067 -43.4988 | 1.31704 -2.19183 | -7458.03 -12400
-24.4154 -43.5855 | -0.923183 1.38655 | 824.169 -1793.19
-23.9362 -43.7291 | -0.183338 -0.329529 | 6543.77 1305.35
-23.4675 -43.9121 | 0.270453 -2.17664 | -13592.5 2053.94
-23.0204 -44.1265 | -1.18313 -0.424628 | 10838.9 89.974
-22.5772 -44.3604 | 0.398958 0.42299 | -4697.3 -5800.89
-22.1434 -44.6121 | -1.01885 2.31575 | 6535.93 6126.28
-21.7038 -44.8576 | -2.60104 5.28484 | 6300.63 4903.23
-21.2612 -45.1013 | -0.238336 2.03483 | -14074.7 -8151.12
-20.8382 -45.37 | 1.45747 3.33993 | 10065.4 1720.22
-20.4157 -45.6499 | -0.294043 -3.32442 | 3936.44 -16119.9
-19.9955 -45.9468 | -0.55926 -3.17174 | -10046.6 14258.4
-19.5707 -46.2208 | -0.759578 1.15977 | 13828.2 4226.64
-19.1235 -46.4669 | 0.239994 0.697852 | -5359.48 -2278.43
-18.6742 -46.7052 | -1.36974 -0.0359745 | -4655.74 -1463.55
-18.2266 -46.9436 | 1.2252 -1.72426 | 6070.27 -12944.1
-17.771 -47.1817 | 2.17025 0.230382 | 1100.13 10989.7
-17.2987 -47.3794 | -3.40695 -1.55648 | -2971.12 2827.5
-16.8142 -47.5331 | -0.54306 0.329144 | -7179.04 4546.74
-16.324 -47.6425 | 0.380983 -0.328601 | -1083.51 -7021.03
-15.8273 -47.7187 | 3.98576 4.70747 | 11222.2 3842.73
-15.3197 -47.7437 | -0.028971 3.1984 | -12599.5 4810.21
-14.8196 -47.7166 | -4.95337 -1.43112 | -1757.5 -1021.45
-14.3237 -47.6552 | 0.769549 3.92242 | 13309.9 -8111.43
-13.8236 -47.5732 | 2.4523 2.91528 | -7651.62 2008.84
-13.3365 -47.4483 | 0.095066 3.25967 | -2877.14 10162.7
-12.8673 -47.2698 | -0.092715 0.988311 | -1135.92 -5807.11
-12.4114 -47.0678 | -3.99838 -3.2233 | -11307.7 -4674.07
-11.9685 -46.8544 | -3.83633 1.09695 | 15333.2 1038.74
-11.5179 -46.6341 | -0.0664807 2.73218 | 10938.9 2604.45
-11.0641 -46.3982 | -0.290021 -1.78187 | -1398.64 16494.3
-10.6216 -46.1313 | -0.905606 -1.32596 | -188.713 -11599.7
-10.1808 -45.8707 | -2.62197 1.10872 | -14297.3 -5059.76
-9.74667 -45.6181 | -1.99529 2.49565 | 12383.4 -69.2538
-9.30065 -45.3742 | -1.53963 3.17042 | 1783.49 3994.16
-8.85267 -45.1286 | -2.22404 1.91778 | -8731.51 -238.142
-8.41096 -44.882 | 0.439081 1.88374 | -687.782 -1145.97
-7.96652 -44.6434 | 0.74 1.73297 | 4735.11 -171.125
-7.51297 -44.4206 | -1.58564 0.42722 | -14154.8 -3298.98
-7.05996 -44.2194 | -0.0981336 1.82082 | 1860.45 -2487.89
-6.59628 -44.0487 | 1.11903 1.16187 | -4302.41 -1849.02
-6.12537 -43.9086 | 2.63823 -4.21028 | 2426.33 1749.32
-5.64476 -43.7934 | 2.76207 -2.86663 | 11337.6 6778.33
-5.15063 -43.7 | 1.41638 -0.114108 | -3763.04 -1632.02
-4.65173 -43.6443 | 4.69847 0.0675923 | 5166.96 -964.958
-4.14703 -43.6362 | 4.27336 4.35557 | -1733.79 3078.52
-3.64638 -43.6812 | 1.51429 1.22654 | -11272.6 -12025.6
-3.16303 -43.7966 | 0.120552 1.43499 | 9755.44 11104.7
-2.68633 -43.9472 | -0.754079 0.527635 | -5078.61 2149.88
-2.23131 -44.1442 | 0.828262 2.11288 | -9991.86 -7316.64
-1.80901 -44.3991 | -0.224721 -1.20096 | 12659 -5009.74
-1.39714 -44.687 | 2.27055 -3.02564 | 6363.76 5588.89
-0.988936 -44.9846 | 1.88854 -3.33071 | -2832.1 -3215.91
-0.593124 -45.297 | -0.195165 -2.30963 | -7592.82 5777.79
-0.21002 -45.6138 | -0.979965 -5.43376 | -5885.84 98.2886
0.169029 -45.9297 | 4.61098 -0.189175 | 13992.9 2933.31
0.565712 -46.2313 | 1.33819 -0.180015 | -6486.87 -1551.65
0.960654 -46.5296 | -0.214301 0.46866 | -14959.9 8085.5
1.34901 -46.8197 | -0.989176 0.136899 | 15689.7 -3827.81
1.7529 -47.1049 | 1.22711 -1.31645 | 5114.2 -7184.53
2.16204 -47.3966 | 4.39686 -1.22498 | 5420.34 -3619.41
2.57201 -47.6959 | -1.46754 -2.72371 | -7081.31 -3364.81
2.97349 -48.0018 | -0.706262 -0.0981036 | -6632.88 10036
3.37558 -48.2935 | -1.13038 -0.763555 | 4213.21 818.667
3.78771 -48.571 | 2.36428 -0.0465429 | -5893.13 -839.763
4.20241 -48.8383 | 2.08405 -0.906101 | -5218.33 1144.96
4.62389 -49.0896 | -0.704599 -1.69633 | 13915.4 -5059.83
5.06646 -49.3178 | 0.788599 -1.7755 | -18839.1 12190.7
5.51206 -49.5114 | 0.924221 2.64118 | 11614.5 -7499.12
5.97366 -49.6897 | -2.26934 -0.0661962 | 13288.7 -9258.18
6.4517 -49.8562 | -1.0397 -0.973678 | -5033.98 6890.26
6.93535 -49.9946 | -0.229098 -4.4691 | -2547.33 -1738.1
7.42134 -50.1123 | 0.934922 1.35831 | -9496.88 359.377
7.90529 -50.2077 | 2.95973 0.685858 | 449.892 -6035.46
8.39363 -50.2756 | 1.78675 -2.1883 | 3603.31 13737
8.88736 -50.288 | 2.46723 0.396852 | -7321.63 -15810.2
9.37642 -50.2759 | 0.672829 5.4953 | 1124.39 11319.9
9.8617 -50.2097 | 3.30406 1.41154 | 2190.44 -8208.78
10.3418 -50.1101 | 6.09443 2.99833 | -1868.17 -914.4
10.8107 -49.9677 | 0.60428 3.45124 | 5377.96 14959.9
11.2686 -49.774 | -3.77763 1.83613 | 6402.14 -11851.1
11.7247 -49.5725 | 4.27964 -6.65512 | -7302.86 417.413
12.1694 -49.3576 | 4.20111 -3.17482 | -6007.49 -181.718
12.6054 -49.1343 | 3.00334 1.98016 | 5960.02 -3241.68
13.0463 -48.9139 | 2.45031 -0.651628 | 6403.28 1076.36
13.492 -48.6895 | -3.10455 2.71903 | 7234.68 14060.7
13.9394 -48.4474 | 0.931524 1.85484 | -7768.09 -9171.22


30.3911 -68.7581 | -0.171109 -0.645899 | -3339.78 1288.02
30.7562 -69.0965 | 2.6095 1.57429 | 6907.85 -1866.56
31.1382 -69.4232 | -1.575 -1.38113 | 1545.7 -5268.72
31.5334 -69.7391 | -0.715282 -1.41534 | -3423.75 6076.94
31.9413 -70.0317 | -0.012326 0.197939 | -3169.47 -1373.31
32.3627 -70.3032 | -1.93539 -2.21766 | 9589.58 -6783.74
32.8081 -70.5478 | -1.24772 -3.37361 | -4139.55 4163.29
33.2723 -70.7456 | -0.544237 0.0532251 | -4558.39 9169.49
33.7519 -70.8852 | -3.4256 -6.0904 | 2647.47 -4106.02
34.2435 -70.9849 | -1.98245 -3.18972 | 683.521 -6572.07
34.7423 -71.0492 | -0.414412 -0.382156 | -129.695 9794.35
35.2447 -71.0576 | -0.0371604 1.30911 | -53.7831 -2126.05
35.7464 -71.0283 | 0.856833 1.97215 | 458.744 -9852.39
36.2453 -70.9712 | 2.41963 -1.85662 | 338.262 7826.34
36.7346 -70.8572 | 0.254281 -3.35997 | -5100.25 3519.94
37.2052 -70.6888 | -2.31915 1.49145 | 236.788 -9291.95
37.6602 -70.4857 | -1.66999 -0.158803 | 5777.46 11254.4
38.0973 -70.2329 | 2.17436 -1.84435 | 1699.43 -1634.85
38.5151 -69.9481 | 1.12342 -0.386783 | -8153.16 -1989.03
38.9085 -69.6401 | 2.93357 -6.06466 | -3445.12 -9685.48
39.2869 -69.3229 | -0.643409 2.09205 | 3659.66 9843.78
39.6562 -68.9863 | -1.19638 3.25327 | 6355.03 -762.18
40.0256 -68.6444 | -2.04519 0.149246 | 1820.85 -2476.89
40.3909 -68.2977 | -1.41304 1.0126 | -5874.53 3395.24
40.7408 -67.9364 | -1.0275 1.14765 | -256.227 6939.49
41.0857 -67.5654 | 2.1806 2.496 | 7046.25 -701.65
41.4468 -67.2065 | -1.93719 1.14316 | -4642.63 -7974.61
41.8234 -66.8734 | 0.816725 -3.55857 | -2898.17 -3094.9
42.2156 -66.5656 | 1.9261 -2.27698 | -6041.01 -672.171
42.6219 -66.2812 | -1.50029 -0.86616 | 11090.7 8445.22
43.0553 -66.0218 | -0.113081 -3.43989 | 6429.4 -4970.32
43.5141 -65.8038 | 2.4934 -3.60562 | -9654.55 -383.917
43.9811 -65.6193 | 0.361447 -1.84415 | -5565.05 -3.07592
44.4567 -65.468 | 0.55023 -6.33533 | 12457.4 6845.25
44.9523 -65.3544 | -0.0120353 -3.57295 | 8992.1 -9911.67
45.4633 -65.3018 | 0.458029 0.710582 | -11436.9 2515.87
45.9697 -65.2939 | 1.55198 -3.06499 | -5339.46 2133.4
46.4704 -65.3276 | 1.65467 0.0149496 | 2801.77 -5375.49
46.967 -65.409 | 3.31054 -2.76616 | -2146.1 6475.44
47.4555 -65.5237 | 1.2018 -0.640051 | 5942.37 -4767.25
47.9358 -65.6823 | 2.31548 2.09112 | -857.309 -68.4907
48.399 -65.8809 | 2.96343 -1.10443 | -16211.4 3830.49
48.8328 -66.1131 | 1.68624 0.70477 | -3939.36 4447.19
49.2493 -66.3665 | -1.23269 -0.423496 | 15312.8 4016.51
49.6622 -66.6364 | 3.78362 -0.961253 | -14076.4 -7389.38
50.0441 -66.945 | 3.94858 -0.574018 | 6579.49 -12708.6
50.4188 -67.277 | 1.07608 2.99271 | 12857.6 4308.59
50.8151 -67.5917 | -1.15061 2.56489 | -2037.64 4617.98
51.2288 -67.879 | -3.7397 0.574917 | -2920.85 8270.03
51.6556 -68.1398 | -1.8543 -2.12306 | 8541.89 -11005.5
52.0912 -68.3998 | -0.102429 -3.21986 | -10707.3 2954.22
52.5216 -68.6555 | -2.00847 -1.9563 | -4269.75 513.798
52.9526 -68.9018 | -1.52803 -1.86997 | -1330.9 3818.83
53.3914 -69.1272 | 3.7408 0.168032 | -3145.81 -1034.92
53.8391 -69.3303 | 1.95407 0.196948 | 1800.03 -3926.27
54.3012 -69.5039 | 1.32745 0.903952 | 5129.63 5341.95
54.7813 -69.6296 | 4.51222 -0.582528 | -378.705 -5428.78
55.2709 -69.7159 | 7.06068 -5.61688 | -3116.77 2384.57
55.7653 -69.7526 | 5.68363 0.654356 | 7850.07 432.039
56.2663 -69.7401 | 2.13125 3.47471 | 301.927 -5226.4
56.765 -69.6826 | 0.948807 -2.58367 | 3000.79 2892.97
57.2547 -69.5638 | -0.622726 -0.0117817 | -4030.03 8579.11
57.7216 -69.3782 | 3.27808 0.278184 | -7027.54 -11744.7
58.164 -69.1563 | 4.51569 -5.00356 | -2489.02 5633.77
58.5835 -68.8939 | -3.65015 0.712861 | 8295.87 -7336.43
58.9933 -68.6111 | -1.75402 1.22364 | 4364.95 12984.9
59.385 -68.292 | 3.77399 -4.62711 | 1597.14 -10047.8
59.7561 -67.9557 | -2.57515 -1.47977 | -15163.6 -8692.42
60.0854 -67.5934 | 0.0698137 -3.35105 | 4354.06 10312.3
60.3813 -67.1947 | 0.281051 -2.18536 | 7584.14 8806.2
60.655 -66.77 | 1.21921 -3.0258 | -968.564 -4772.31
60.9089 -66.3352 | -0.311541 -5.28986 | -320.314 -2233.24
61.1456 -65.8923 | -2.9565 -3.85725 | 1699.33 4639.28
61.3664 -65.4384 | -1.27395 -1.93847 | -1998.95 -2666.2
61.5704 -64.9791 | 1.05194 -4.44798 | -3748.56 -2114.67
61.7602 -64.5175 | -0.118588 -6.62136 | -3840.78 -6495.3
61.9485 -64.0595 | 0.756969 -1.76088 | 15323.4 9461.73
62.1567 -63.6009 | 2.66673 1.62798 | -13116.1 -1847.92
62.3583 -63.1436 | -0.537401 2.27748 | -1774.62 -7064.5
62.5726 -62.6956 | 1.03503 2.50693 | 12889.7 17409.2
62.82 -62.2496 | 1.78227 1.65444 | 4055.1 -7515.82
63.0935 -61.822 | 0.853143 0.505704 | -15254.5 -6776.44
63.3665 -61.4059 | -0.453761 -0.955891 | -4861.87 291.009
63.6516 -60.9998 | -0.364585 0.185129 | 18714.3 7588.88
63.9766 -60.6105 | -2.21624 3.2578 | -7936.87 1718.97
64.3206 -60.2408 | -3.52688 -0.889272 | -3390.11 -14809.2
64.6879 -59.9064 | -0.614839 -2.65091 | 1465.06 8268.1
65.0736 -59.5866 | -0.452231 1.7542 | 8490.26 7828.14
65.4807 -59.2821 | -1.34608 1.4421 | -8852.79 -7444.31
65.9002 -59.0066 | -1.24522 1.46313 | 5739.26 -6426.91
66.3374 -58.7594 | 1.33736 0.321971 | -3091.23 13381.5
66.7777 -58.5127 | -0.645483 0.645679 | -260.461 -1569.69
