-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
14.8967 28.3721 | -6.21333 -2.50433 | 11377 -3832.47
15.3346 28.1185 | -2.83167 -1.84657 | 7375 4174.2
15.7947 27.8994 | 1.34437 -2.86175 | -11171.2 -3249.77
16.2605 27.7083 | 0.844713 -5.64235 | -4124.99 1853.16
16.7381 27.5621 | 2.32422 -1.43643 | 7085.6 6711.28
17.232 27.4768 | 2.05292 0.459611 | -12533.4 -676.027
17.7252 27.439 | 2.14931 -0.302476 | 7181.95 -2100.55
18.225 27.4395 | 1.37252 0.516105 | 12059 2123.1
18.7317 27.4762 | -0.961303 1.49359 | -7696.5 4282.11
19.2315 27.5393 | -0.706059 3.75995 | -5330.61 -6978.11
19.7262 27.6002 | 0.00560954 2.70923 | 692.048 -5117.25
20.2209 27.6554 | 0.193056 -0.665743 | -126.036 2383.98
20.7143 27.7215 | -0.646406 -1.34456 | -3446.61 100.635
21.2034 27.8044 | -0.750444 -1.29661 | 3411.37 2874.38
21.6921 27.9079 | 1.77561 -1.2097 | 10378.5 -327.492
22.1847 28.0264 | -0.0344299 2.77196 | -3967.73 -1025.67
22.6713 28.1616 | -3.32885 2.0502 | -5015.66 626.669


-80.1648 -49.7447 | -0.544436 -0.923012 | -4702.14 -7206.22
-80.0177 -50.2269 | 0.973355 -4.5575 | 8022.89 10134.1
-79.8421 -50.6947 | 3.2477 -1.24999 | -3891.85 -2386.45
-79.6476 -51.1562 | -2.4507 0.514703 | 2596.18 -10601.2
-79.4267 -51.6138 | -0.389521 2.64681 | 6396.37 3450.63
-79.1701 -52.0531 | 0.652673 0.49114 | -6358.08 1403.77
-78.8915 -52.4743 | -0.988087 -5.43092 | -2848.95 6660.17
-78.5862 -52.8702 | 0.575482 -1.64191 | -398.078 -7620.89
-78.2506 -53.2423 | 0.48571 -3.15773 | -5476.6 16315.9
-77.8785 -53.5645 | -5.21214 0.0257561 | 8289.42 -9988.43
-77.4689 -53.8523 | -2.60219 4.73072 | 6292.5 -4131.79
-77.0287 -54.1025 | -0.969958 -2.49797 | -6301.81 7479.27
-76.5706 -54.3089 | 0.595086 -5.23211 | 6344.16 -7837.05
-76.0948 -54.4875 | -0.0813852 -3.19421 | 6058.75 -2270.81
-75.6044 -54.631 | 0.586794 -1.35464 | -19122.4 7427.47
-75.1168 -54.7261 | 3.03775 1.15162 | -6992.92 3399.37
-74.6289 -54.7755 | 1.45691 1.76373 | 5944.51 -7495.38
-74.1335 -54.7936 | 0.755714 3.26441 | 17766.1 3618.59
-73.6264 -54.768 | 1.06054 1.96789 | -6827.72 2999.62
-73.1261 -54.7008 | 0.50616 2.52635 | -4600.99 -3514.6
-72.6347 -54.6069 | 3.27556 1.50353 | -5090.93 -3039.21
-72.1521 -54.4896 | 3.03543 4.3568 | 4880.78 6412.12
-71.6721 -54.3433 | 1.25618 4.41375 | 12571.1 6681.37
-71.1875 -54.183 | -2.76549 3.5655 | -12045.6 -18427.1
-70.7075 -54.0391 | -4.61017 -0.046188 | 4914.45 12049.9
-70.2281 -53.8809 | -1.24853 -2.26499 | -1763.87 -8888.29
-69.7514 -53.7209 | -0.286433 0.851213 | 2770.52 13400.1
-69.2791 -53.5382 | 3.95979 0.437562 | -8691.1 -5152.21
-68.8117 -53.3601 | 1.78269 -1.5608 | 2581.59 -7751.21
-68.3378 -53.2019 | -0.0789161 -3.47127 | 177.591 13407.3
-67.8593 -53.0488 | 2.92646 -0.296427 | 2540.38 -11821.3
-67.3691 -52.9361 | 0.170134 1.28027 | 4593.61 8013.35
-66.8686 -52.8525 | -0.806333 1.95713 | 3310.89 -11990.1
-66.3612 -52.8156 | -0.547883 -0.477933 | -8866.96 13089.2
-65.8575 -52.7966 | -1.44901 -0.209318 | 8271.44 -9830.91
-65.3516 -52.8204 | 3.62511 2.56623 | -21555.6 2613.75
-64.8615 -52.8729 | 0.301207 0.357289 | 5615.97 4957.05
-64.372 -52.9456 | -4.86245 -2.11169 | 9410.72 -4790.51
-63.8822 -53.0507 | -0.484377 -2.74564 | -12129 2698.33
-63.4051 -53.1838 | -0.361714 -3.51811 | 15966.2 -5174.78
-62.9269 -53.3448 | -1.10536 0.289422 | -7870 4796.28
-62.4611 -53.5238 | 0.160814 5.19565 | -8479.83 5458.21
-62.0107 -53.7207 | -0.607428 0.0149105 | 3567.28 -917.694
-61.5718 -53.9453 | -0.488502 1.59775 | 1506.52 -3392.52
-61.1496 -54.204 | 0.240551 3.13012 | -2498.1 -3128.71
-60.7462 -54.492 | -2.91254 2.17645 | 4409.44 3483.57
-60.3508 -54.7917 | -1.89943 0.195352 | -4999.04 3642.05
-59.9672 -55.1015 | 1.50861 -2.07063 | 8037.83 -4364.63
-59.5891 -55.4274 | 2.61807 2.24224 | 2097.34 -6766.89
-59.2252 -55.7744 | -1.56325 -0.573832 | -13908.6 3289.41
-58.8818 -56.132 | -0.686567 -1.28428 | 7842.85 4506.72
-58.5305 -56.4836 | -2.12804 -1.83037 | 4842.5 -7709.48
-58.1703 -56.8347 | -3.16624 -3.54855 | -469.638 6048.34
-57.803 -57.1765 | -2.01291 3.44709 | 4494.85 -10465.3
-57.4322 -57.521 | -0.874241 -0.991625 | -16550.1 13585.8
-57.0664 -57.8512 | 3.47398 -1.03567 | 7868.61 6872.94
-56.6887 -58.1678 | -0.388718 -1.59822 | 5126.01 -19467.8
-56.3124 -58.5008 | 2.61658 -2.78837 | -12192.2 8552.74
-55.9417 -58.8285 | 0.290757 -2.5451 | 4430.54 858.513
-55.5568 -59.1424 | -0.757606 0.225366 | 8924.4 -6246.62
-55.1512 -59.4421 | 1.31727 -0.886917 | -4237.32 -4925.86
-54.7304 -59.7206 | 0.283866 -2.85394 | 2100.23 7878.76
-54.2842 -59.9514 | 1.24977 -7.22224 | -5084.85 5905.43
-53.8204 -60.1336 | 0.669935 -4.9611 | 5220.23 -2829.28
-53.3401 -60.284 | -2.13222 -1.49004 | 13821.4 -7330.61
-52.8441 -60.415 | 1.05112 -0.193188 | -15328.1 -5712.25
-52.3504 -60.521 | 1.89339 1.74811 | 2281.65 12286.7
-51.8496 -60.5655 | 0.623028 4.50403 | -6660.63 1560.23
-51.3511 -60.558 | 1.50848 0.800739 | 544.594 -2302.03
-50.8524 -60.5142 | 0.782608 0.396335 | 20613.1 2830.96
-50.344 -60.4402 | -0.956344 -1.75698 | -9445.33 -3525.66
-49.8452 -60.3463 | -3.52656 -4.26795 | -17422.6 3262.44
-49.3613 -60.2323 | -1.49376 -4.06413 | 18096.2 -7167.95
-48.8689 -60.1191 | 1.25722 -1.42279 | -11053.2 5912.86
-48.3844 -59.9913 | -0.135183 -1.99768 | 8258.23 -3173.6
-47.8965 -59.8612 | -1.84336 2.51504 | -3295.54 5413.99
-47.4117 -59.7242 | -2.33553 0.93834 | -5801.4 -6656.63
-46.9278 -59.5985 | -3.65733 -0.307442 | 13802 141.509
-46.4345 -59.4797 | -1.21994 0.933103 | -10808.3 4055.02
-45.9474 -59.357 | -1.55507 -1.22936 | 1859.16 4114.81
-45.4584 -59.2398 | 1.68255 -0.821842 | -2630.13 -8246.29
-44.9664 -59.1537 | -0.746224 -0.454838 | -6017.03 2865.93
-44.4734 -59.0938 | 1.6701 1.95835 | 14003 -3259.19
-43.9696 -59.0682 | 3.62013 4.89081 | -9208.8 4470.53
-43.4701 -59.0688 | -1.87551 2.34698 | -719.444 -3669.07
-42.9735 -59.105 | -2.10144 3.23655 | 481.513 9025.37
-42.4817 -59.1705 | -2.36763 1.67947 | -13264.9 -7324.16
-42.0077 -59.292 | -1.98519 0.383619 | 13620.2 -1653.29
-41.5384 -59.4583 | 1.04893 -1.20253 | 3055.94 2544.9
-41.0796 -59.6596 | -3.24354 -4.75016 | -1943.91 -7030.97
-40.6379 -59.8991 | 0.319109 -0.416351 | 4434.9 4517.38
-40.2049 -60.1551 | 0.399696 0.37426 | -6559.92 6549.02
-39.7865 -60.4251 | -0.639656 0.825749 | 4683.4 -6921.57
-39.3801 -60.7218 | -0.0597396 -0.777225 | 4787.5 -6467
-38.9849 -61.0417 | -0.743891 4.97368 | -5885.05 4335.5
-38.6018 -61.3694 | -4.02257 2.65816 | 3432.83 8327.84
-38.2208 -61.6959 | -0.515721 0.142535 | -3179.17 -8488
-37.8525 -62.0396 | 3.77371 -4.68813 | 915.795 1227.71
-37.49 -62.3897 | 0.77413 -3.33943 | 2113.7 1030.09
-37.1285 -62.7417 | -3.6239 -2.84184 | -4595.88 2076.62


-96.5025 -12.4506 | 0.0768056 -1.13379 | -5322.93 551.342
-96.2151 -12.8557 | -1.80263 -2.37077 | 5144.95 2202.67
-95.8843 -13.2286 | -2.33464 -0.420825 | 4241.07 -4024.81
-95.5162 -13.5717 | 0.0752266 2.03414 | 2968.06 -2290.47
-95.12 -13.8867 | -0.82444 3.78127 | -3570.83 5249.32
-94.7067 -14.1741 | -0.728265 2.22898 | 3823.4 -5620.24
-94.2806 -14.4495 | 1.01705 1.50382 | 2456.56 639.163
-93.8465 -14.715 | -0.206785 1.97045 | -6011.94 -5576.02
-93.4136 -14.979 | -0.67454 1.39532 | -2202.41 7067.41
-92.974 -15.2238 | 0.732758 2.24925 | 1852.37 -178.793
-92.5245 -15.4517 | 1.1104 0.698659 | 3152.63 -2570.43
-92.0664 -15.6651 | 1.80537 -1.79211 | -9090.66 5273.46
-91.6078 -15.8588 | 1.55312 1.10128 | -5799.08 2411.05
-91.1483 -16.0363 | 0.258488 0.75613 | 4464.5 44.2031
-90.6829 -16.2037 | -1.98512 1.95369 | -3142.53 -7393.65
-90.2176 -16.3705 | -3.46972 1.92885 | 1063.99 2627.96
-89.7459 -16.5166 | -1.27035 -0.893093 | 3322.11 15068.5
-89.2667 -16.6327 | -0.384866 1.89119 | -10748.1 -19726.7
-88.7963 -16.7703 | -0.199642 3.26505 | 8718.34 9222.62
-88.319 -16.8969 | -1.17248 3.15783 | 3456.98 1899.84
-87.8386 -17.0222 | -1.77498 2.59456 | -2932.46 -7425.71
-87.3634 -17.1655 | 2.80588 3.67627 | 2952.41 9961.9
-86.8905 -17.3149 | 3.31672 1.2609 | -6566.1 -5681.87
-86.4316 -17.4967 | 0.252007 -0.687627 | 8378.1 1792.35
-85.9812 -17.7093 | -0.923571 2.25333 | 954.285 -1490.78
-85.5514 -17.9634 | -3.87038 -2.28329 | -8298.7 -6576.66
-85.1548 -18.2636 | -2.48125 -4.12001 | 9474.95 13996.1
-84.7746 -18.5833 | -1.36666 -2.54024 | -5365.22 -12647.6
-84.4335 -18.9489 | 0.91847 0.673502 | 1513.94 -1735.62
-84.1233 -19.3436 | 0.671768 2.59449 | 4337.46 7690.12
-83.8337 -19.751 | -4.2863 -1.62202 | -3626.17 -2757.6
-83.5765 -20.1786 | -0.109697 -0.958651 | -5263.02 2084.11
-83.3501 -20.6191 | -0.934567 -0.029302 | 3124.1 9918.43
-83.1371 -21.0613 | -4.04206 -1.51715 | 9470.36 -7512.73
-82.9398 -21.518 | -1.31997 -0.241654 | -6202.91 -7966.32
-82.7863 -21.9952 | -2.28402 -0.382378 | -9340.15 4340.68
-82.6743 -22.4795 | -1.03654 -2.17906 | 14139.9 8269.66
-82.5669 -22.9611 | 0.25557 -0.673347 | -5866.57 -3551.69
-82.4868 -23.4493 | -1.37567 -0.0397826 | -4978.28 -5614.44
-82.4309 -23.9445 | -2.1437 -2.10179 | 2742.62 1404.1
-82.3733 -24.4396 | 1.30795 -0.620781 | -2435.76 -1230.83
-82.299 -24.9331 | 0.522558 1.71254 | 8642.31 -5.97344
-82.1836 -25.4196 | 0.379082 1.04029 | 580.214 2076.81
-82.0373 -25.8969 | 0.224588 0.659268 | 2113.4 -220.434
-81.8736 -26.3683 | 3.26527 0.727456 | -15024.2 633.124
-81.715 -26.8374 | 0.864437 -0.86764 | 5373.25 2499.48
-81.5293 -27.2952 | -0.879999 -2.34878 | 1516.56 1544.66
-81.31 -27.7369 | -1.88906 -0.69118 | -3248.84 -23.4617
-81.0606 -28.161 | -0.117012 0.110598 | 1921.54 915.432
-80.7762 -28.5632 | 0.0218062 -2.23197 | -4157.56 -7719.14
-80.4613 -28.9461 | 1.4668 -2.07711 | 12250.5 900.681
-80.0989 -29.2914 | 5.24094 0.121739 | -1944.34 7815.69
-79.7099 -29.6001 | 4.48959 2.10888 | -14167.9 -7283.42
-79.3179 -29.8978 | 1.34512 -0.225375 | 8442.97 -1588.58
-78.9035 -30.1713 | 2.63207 -1.14971 | -1302.54 2699.19
-78.47 -30.4111 | 0.621336 2.18631 | -1566.02 -2196.16
-78.0197 -30.6187 | 0.567026 0.957954 | 6492.14 -1851.55
-77.5488 -30.7884 | -1.39211 -3.8455 | 2694.07 -1525.2
-77.0622 -30.9157 | -2.63122 -0.963794 | -278.825 4008.24
-76.5662 -30.9933 | -0.740366 -1.35411 | -5164.28 3671.46
-76.069 -31.0292 | -2.52102 -2.23029 | 1280.06 29.511
-75.5702 -31.045 | -1.09402 -0.416604 | -1166.57 -8894.8
-75.071 -31.063 | 0.65351 -2.16995 | 6529.23 1557.92
-74.5663 -31.0699 | 0.0440484 -3.00049 | 8300.87 4056.87
-74.0554 -31.0592 | 1.05552 -0.593596 | -2716.89 596.33
-73.5461 -31.0398 | -1.01254 0.893258 | -4074.7 -7671.67
-73.04 -31.0219 | -2.2278 0.279733 | 982.31 12108.7
-72.535 -30.9856 | -1.44689 3.81378 | -4552.66 -4555.63
-72.0339 -30.9582 | -1.32905 2.21151 | -9540.32 -7984.07
-71.5395 -30.9495 | 0.800643 -2.08296 | 386.477 13079.9
-71.0457 -30.9381 | 0.660453 -3.88427 | 2253.28 -6962.18
-70.5501 -30.9548 | 1.22176 -2.93977 | 2451.03 -7326.07
-70.0535 -31.0014 | 2.22728 -0.684341 | 5659.62 12809.5
-69.5537 -31.0501 | 0.0754756 -1.90782 | 67.0578 -4213.2
-69.0568 -31.125 | -0.325855 -0.438367 | -7458.63 -3516.49
-68.5703 -31.2326 | -0.478724 -4.2462 | 6005.49 8182.66
-68.088 -31.3618 | -0.383227 -4.4504 | -8548.87 -3396.42
-67.624 -31.5341 | -1.96216 -1.52592 | 91.1126 -5204.81
-67.1764 -31.7496 | -3.29928 -2.31473 | 13168.1 3758
-66.7346 -31.9901 | -1.19509 -1.75103 | -11469.6 -3972.99
-66.3173 -32.2623 | 0.640312 -0.404728 | -1247.25 8179.11
-65.9132 -32.5469 | 0.451588 -2.65058 | 5042.09 -3778.73
-65.5172 -32.8487 | 0.95788 -0.393039 | 94.2882 2279.67
-65.1324 -33.1653 | -3.33537 0.594327 | 5475.6 -3270.31
-64.7605 -33.5038 | -4.93158 -0.771045 | -4181.38 -7558.21
-64.4117 -33.8694 | -3.78531 -0.141765 | 3930.95 4154.5
-64.0727 -34.2448 | -0.504945 0.502784 | 5506.9 -559.547
-63.7433 -34.6321 | 0.532237 0.488735 | -11855.2 -6939.55
-63.44 -35.0388 | 0.105187 3.21472 | 4427.32 3042.04
-63.1347 -35.4435 | -1.5074 -0.0215767 | 1242.11 6465.03
-62.8187 -35.8348 | -0.398704 -0.275733 | -9573.5 2137.36
-62.4975 -36.2148 | -0.744527 -1.9772 | 8697.46 490.08
-62.1521 -36.5773 | 0.876643 -1.06772 | 3219.31 -626.626
-61.7911 -36.9265 | -2.95659 -0.755843 | -12041.4 -200.092
-61.4311 -37.2696 | -5.41912 -1.28558 | 4300.9 -1535.67
-61.0545 -37.6 | -3.5189 -2.04701 | 12479.6 -3308.45
-60.6519 -37.9128 | -2.44263 -2.01138 | 109.768 -5884.83
-60.2351 -38.2126 | 0.951513 1.05605 | -4219.94 1302
-59.8052 -38.4882 | -0.258806 -0.272674 | 569.493 6613.41
-59.3556 -38.7253 | -2.95175 -2.0172 | -7609.93 2062.75


-47.4748 -21.012 | 2.91182 0.0128603 | 536.22 -4825.91
-46.9963 -20.8681 | 2.59286 2.85211 | 3605.64 6925.99
-46.5249 -20.6947 | 4.98202 -1.29782 | -8021.49 -5418.49
-46.0679 -20.5016 | 1.2332 -3.79583 | -3752.16 2670.25
-45.6228 -20.2862 | -0.585998 -1.48262 | 8648.42 3041
-45.1765 -20.0596 | -1.2014 -3.42106 | -2103.98 1100.97
-44.7293 -19.8347 | -2.24288 -2.14364 | 3004.2 -4332.79
-44.273 -19.6286 | -1.24677 2.78813 | -3708.91 79.2134
-43.8117 -19.441 | 0.278709 1.44676 | -3931.64 585.514
-43.3451 -19.2759 | -1.38866 3.67681 | 282.663 -2774.89
-42.8697 -19.1433 | -2.94033 -2.23747 | -6878.29 2432.48
-42.3895 -19.0417 | -1.7297 -3.80634 | 13655 -3363.42
-41.8929 -18.9804 | -1.71366 7.70594 | 8618.59 1833.84
-41.3858 -18.9477 | -1.4484 3.66812 | 2211.63 11681.9
-40.8765 -18.9359 | -0.46568 -2.06324 | -15908.3 -10046.6
-40.379 -18.9835 | -0.671714 -1.96173 | 11408.5 1759.85
-39.8853 -19.0887 | -1.65269 2.25186 | -6539.37 -4119.56
-39.414 -19.2596 | -1.51902 1.15121 | -8226.93 -1956.47
-38.9709 -19.484 | -0.0632415 -0.00498889 | 3496.64 6563.65
-38.5421 -19.734 | 1.15065 -1.65382 | 779.997 -109.882
-38.1264 -20.0078 | -2.57361 -1.12622 | 8503 -3895.48
-37.7203 -20.3053 | -1.84222 2.42572 | -5637.51 4080.54
-37.3353 -20.623 | 0.441445 3.65322 | -4045.47 2981.35
-36.973 -20.9627 | 0.951855 1.93261 | 12245.6 -9282.63
-36.6266 -21.3312 | 2.18125 0.418321 | -8436.22 157.373
-36.3123 -21.7235 | 2.98475 1.13747 | -3160.7 2475.81
-36.0202 -22.1271 | 2.02816 -0.558252 | 90.8178 16125.8
-35.7374 -22.526 | 2.05268 0.418941 | -7410.29 -5971.97
-35.4727 -22.9389 | 1.90233 1.89457 | 16055.4 -16519.9
-35.2003 -23.3647 | -3.81133 -2.15163 | -4096.53 5298.21
-34.9262 -23.7865 | -6.0934 -1.1725 | -3951.64 -14.2705
-34.645 -24.2005 | -2.91579 2.47822 | 5749.42 10933
-34.3417 -24.5941 | -2.37618 2.46335 | -5543.19 -7940.02
-34.033 -24.9869 | -3.60049 1.22593 | 9001.46 -7672.56
-33.7064 -25.3753 | -2.64629 0.760356 | -2907.9 4863.89
-33.3665 -25.749 | -2.17221 3.19721 | -48.4527 -2133.65
-33.0116 -26.11 | -3.50755 1.39017 | 7649.3 990.956
-32.6371 -26.4537 | -1.51815 0.459627 | -16266.1 -1269.12
-32.262 -26.786 | -4.04986 -2.06802 | 1229.65 1747.63
-31.8628 -27.0877 | -2.33587 -0.424676 | 11359.2 3080.05
-31.4255 -27.3425 | -0.76048 0.125295 | 559.996 -13796
-30.9629 -27.5577 | 2.3014 1.38244 | 156.973 20377.9
-30.4767 -27.6915 | 2.96019 1.98482 | -17709.4 -2390.66
-29.9911 -27.7734 | 2.42324 1.15539 | -990.701 -9567.55
-29.5024 -27.8154 | 1.29937 3.93508 | -380.044 10270.6
-29.0119 -27.7929 | -0.0838951 1.46742 | 12593 -9024.28
-28.5169 -27.7278 | -2.12505 0.493833 | -836.412 4962.53
-28.0318 -27.6056 | 0.432326 0.84324 | -1975.69 2426.79
-27.563 -27.4324 | 0.841441 3.21414 | -829.468 -2845
-27.1092 -27.2251 | 0.63864 2.13412 | 2138.52 755.557
-26.6674 -26.9906 | -0.344384 1.19574 | -2072.2 3047.9
-26.2372 -26.7363 | 0.28871 1.8028 | -289.157 -9740.31
-25.8102 -26.4828 | 0.385078 0.0921484 | 3551.54 2239.68
-25.3875 -26.2178 | 0.22992 0.4318 | -838.127 3060.27
-24.9766 -25.9339 | -0.59523 -1.42735 | -5675.06 2684.57
-24.5791 -25.634 | -1.87038 -1.56421 | 5644.91 -733.951
-24.1784 -25.3358 | 1.07166 -1.71145 | -5070.48 -7648.47
-23.7761 -25.0501 | 1.3977 -3.09924 | -7253.52 1060.26
-23.3736 -24.7707 | -4.22689 0.536458 | 10721.2 192.522
-22.9547 -24.5039 | -3.61312 0.87583 | 4740.64 10285.2
-22.5249 -24.2411 | 1.85027 -5.16005 | -670.494 -6015.66
-22.0843 -23.9991 | -0.510863 -3.4847 | -1947 3661.31
-21.6352 -23.7733 | -2.01371 -5.75205 | 3825.29 896.29
-21.172 -23.5735 | -1.93308 -3.76038 | -5585.53 -9475.03
-20.7 -23.411 | -0.724579 -0.615706 | -778.043 13770
-20.2206 -23.2663 | -0.297196 -4.05897 | 3870.24 -7855.78
-19.7275 -23.1729 | -0.85457 1.16525 | 674.201 -10127.9
-19.2281 -23.1322 | 0.207838 1.30341 | -9142.79 15702
-18.7327 -23.1041 | 3.31268 -1.44966 | 6353.98 -3616.47
-18.2335 -23.1123 | 4.71269 2.72819 | -3499.45 -5978.54
-17.7382 -23.1646 | 0.718708 2.38164 | 5717.21 -1482.14
-17.2438 -23.2433 | -3.18508 0.745658 | -11456.7 8600.67
-16.7577 -23.3255 | -1.27208 -1.10953 | 4022.75 269.983
-16.2711 -23.417 | 0.301253 0.292282 | 7389.06 -4484.22
-15.7825 -23.5263 | 1.63784 -1.05873 | -4504.41 2298.52
-15.2992 -23.6472 | 3.81685 -0.745753 | -1613.36 -3121.62
-14.8192 -23.78 | 1.95314 -1.94008 | 6840.41 2969
-14.3346 -23.9122 | 1.55121 0.757923 | 2564.89 -3798.99
-13.848 -24.0475 | -1.686 1.5464 | -3689.9 -948.991
-13.3622 -24.1771 | -3.93825 1.20667 | -2033.39 7141.59
-12.8736 -24.2858 | -0.254101 1.33294 | 4912.79 -4282.71
-12.3795 -24.3847 | 0.53007 -0.932932 | -1247.44 1755.25
-11.8839 -24.4702 | -0.726933 2.87302 | -5003.58 -1320.37
-11.3899 -24.5451 | -0.949406 1.17887 | 1338.42 -8106.04
-10.8933 -24.6049 | -0.887575 5.7486 | -3146.13 14095.4
-10.3957 -24.6132 | -3.82894 4.93386 | 2157.96 -7148.32
-9.89705 -24.5901 | -3.26183 -0.644385 | 2686.08 3482.1
-9.3993 -24.5277 | -2.33026 3.95659 | -798.721 141.966
-8.906 -24.432 | 0.70708 2.28333 | 11191.1 -9266.57
-8.41345 -24.3085 | 3.7517 -1.33376 | -8757.45 12633
-7.94456 -24.122 | 3.89516 3.5151 | -6316.01 -2546.23
-7.50145 -23.8904 | 3.8274 1.72448 | 3411.29 -5009.97
-7.07597 -23.6287 | 3.01011 0.584991 | -3185.75 4290.52
-6.67399 -23.3325 | 0.413871 1.08468 | -1167.26 -366.062
-6.28824 -23.0154 | 0.159546 -3.91516 | 11049.2 -2431.5
-5.90459 -22.6885 | 2.20128 -1.69885 | -3653.36 5512.99
-5.53859 -22.3417 | 4.90632 -1.53602 | -2475.93 -12150.7
-5.19071 -21.9869 | -0.0884226 -1.91942 | -6271.34 679.143
-4.87237 -21.6088 | -4.55724 -1.7629 | 4955.51 10495.3
-4.57661 -21.2038 | -1.88182 -0.283661 | 240.712 -4240.41


-59.2164 25.9898 | -1.58356 1.48005 | 13938.8 6802.13
-58.7607 26.2248 | 1.61086 0.283586 | -14860.5 -4214.98
-58.2996 26.4218 | 1.79242 0.171079 | -3126.95 -9427.18
-57.828 26.5727 | 1.14194 2.21415 | -3568.78 6019.88
-57.3504 26.6995 | 0.941857 -0.357651 | 7327.06 4174.46
-56.861 26.8 | -0.718622 0.0889551 | 4098.83 -2111.97
-56.3623 26.8612 | -1.44396 -0.747264 | -5580.38 -1939.38
-55.8633 26.8813 | -2.79736 0.400089 | 3618.94 4343.97
-55.3621 26.866 | -2.40302 -0.0100845 | 402.378 -8510.71
-54.8637 26.8035 | -0.76438 0.935617 | -3024.43 2559.3
-54.3698 26.7163 | 0.1172 -2.11986 | 11305.8 110.534
-53.8709 26.6163 | -0.547027 1.73225 | -2099.78 3990.03
-53.3742 26.5094 | -1.92369 -2.08485 | 549.804 -1697.14
-52.8806 26.3861 | -1.09928 -7.23677 | 1762.52 -4346.99
-52.3915 26.2424 | 1.54839 -2.24002 | -6383.9 6302.51
-51.9111 26.0886 | 1.63656 -1.39061 | -3738.8 -8404.38
-51.4381 25.9156 | -1.03566 -2.9077 | 6049.48 4104.79
-50.9599 25.7483 | 0.867775 0.972812 | 1512.91 462.883
-50.4768 25.5912 | 2.16974 0.962519 | 147.707 -1461.76
-49.9897 25.4457 | 0.641511 -1.77009 | -1210.27 2642.78
-49.499 25.3191 | -0.663094 -3.70575 | -3545.84 -2619.36
-49.0067 25.2104 | 0.669967 -2.40967 | -2133.25 1713.38
-48.5117 25.1319 | 1.27758 -3.17734 | -6150.18 6628.56
-48.0168 25.0916 | 2.04451 -1.34342 | 4553.4 -3996.65
-47.5183 25.0721 | 1.37137 -1.79906 | -1997.11 -2120.76
-47.0205 25.071 | 0.840559 -2.3317 | -67.249 -558.027
-46.5241 25.093 | 1.19591 -0.640757 | -5512.12 4049.82
-46.034 25.1439 | -0.322298 -2.43574 | -2498.87 -8313.36
-45.5481 25.2101 | 0.227477 -3.49209 | 6295.8 34.4901
-45.0649 25.3089 | 0.64156 -4.56013 | -8917.56 9501.35
-44.5978 25.456 | -0.756636 -2.97122 | 2430.13 -8118.94
-44.1371 25.6214 | -1.05595 -1.05038 | 7488.15 -486.401
-43.6803 25.8063 | -1.40874 -1.30422 | -13509.3 3362.15
-43.242 26.0163 | -2.86262 0.943931 | 3750.21 -8049.38
-42.8063 26.2297 | -1.02394 -0.595282 | 5762.48 -2091.3
-42.3734 26.4559 | -2.46977 0.403159 | -1461.94 10503.4
-41.9563 26.7161 | -2.57123 2.06787 | 4314.12 -4471.45
-41.5487 26.9932 | 0.298539 -0.0641135 | -5577.2 2210.24
-41.1558 27.2895 | 0.000617933 -3.04216 | 8687.07 5281.34
-40.7621 27.5959 | 0.706366 -4.24671 | -1929.06 -11.2457
-40.3642 27.8985 | -1.03523 -0.643079 | 9025.33 -1179.85
-39.9482 28.1859 | -1.20797 -1.28477 | 8907.48 5838.98
-39.5176 28.4638 | 0.648889 -0.870294 | -11765.2 -3437.88
-39.0887 28.7293 | 2.02334 -0.757151 | -6645 -10461.3
-38.6575 28.9763 | 0.657483 1.71568 | 6648.84 10540.1
-38.219 29.2249 | 1.77844 0.957929 | 8342.92 3424.16
-37.7699 29.4671 | 0.147084 1.81358 | -3182.95 -6944.03
-37.3188 29.6933 | 0.983387 0.33617 | -23068.8 -1675.71
-36.8815 29.9124 | 1.43169 -3.0546 | -1690.62 2545.51
-36.4372 30.1127 | 0.156548 0.327929 | 11418.3 -3051.25
-35.9683 30.2686 | 2.94478 1.41452 | 5998.22 3358.52
-35.4808 30.3796 | 3.40934 -0.17197 | 81.4877 -1747.18
-34.9838 30.4405 | 2.25922 -1.41438 | 164.891 -3295.99
-34.4833 30.455 | 0.954746 1.77381 | -1204.99 -598.122
-33.985 30.4408 | 1.00392 2.9277 | -12221.4 5850.75
-33.4951 30.4195 | 3.24995 0.575506 | 6059.64 7315.75
-33.0023 30.3907 | 0.571912 0.295715 | 5234.07 -11480.7
-32.5089 30.3246 | -0.060957 0.705427 | -5066.03 1987.16
-32.0215 30.2378 | -0.204816 -1.19013 | 1738.46 5369.07
-31.5358 30.1419 | -2.12238 3.4325 | -463.333 -6195.37
-31.0539 30.0275 | 0.870815 4.12847 | -3788.29 8532.82
-30.5754 29.9109 | -0.429854 0.0525223 | 9040.24 -7769.95
-30.0951 29.7772 | -0.175252 1.49167 | -5804.92 4483.22
-29.6198 29.6371 | 1.33841 1.02378 | 3140.53 -2575.64
-29.1452 29.4871 | 2.13838 -1.06127 | 978.681 -2824.59
-28.6708 29.3317 | 1.23777 -0.0184631 | -6.45375 5198.16
-28.1937 29.185 | -2.83516 -1.28977 | 6751.67 -2155.22
