-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
-57.3837 8.47447 | -0.979429 -0.108068 | -2932.04 -130.585
-57.1563 8.02377 | -2.0613 -0.529639 | 810.019 3544.89
-56.8851 7.60026 | -3.85558 -1.70047 | 3076.3 -100.022
-56.5696 7.20774 | -4.62318 -1.84764 | -1671.62 1447.06
-56.2196 6.84815 | -1.91739 -0.583285 | -3912.31 2994.86
-55.8428 6.52222 | -1.05411 -0.72245 | 506.879 1324.22
-55.4416 6.22744 | -0.769222 -1.78742 | 1617.58 -5080.71
-55.0209 5.95537 | 0.0596026 -2.53684 | 2473.34 -1208.8
-54.5819 5.70987 | -1.12638 -4.6574 | -2030.89 4000.63
-54.1293 5.49532 | 0.726212 -5.97279 | -904.339 -1091.07


-86.6948 48.5141 | 3.79906 2.17237 | -14510.6 1106.49
-86.3124 48.8266 | -1.16864 0.279429 | 37281.8 -3966.6
-85.9111 49.1465 | -3.41894 2.4536 | -10296.7 30500.3
-85.5414 49.5166 | -2.0547 0.178261 | -2411.97 -20647.5
-85.1874 49.888 | -5.98125 1.02046 | -3667.46 -2520.23
-84.8503 50.2677 | 3.38625 -1.55006 | 2764.35 -8351.36
-84.5323 50.6575 | 1.31238 2.04041 | -17308.2 7687.77
-84.2601 51.0781 | 0.643102 3.45919 | 18414 9036.13
-83.9964 51.5139 | -1.20686 2.26266 | -22490 -24250.1
-83.7589 51.943 | 1.31101 -1.88125 | 10485 7893.61
-83.5133 52.3745 | 3.56401 -4.72827 | 11705.3 7482.05
-83.2555 52.8084 | 8.43632 -3.02385 | -9297.14 -11691.9
-83.0115 53.2427 | 1.02751 -1.48081 | -325.409 25582.5
-82.7831 53.7002 | 0.996449 0.173134 | 7507.99 -12183.1
-82.5469 54.1486 | 4.05522 -1.68528 | -11474.7 -16480.1
-82.3184 54.5879 | 0.776018 -3.13809 | 4973.73 28119.3
-82.0876 55.0435 | -4.36564 3.41787 | 10597.7 -16595.1
-81.837 55.4827 | 1.51054 2.42893 | -24616.9 5333.52
-81.6004 55.9222 | 0.649115 0.623812 | 9877.98 -12771.3
-81.3275 56.3335 | -1.08414 -3.28466 | -6523.2 -565.266
-81.022 56.718 | -2.32323 1.70378 | 11349.5 11568.3
-80.6702 57.0725 | 3.51791 5.6836 | -5833.11 -24047.3
-80.2852 57.3738 | 1.01134 1.21627 | -5562.14 20699.7
-79.8891 57.6714 | 2.55274 -1.51997 | 25867.5 7921.42
-79.4584 57.9491 | 1.83432 -3.15658 | -14137.8 -3290.98
-79.0192 58.1977 | -1.32145 2.48534 | -5294.43 -15026.9
-78.5682 58.4048 | 0.871046 -3.46601 | 3380.44 12337.8
-78.1092 58.6038 | 0.0643036 -3.55307 | 182.834 -235.052
-77.6439 58.7855 | -3.68539 -1.02862 | -11542.6 84.7845
-77.1787 58.9416 | -3.06745 -2.41777 | -8733.87 -18577.1
-76.7083 59.0529 | 1.65348 0.736258 | 24899.1 21039.4
-76.2207 59.1702 | 3.90241 -1.19151 | -5519.37 -6256.32
-75.7317 59.2776 | -1.0146 -1.6836 | 5211.79 9570.94
-75.2382 59.3841 | 2.39592 -5.5214 | -2889.74 -12358.3
-74.7424 59.4641 | 1.24433 1.76102 | 743.971 8083.12
-74.2447 59.5391 | -4.372 -2.35922 | 3827.5 -2802.63
-73.7443 59.5987 | 1.4748 2.91278 | -13495.5 -12585.9
-73.2519 59.6439 | 1.87845 -0.453731 | 1402.19 13492.6
-72.7633 59.7213 | -3.81328 0.179805 | -1488.77 -3040.92
-72.2794 59.8226 | 0.284205 0.459582 | 9430.79 -1560.51
-71.7965 59.9499 | 2.85087 7.33982 | -6129.34 -1474.93
-71.3293 60.1149 | -3.13815 4.25945 | -8734.21 14860.6
-70.8846 60.3282 | -0.231803 0.928112 | 9659.43 -27136.2
-70.4397 60.5358 | -3.58764 5.39586 | 95.878 9442.24
-70.0184 60.788 | -7.08746 1.42292 | -27364.1 3192.3
-69.6467 61.0906 | -3.81022 2.04093 | 24232.1 -10259.5
-69.2718 61.4043 | 4.26476 5.19921 | 18925.8 18025.6
-68.9075 61.7568 | 2.14608 1.52192 | -11989.1 -187.613
-68.5904 62.1477 | 1.46279 -5.25049 | -7450.26 -2862.66
-68.32 62.5657 | -5.48352 2.61748 | -1027.3 -8950.06
-68.0762 62.9946 | -5.92817 -0.555622 | 5992.73 16108.1
-67.8427 63.4405 | -2.09127 1.66904 | -358.007 -7841.1
-67.6062 63.8816 | 1.75333 -1.25146 | 8091.22 2264.67
-67.3551 64.3189 | 5.2085 1.26398 | -2237.34 3492.95
-67.1033 64.7566 | -3.74181 10.5569 | 29.3609 -14134.4
-66.8534 65.1855 | -1.49926 6.09939 | -16097.1 537.215
-66.6257 65.6223 | 4.58234 0.309228 | 21261.9 12976.3
-66.3832 66.0677 | -3.87619 -0.138386 | -8445.01 14000.2
-66.1462 66.522 | -3.77704 -1.14102 | 3121.86 -25994.4
-65.8909 66.9486 | -1.38218 3.68938 | -16293.4 -11522.2
-65.6351 67.36 | 5.80507 0.150309 | 14726.2 16004.4
-65.3587 67.7722 | -2.92238 -4.57806 | -4894.31 -6839.09
-65.0762 68.1769 | 3.07312 -1.79617 | -1141.42 8062.69
-64.7889 68.5847 | -1.55137 5.10969 | 13675.9 12923.2
-64.4815 68.9906 | -0.952863 -3.13388 | -16385.5 -24687.5
-64.1697 69.3715 | -5.94213 -0.813966 | -2474.5 21449.7
-63.8459 69.7499 | -3.31448 3.00617 | 344.158 -13008.9
-63.4793 70.0791 | -2.71445 -1.91314 | 14523 -12928.9
-63.0613 70.3481 | 3.43251 -3.82831 | 2369.47 26705.5
-62.627 70.6127 | 3.31436 -0.807966 | -5558.35 -7210.77
-62.1808 70.8481 | 0.819121 -6.82127 | 1736.45 -4535.79
-61.7198 71.0498 | 3.19281 3.3286 | -4507.11 -4217.39
-61.253 71.2287 | 2.86813 3.14942 | 7043.15 21117.9
-60.7797 71.4085 | -6.54137 4.57877 | -18862.9 -14944.8
-60.3069 71.5385 | -1.38804 -0.116129 | -9788.81 -4613.72
-59.8305 71.609 | -0.413537 4.30398 | 9859.26 6197.16
-59.3433 71.6278 | -0.0584774 -2.40709 | 4496.54 3980.52
-58.8547 71.587 | -2.84329 -1.46127 | -11371.2 -21462.8
-58.3814 71.4701 | -6.53276 -1.17828 | 15592.8 15176.7
-57.8999 71.3549 | 2.75302 -7.81613 | 6493.38 14018
-57.4154 71.2507 | 4.23561 -3.46205 | -31680 -7029.38
-56.9588 71.1116 | -1.91718 -1.6288 | 7215.24 -1919.05
-56.5055 70.9434 | -2.7464 -8.06418 | 36881.5 -8625.23
-56.0335 70.7542 | 2.87154 -1.62028 | -15448.3 7657.97
-55.5748 70.5521 | 4.75433 -4.17766 | -2362 -11265.7
-55.1251 70.3252 | -0.149021 -2.80461 | 20045.5 -5631.41
-54.6627 70.1022 | -0.901517 -4.37282 | -31549.3 33543.5
-54.2105 69.9173 | -0.484874 -3.30432 | 9695.46 -28770.3
-53.7565 69.7113 | 0.730419 4.18619 | 8703.03 11262.7
-53.29 69.5253 | 4.43099 -0.156347 | -2854.2 6929.98
-52.8216 69.349 | 0.648051 -1.23781 | 6247.99 -21708.4
-52.3559 69.1468 | -5.68956 0.6235 | -19753.9 6885.31
-51.8959 68.957 | 2.52669 3.18207 | 27139 5652.25
-51.4054 68.8077 | -1.01935 -1.84378 | 13782.3 9421.32
-50.9014 68.6871 | -2.81902 1.84936 | -45632.7 -30408.1
-50.4291 68.5389 | 3.97342 4.23287 | 7725.17 27283
-49.9432 68.4509 | -0.867405 -0.694097 | 16082.4 -16346.7
-49.4402 68.4032 | 0.785275 1.43206 | -1292.53 23836.5
-48.9367 68.4337 | 0.118092 -3.57547 | -15004.5 -18896.8
-48.4456 68.4856 | 6.09979 -11.7896 | 8414.5 4670.08


-50.8289 57.3738 | -1.01799 -0.14735 | -6533.46 -1757.16
-50.3531 57.5049 | 0.0718511 1.38986 | 571.55 815.989
-49.8864 57.6691 | 0.927239 2.73064 | 4738.62 3163.34
-49.4262 57.861 | 1.79295 0.604423 | 27.0717 -3032.81
-48.9723 58.0673 | 0.0203504 0.123752 | -1066.52 2326.54
-48.5245 58.2859 | -2.59345 0.562719 | 1360.23 -3298.28
-48.0776 58.5049 | -1.19164 -2.9647 | 546.249 -8449.46
-47.6337 58.7244 | -1.46921 -1.96887 | -6149.4 8237.75
-47.2074 58.9726 | -2.49853 -0.619504 | -2591.5 -899.919
-46.7951 59.24 | -2.04717 -1.58354 | 5747.29 -5877.97
-46.3891 59.518 | -1.60048 -1.7254 | -3583.68 5514.35
-46.0048 59.8258 | -0.422326 -1.37818 | -3199.08 7696.97
-45.6411 60.1624 | -0.480081 -1.89347 | 8966.93 1847.34
-45.2732 60.5034 | 0.097533 -3.99644 | 2318.54 -1936.86
-44.8949 60.8337 | -0.181555 -3.54566 | -7999.94 1191.87
-44.5078 61.147 | -0.283019 -1.29791 | 1581.03 -7585.13
-44.0956 61.4211 | 2.53427 -2.10708 | 310.29 -1088.11
-43.6606 61.6573 | 3.59228 -1.80858 | 3745 1853.43
-43.2076 61.8631 | 3.29711 1.4815 | -4444.9 742.806
-42.7468 62.0449 | 4.20817 2.32819 | -2788.08 -1116.86
-42.2795 62.2045 | 3.07667 3.70164 | 6709.14 4652.62
-41.801 62.3471 | 0.887733 2.88836 | 3543.38 1201.31
-41.3133 62.4669 | 0.410091 -0.297709 | -2311.25 -5271.15
-40.8221 62.5568 | 0.873288 0.552153 | -8526.38 792.517
-40.3346 62.6299 | 0.503316 5.12588 | -4035.16 5014.61
-39.8484 62.6931 | -0.480311 6.69807 | 6300.96 -1939.58
-39.3554 62.732 | -0.0297023 3.80418 | 2787.08 2282.43
-38.858 62.7435 | 1.43153 1.324 | 1777.36 -3286.72
-38.3585 62.7172 | 0.900506 1.36806 | 8454.44 2033.89
-37.8561 62.6569 | 0.421759 0.00405664 | 1827.86 2427.83
-37.3597 62.556 | 0.942925 -2.74313 | -10794.7 -6337
-36.8855 62.3978 | 1.04425 -0.112539 | -3913.14 1724.96
-36.4314 62.1965 | -0.138258 0.0208821 | 3046.75 -1239.67
-35.9893 61.9645 | -1.62614 -2.83959 | 4782.71 -839.371
-35.5527 61.7145 | 1.08264 1.41045 | 2692.47 2500.32
-35.12 61.4549 | 2.43389 1.53574 | 26.3251 -3859.57
-34.6945 61.1808 | 1.43461 0.161883 | -471.351 510.096
-34.275 60.8989 | 0.00249702 0.629633 | -4659.75 -348.786
-33.8609 60.615 | -2.868 -1.96415 | -5118.59 1889.64
-33.4438 60.3433 | -2.26798 -2.06438 | 2354.81 5792.16
-33.0108 60.1005 | -0.786162 -1.12903 | -381.137 -3153.16
-32.5634 59.8824 | -0.119503 -0.379156 | 2925.6 -5919.12
-32.0988 59.6946 | 0.136088 -0.451526 | 3293.34 6387.67
-31.6148 59.561 | -0.531426 -1.86755 | -1860.5 5361.82
-31.1204 59.4787 | 0.287741 -2.64187 | 2290.82 -5466.12
-30.6201 59.4241 | 2.49349 -1.28917 | 1163.87 -5536.57
-30.1171 59.3939 | 3.64859 0.645852 | -5457.93 3191.11
-29.6178 59.4063 | 3.68024 -0.15117 | -5526.98 850.103
-29.1264 59.4666 | 3.23748 -0.676381 | 177.426 1530.3
-28.6429 59.5734 | 4.00115 0.559844 | 2746.4 2850.29
-28.1663 59.7175 | 4.46385 0.005554 | 4348.3 -7128.28
-27.6935 59.8798 | 3.40217 -0.256022 | 859.678 849.852
-27.2308 60.0713 | 2.14088 1.1748 | -1049.71 2258.97
-26.7855 60.2996 | -1.65373 5.13133 | -2892.86 1594.61
-26.3618 60.5622 | -2.18427 2.42505 | -4224.28 -5667.38
-25.9581 60.8455 | -0.849741 0.778526 | -1010.55 -7084.55
-25.5713 61.1467 | 0.550812 0.39383 | 5274.1 10815.4
-25.2035 61.4826 | 1.50335 -1.00108 | 3736.51 8421.99
-24.8521 61.8461 | -0.896023 0.18764 | 5262.05 -3648.15
-24.507 62.2176 | 0.948279 -1.87221 | -3096.58 -1978.8
-24.1748 62.597 | 2.60059 -3.18111 | -3896.9 -2437.24
-23.8574 62.9843 | 1.86071 -1.45816 | -3057.5 2255.52
-23.5503 63.379 | 0.490907 0.586723 | 3686.12 -1876.47
-23.2378 63.7701 | 2.07687 0.118407 | -2137.44 -3.12861
-22.9188 64.155 | 4.16951 -0.632114 | 920.162 2965.09
-22.5849 64.5293 | 2.54489 -1.59138 | 2781.07 -4528.53
-22.2284 64.8808 | 1.19163 -2.78411 | -2251.81 -1452.94
-21.8557 65.2124 | 3.14129 -4.33366 | -1383.6 3516.39
-21.4693 65.5289 | 3.07278 -3.34913 | 1136.26 -2220.79
-21.0653 65.8224 | 3.27515 -2.17845 | 2832.55 432.413
-20.6448 66.0941 | 4.03725 -1.09023 | -5223.04 -1109.38
-20.2167 66.3472 | 2.54252 0.754059 | -278.671 -1399.47
-19.78 66.5834 | 1.12959 -1.10079 | -1736.52 8305.69
-19.3354 66.8091 | 1.31713 -1.72743 | 6285.2 -1440.15
-18.8704 67.0014 | 3.0295 0.850991 | 10207.3 -5320.78
-18.384 67.1498 | 4.43209 0.312555 | -7196.51 5022.38
-17.8941 67.2719 | 3.80452 -0.085512 | -8087.15 616.438
-17.4034 67.3617 | 1.62035 2.01178 | 1690.27 -3013.72
-16.9063 67.4054 | 0.236375 2.79983 | 3297.28 -1242.97
-16.4052 67.402 | 0.296242 2.3683 | 749.674 -1870.87
-15.9054 67.3565 | 0.827725 2.03803 | -3626.3 1297.58
-15.4115 67.2815 | -0.787629 -2.57998 | -1353.29 -1504.47
-14.9214 67.1859 | -3.11432 -4.71548 | 8754.9 5977.75
-14.4274 67.0847 | -4.12651 -0.896481 | 448.482 346.132
-13.9368 66.9652 | -3.73059 -0.283069 | -5370.83 -9626.3
-13.4571 66.8126 | -0.932673 -1.07689 | 2197.43 3539.9
-12.9798 66.6513 | 0.627685 -1.51414 | -395.321 778.346
-12.5028 66.4904 | 0.0468372 -2.45986 | -2681.85 -6566.5
-12.0243 66.3364 | -0.888802 -3.71109 | 2443.78 11670.4
-11.5353 66.2234 | -0.778111 -2.67348 | -1096.11 -2630.12
-11.0403 66.1402 | 1.69857 0.876029 | 859.679 -6932.75
-10.5402 66.0867 | 3.11002 2.99413 | 1820.06 10631.8
-10.0358 66.0899 | 1.71957 0.762069 | 2990.26 -5333.96
-9.53131 66.1354 | 0.165311 3.34396 | -1788.31 6556.35
-9.03453 66.2315 | -0.301034 2.316 | -4315.73 -751.981
-8.54838 66.3612 | -0.705427 -1.71425 | 2416.41 -8760.45
-8.06791 66.5091 | -1.3064 -3.27746 | 758.629 3134.91
-7.59976 66.6942 | -0.251384 -5.10315 | -3010.25 2968.74
-7.15314 66.9234 | -0.271287 -3.10755 | -3807.03 -2035.05
-6.73066 67.1889 | -1.50907 -3.0963 | 2284.62 -338.158


-93.946 -17.7367 | 3.92045 -0.448107 | -3305.39 690.198
-93.5031 -17.963 | 2.48178 -5.04231 | 3113.33 993.091
-93.0474 -18.1695 | 2.35069 -4.09723 | 6938.48 -8110.7
-92.5765 -18.3588 | 1.96786 -0.985639 | 3632.7 3017.22
-92.0893 -18.5123 | 0.289745 -0.366327 | 3465.7 4641.99
-91.5886 -18.6249 | -1.04981 -3.38553 | 3186.04 -3027.39
-91.0795 -18.7099 | -0.752268 -3.74139 | -1038.13 2858.27
-90.5674 -18.7682 | 0.24331 0.683378 | -944.871 -4413.98
-90.0553 -18.8097 | 1.41459 1.52799 | -9375.88 -1694.64
-89.5487 -18.8252 | 2.46793 -0.959481 | -3940.53 6970.46
-89.046 -18.7957 | 1.1499 -1.26935 | 7131.82 -1193.9
-88.5431 -18.7284 | -1.57756 0.00766422 | -2881.99 -4955.69
-88.0487 -18.6235 | -2.4886 1.68642 | -335.25 3810.05
-87.5693 -18.4621 | -2.62948 2.70447 | 2788.3 9106.66
-87.1109 -18.2386 | -1.32481 -1.62031 | -843.751 -967.78
-86.6746 -17.9746 | -0.622945 -2.51939 | -974.874 -3884.62
-86.2576 -17.6844 | -0.302721 -2.86943 | -1404.79 888.351
-85.8595 -17.369 | 2.42973 -4.78772 | 2486.32 3682.62
-85.4754 -17.0317 | 3.37135 -3.44963 | 1631.27 3816.99
-85.1006 -16.6804 | 1.24835 -0.614399 | -3984.31 -2288.22
-84.7295 -16.3297 | 0.544695 -0.117481 | 1891.91 -6040.21
-84.3491 -15.9936 | 0.634798 -1.0994 | -6126.43 1362.88
-83.962 -15.6709 | 0.536413 0.0284407 | -2857.16 -3461.11
-83.5576 -15.3761 | 0.767467 1.35361 | 9240.57 -7717.86
-83.1251 -15.1196 | 0.402828 -0.0397328 | -2972.24 9914.98
-82.6833 -14.8763 | -0.321793 0.0784517 | -6107.64 -87.7032
-82.2336 -14.6581 | 0.821446 -0.299116 | -2562.23 -9819.59
-81.7702 -14.485 | 0.888303 1.46891 | -3933.17 8210.92
-81.2975 -14.345 | -0.64524 3.55804 | 1195.29 -5898.53
-80.8126 -14.2594 | -4.37989 2.29156 | -1071.81 -1177.78
-80.322 -14.2227 | -5.36087 2.47768 | 1331.61 5959.9
-79.8287 -14.2211 | -2.7751 3.12919 | 839.513 -1384.67
-79.3359 -14.2616 | -0.756762 2.06162 | 2612.71 -518.333
-78.8464 -14.3428 | 0.111233 1.07623 | -875.891 4697.46
-78.3652 -14.46 | -2.05078 -0.0851535 | 832.753 2400.05
-77.8981 -14.6239 | -2.19554 1.38122 | -1153.69 -8198.93
-77.457 -14.8509 | -0.631634 3.35664 | -1982.78 938.081
-77.0431 -15.1234 | -1.6317 3.54136 | 4511.38 6102.45
-76.6486 -15.4246 | -0.455716 3.668 | 4082.84 -6843.02
-76.2789 -15.7637 | -0.243586 1.44885 | -1704.7 -1861.54
-75.9396 -16.1344 | 0.197957 -0.0366994 | 654.464 2568.55
-75.6255 -16.5262 | 0.68893 -0.355759 | 3858.64 -1658.54
-75.3349 -16.9386 | 0.361775 -0.151464 | -958.768 -2134.79
-75.0754 -17.3723 | 0.765575 0.469282 | -5459.53 -983.945
-74.8499 -17.8232 | -0.993565 0.503667 | 4714 6259.14
-74.642 -18.2801 | -1.00096 0.871468 | -3474.67 -5694.35
-74.4579 -18.7501 | 2.12831 0.45534 | 1014.32 -4729.94
-74.286 -19.2283 | 1.20262 -0.665377 | 927.2 3482.85
-74.1143 -19.7044 | 1.86867 -1.78679 | -4222.87 4639.16
-73.9373 -20.1741 | 1.38995 -1.60067 | 4080.57 -507.32
-73.7386 -20.636 | -1.77664 0.176475 | -1301 -2627.98
-73.5166 -21.0888 | -2.6366 -0.574034 | 2199.83 76.2399
-73.2622 -21.5249 | -0.142258 -0.829443 | -1970.4 -393.977
-72.9738 -21.9381 | -1.28718 -0.549969 | -944.37 3155.06
-72.6443 -22.3154 | -2.67022 1.90262 | 3273.58 6344.36
-72.2711 -22.6462 | -3.33488 4.33048 | -7068.82 -1002.58
-71.8719 -22.9393 | -4.04567 2.63077 | -1148.76 294.541
-71.4478 -23.193 | -2.16092 2.95924 | 1824.97 -2459.29
-71.0003 -23.4062 | -0.216778 5.42565 | -2857.62 -5023.65
-70.5347 -23.5734 | 0.648066 4.56352 | 486.391 8775.32
-70.0515 -23.67 | 1.41209 3.10012 | -4502.52 589.133
-69.563 -23.7089 | 1.76562 2.14614 | 649.242 -1614.07
-69.0719 -23.7094 | 1.83864 1.1546 | 6395.36 -4577.2
-68.5765 -23.6879 | 2.11581 1.5014 | 575.552 -1132.51
-68.0812 -23.644 | 2.5235 0.887989 | 2175.6 -620.548
-67.5871 -23.5736 | 2.26707 -0.760345 | 3067.66 -775.844
-67.0964 -23.4703 | 3.05135 -0.0933611 | -766.118 6414.67
-66.6159 -23.3238 | 4.91604 -0.519065 | 1131.43 -1865.91
-66.1444 -23.1483 | 4.80901 -1.6693 | 1168.24 -2960.05
-65.6821 -22.949 | 2.81211 0.895938 | 827.291 5109.57
-65.2319 -22.7185 | 0.865143 1.88603 | 3894.89 -635.2
-64.7918 -22.4646 | 0.588898 0.340461 | -3020.44 3146.11
-64.3666 -22.1865 | 3.75245 -1.88829 | -665.93 2013.91
-63.9498 -21.8946 | 5.62718 -2.614 | 5044.52 -3138.29
-63.5302 -21.6045 | 3.7985 0.466739 | -2355.88 -181.275
-63.1117 -21.3159 | 2.90802 1.7945 | -4753.49 -3795.33
-62.6959 -21.0323 | 1.83895 0.792322 | -1519.46 -3328.13
-62.2811 -20.7525 | 0.780177 0.717728 | -502.908 3541.76
-61.869 -20.4682 | -2.06561 3.92901 | -4221.92 3878.87
-61.4585 -20.1842 | -3.7026 4.77289 | -1416.94 -8526.44
-61.0377 -19.9244 | -3.19383 4.19053 | -3366.78 -996.536
-60.6066 -19.6884 | -2.85673 3.22909 | -3267.32 3889.95
-60.164 -19.4767 | -2.45983 3.3121 | 7497.82 -2166.18
-59.7 -19.3053 | -0.821784 1.98331 | 182.52 2208.05
-59.2227 -19.1728 | -1.07635 0.770168 | -6055.65 3911.59
-58.7389 -19.0826 | -2.57054 0.84335 | 2191.48 -2085.83
-58.2459 -19.0541 | -3.11983 2.76539 | 10113.5 -6336.78
-57.7457 -19.0937 | -0.169166 2.6607 | 4025.69 -1674.9
-57.2478 -19.1804 | 2.19688 1.22167 | -4770.96 10693.8
-56.7592 -19.2885 | 1.55624 1.70237 | -9827.5 3093.59
-56.2871 -19.4301 | -0.0135689 0.454102 | 962.432 -10466.7
-55.8294 -19.6208 | -0.909925 -2.28575 | 9901.51 -923.172
-55.3753 -19.8365 | -0.248362 0.0688668 | 1334.53 5184.85
-54.9256 -20.0609 | -0.815765 0.686525 | -5281.14 1361.08
-54.4867 -20.2979 | -0.454408 -0.319869 | -1722.6 -875.945
-54.0568 -20.5493 | 1.10116 -1.7976 | 2198.43 -3964.18
-53.6304 -20.8121 | 1.84011 -1.14972 | 5228.11 2615.71
-53.1999 -21.0734 | 1.33151 0.0462813 | 393.962 -670.487
-52.7694 -21.3361 | 0.651406 -2.3905 | -3590.41 -3580.16
-52.3418 -21.6024 | 4.03004 -0.927916 | -1513.93 4343.68


15.2985 -66.1914 | 2.00555 7.52801 | 357.65 -788.036
15.7979 -66.2118 | 2.65096 2.12326 | -3117.66 -2334.27
16.295 -66.1968 | 4.01486 -0.761535 | -2124.53 3284.59
16.7874 -66.1374 | 2.68664 -2.57626 | 2813.55 1295.65
17.2758 -66.0394 | 1.77415 -3.54338 | 4197.45 -3068.78
17.7601 -65.9138 | 0.934037 -2.23883 | -4843.74 846.481
18.2319 -65.7581 | -0.339209 -2.07836 | -6160.47 -329.193
18.6905 -65.5777 | -0.367271 -2.16058 | 1734.01 2078.22
19.1455 -65.3833 | -1.22376 -1.49174 | 9308.65 -1714.83
19.6078 -65.191 | -1.35692 0.226621 | 2629.58 -1129.32
20.0731 -65.0013 | -1.98027 0.961864 | -6582.11 4230.8
20.5333 -64.8071 | -3.76384 0.0823932 | -2124.94 -1455.01
20.9954 -64.6232 | -3.15962 0.394011 | 3024 -5557.65
21.4667 -64.4612 | -1.91573 1.52705 | 4203.8 135.159
21.9452 -64.3092 | -0.341585 0.363525 | 4456.48 8769.29
22.4275 -64.1507 | -0.0755045 -1.14596 | 1464.16 2925.86
22.9136 -63.997 | -1.34858 -2.72304 | -790.162 -4410.99
23.4048 -63.8682 | -0.00142744 -4.57833 | -6703.11 -1856.61
23.8968 -63.7702 | 0.365088 -1.91971 | -8055.4 -1010.39
24.3876 -63.7073 | -0.121899 2.64642 | -2432.77 -1718.54
24.8793 -63.6833 | 1.23802 5.33129 | 2842.26 1110.78
25.3732 -63.694 | 2.61227 4.83276 | 2170.29 1807.7
25.8666 -63.7368 | 3.58426 1.71574 | -2667.76 -841.985
26.3538 -63.8147 | 2.57864 -0.0869408 | -3669.78 4740.61
26.8319 -63.9232 | 1.10737 0.157741 | 2415.2 -1599.84
27.3007 -64.0721 | 1.26524 -2.04362 | 2493.29 -3493.11
27.757 -64.2628 | 0.528265 -2.92208 | 232.277 1797.11
28.1994 -64.4839 | -0.342403 -2.43511 | -1648.88 -520.936
28.6276 -64.7292 | -0.51248 -3.863 | -1623.38 2354.69
29.0461 -64.9873 | 0.576015 -3.56679 | 4659.1 5017.75
29.461 -65.2516 | 1.39565 -1.47903 | -3215.89 -2720.5
29.8613 -65.5359 | 0.567867 1.65988 | -5168.11 -1695.9
30.2461 -65.8386 | -0.761625 2.98863 | 7245.56 -385.422
30.6326 -66.1468 | -0.685228 2.44268 | 4325.65 -6256.09
31.0246 -66.458 | 0.390723 3.19729 | 7431.21 1740.21
31.4283 -66.7602 | 0.631593 3.48986 | -4815.91 2026.7
31.8315 -67.0566 | -1.60576 1.33518 | -11786.4 -1612.73
32.2298 -67.35 | -3.33541 -0.179884 | 7612.85 2431.01
32.6461 -67.6225 | -1.50162 0.822694 | 4170.56 -4774.99
33.0812 -67.8724 | 1.29042 2.12569 | -911.135 2206.82
33.533 -68.0882 | 2.30401 2.08576 | -2040.13 7198.87
33.9977 -68.2649 | 0.8229 2.2884 | -6619.29 -8387.65
34.4669 -68.4218 | -0.729901 2.97834 | 3773.45 -2559.26
34.9492 -68.5425 | -1.00061 2.04709 | 3134.69 6972.26
35.444 -68.6037 | -0.919741 2.40354 | -1650.57 1165.57
35.9419 -68.6131 | -0.750134 2.10663 | 772.18 -3446.64
36.4398 -68.5847 | -0.470346 0.752955 | -405.902 651.593
36.9345 -68.52 | 0.0871383 0.542025 | 2535.33 -2610.56
37.426 -68.4241 | 0.480184 -0.925221 | 2412.04 3160.3
37.9117 -68.2911 | -0.516983 -1.07716 | 1749.59 5704.41
38.3903 -68.1248 | -1.67597 2.69333 | 3849.27 -4014.57
38.8666 -67.9477 | -0.801296 1.69624 | -2115.71 -5296.85
39.3376 -67.7634 | -1.15147 0.379948 | -2415.52 3695.51
39.7987 -67.5584 | -0.899067 0.65821 | -1223.97 996.324
40.2504 -67.3356 | 0.951421 -0.636917 | -2506.37 -2793.6
40.6944 -67.1031 | 1.64452 -0.716187 | 1841.66 -629.838
41.1344 -66.862 | 1.20062 -1.6915 | -662.098 557.845
41.5685 -66.6102 | -0.660467 -1.42934 | -579.362 5712.97
41.9983 -66.3472 | -2.26187 1.31164 | 3625.23 -2402.25
42.4342 -66.0916 | -2.09693 1.67732 | 2235.95 -3981.43
42.8784 -65.8489 | -1.89409 -0.302449 | 917.316 4217.82
43.3261 -65.6088 | -2.1433 -0.67789 | -1731.11 532.044
43.7763 -65.3737 | -1.96938 0.376798 | 1657.36 2420.83
44.234 -65.1491 | -0.454254 -0.218001 | 3205.54 -878.313
44.7039 -64.9477 | 0.469015 0.0315583 | -2393.95 -4999.68
45.1836 -64.7781 | 1.34173 1.21895 | -787.888 -53.7714
45.6705 -64.6347 | 2.98935 -0.366809 | -170.477 -3364.9
46.162 -64.5142 | 3.90701 -2.27355 | -5570.08 3010.72
46.6513 -64.4016 | 3.59465 -3.0701 | -3404.39 1608.83
47.1395 -64.2972 | 2.51537 -1.70152 | -2164.32 185.701
47.6292 -64.2098 | 1.79309 0.862553 | 1770.68 1967.79
48.1234 -64.1502 | 1.67904 2.18397 | -3940.72 -5519.32
48.6173 -64.1356 | 1.92744 1.24821 | -5990.66 -2097.69
49.1061 -64.1597 | 2.14568 -0.418852 | -879.061 4976.43
49.5919 -64.2045 | 1.54854 -1.40402 | 564.412 2360.01
50.0757 -64.2693 | 0.665763 -2.83009 | 2482.15 -2249.27
50.5571 -64.3607 | 0.226348 -2.71667 | -414.685 1423.45
51.0334 -64.4742 | -0.0873636 -2.40328 | 336.601 4913.99
51.5036 -64.6086 | -0.487028 -1.68102 | -1369.31 -6433.35
51.9621 -64.779 | -1.15919 -1.35027 | -708.017 1811.07
