-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
11.7846 78.4098 | -0.225915 -2.05153 | 4656.59 -4745.77
12.1648 78.078 | -0.676379 -1.38814 | -8467.98 9738.65
12.5484 77.7634 | 0.470574 -1.63946 | -3080.74 1956.45
12.9417 77.466 | 2.84022 -1.26972 | 4836.67 -3343.37
13.3519 77.1857 | 5.05993 0.743141 | 3162.67 -2753.34
13.7791 76.926 | 2.42788 0.785225 | -2769.25 3348.33
14.2192 76.6942 | 1.11564 0.257224 | -3847.11 -1738.32
14.6703 76.4885 | 3.05315 -0.0130291 | 6132.06 543.402
15.1388 76.3162 | 4.9868 0.188209 | -629.028 -1289.76


48.2697 10.5455 | 0.847524 1.24324 | 938.552 -1486.77
48.6969 10.805 | -1.63937 0.584267 | -2322.74 1154.76
49.0993 11.1 | -1.58793 -0.595134 | 353.104 284.01
49.4758 11.4282 | -1.00675 1.14403 | 3242.48 -179.388
49.8259 11.7862 | -1.04269 0.968764 | -2042.89 983.809
50.1407 12.1742 | -0.340685 -1.50703 | -4256.99 -4386.29
50.4174 12.5845 | -0.588298 -1.3983 | 1562.64 -7639.93
50.6607 13.0107 | 1.53883 -0.629891 | -229.29 4986.74
50.8624 13.4612 | 3.67367 -0.393817 | -2326.48 7690.78
51.0233 13.9337 | 1.30247 0.0657704 | 5655.16 2641.58
51.1643 14.4164 | 1.20996 0.627896 | -1450.69 -2310.97
51.2893 14.9026 | 2.10286 1.17554 | 2366.61 950.314
51.4075 15.3918 | 0.590027 0.404427 | 2490.9 4841.57
51.52 15.8855 | -0.230775 -1.43236 | -3831.12 -5619.91
51.6209 16.3772 | -0.621255 -2.37179 | -546.981 -5267.01
51.7156 16.8657 | -2.55304 -1.45814 | 3098.86 -371.126
51.8087 17.3542 | -4.63486 0.0727704 | -2736.19 2651.02
51.8919 17.846 | -7.34747 2.19544 | 2468.6 1238.05
51.9691 18.3401 | -5.80401 2.33888 | 21.9704 91.4025
52.0353 18.8358 | -2.08319 1.11113 | -3461.79 107.484
52.0852 19.3331 | -1.37214 1.58566 | -3690.47 934.316
52.1269 19.8314 | -0.681637 1.91535 | 1036.54 -4486.85
52.1829 20.3255 | 0.221566 2.05727 | 6859.06 337.731
52.2699 20.8163 | -2.5008 3.14163 | -2693.91 5696.45
52.3768 21.3068 | -4.62442 3.39951 | -4291.15 1270.63
52.5061 21.7927 | -2.97938 2.67451 | 5323.11 -2047.07
52.6769 22.2654 | -2.62499 2.88857 | 193.391 1783.54
52.8869 22.723 | -2.13748 3.55467 | -890.124 -2619.55
53.1341 23.159 | -0.493918 4.19306 | -3003.38 -3403.01
53.4157 23.5697 | -0.147465 3.01743 | 515.662 741.01
53.7331 23.9543 | 0.145725 1.52309 | 4339.73 3527.11
54.0867 24.3119 | -0.590698 1.64657 | 3086.93 758.507
54.4706 24.6404 | -2.1759 0.261383 | -1399.29 -1607.88
54.8743 24.942 | -5.20113 1.74567 | -5102.58 1178.88
55.2897 25.2222 | -5.56773 3.39139 | 279.679 -5047.03
55.7201 25.4756 | -3.88389 4.03431 | 2744.98 4609.41
56.1625 25.7138 | -3.7013 3.44731 | 672.604 3340.81
56.6144 25.9367 | -5.24567 4.16889 | -2265.19 -6478.22
57.0746 26.1329 | -4.4071 3.83117 | -2979.88 -3269.08
57.539 26.3115 | -2.00656 3.0303 | 1774.47 5945.02
58.0054 26.4907 | -0.677503 2.58298 | 1262.43 427.051
58.473 26.6683 | -0.850556 4.39435 | -4986.52 -2366.34
58.9381 26.8414 | 0.916711 3.11719 | -2334.14 -4666.4
59.4019 27.0106 | 3.20575 2.19876 | 4096.07 4784.67
59.8656 27.1918 | 2.1015 3.63876 | 5957.89 1977.17
60.3286 27.3873 | 0.504187 3.01085 | -1333.52 -31.9373
60.7846 27.5981 | -0.291212 3.01238 | -421.35 -4068.2
61.2313 27.8248 | -0.397742 3.65834 | 793.492 1776.09
61.6626 28.081 | 1.82059 2.70408 | 4.57152 1739.13
62.07 28.3739 | 4.07581 -0.343644 | -2230.36 -4232.38
62.4448 28.703 | 1.96194 -0.260653 | -1467.47 1722.04
62.7766 29.0751 | -0.0164833 0.20386 | 1907.01 4345.45
63.0612 29.488 | 1.22288 -1.53001 | -2521.38 -2257.69
63.2943 29.9302 | 1.55764 -1.63541 | -2920.32 -50.9117
63.4804 30.3942 | 0.392052 -1.11618 | 6069.56 4964.97
63.6368 30.8739 | -1.07298 -2.1205 | 1278.9 -1421.87
63.7633 31.3619 | -1.05191 -2.73014 | -5099.17 -3320.95
63.8547 31.8549 | 0.580301 -2.73607 | 2181.02 2269.89
63.9236 32.3531 | 2.14989 -2.04088 | 8593.4 -30.1767
63.9749 32.8546 | 0.889936 -2.0533 | -3836.65 4377.26
63.9796 33.3614 | -2.97978 -2.34753 | -9851.79 1794.37
63.9233 33.8669 | -5.16812 -0.941754 | 1834.85 -1794.64
63.8278 34.3655 | -3.52886 1.13813 | 1654.93 -1447.45
63.7059 34.856 | -2.26312 0.857819 | 63.076 -6998.38
63.5647 35.3357 | -0.934494 0.126419 | 4899.46 -3100.65
63.4159 35.8097 | 0.411067 0.744246 | -3311.95 4964.22
63.2554 36.2836 | 0.130517 1.6212 | -1806.05 1018.66
63.0882 36.7567 | -0.868714 2.15796 | 3562.11 526.822
62.9242 37.2296 | -1.73095 0.523604 | 3082.99 -6454.17
62.7608 37.6961 | -0.570104 -0.184525 | 2971.11 -8467.71
62.5904 38.1528 | -0.542753 -0.0347476 | -4996.18 2707.46
62.4033 38.6058 | -2.42325 -1.35355 | -2514.43 6439.4
62.207 39.0612 | -1.62007 -1.96665 | 3326.02 5820.7
62.0106 39.5204 | -1.62729 -2.41104 | -2392.12 -814.088
61.8032 39.9749 | -0.817418 -2.21214 | -4855.22 -5610.53
61.5821 40.421 | 0.589447 -0.956046 | 1036.44 740.755
61.3669 40.8701 | -1.70397 -0.892632 | 3463.88 492.053
61.1733 41.3286 | -3.07978 -0.907902 | -1254.45 2244.53
61.0034 41.799 | -1.5548 -0.676999 | 1871.62 6669.32
60.8606 42.2821 | -0.671709 -1.0766 | 143.803 -4757.96
60.7355 42.7669 | -0.225562 -0.210357 | -1293.78 -4585.78
60.62 43.2507 | 0.0874122 0.874338 | 802.248 871.541
60.5142 43.7368 | -1.18393 1.12201 | 571.187 1104.81
60.4142 44.2251 | -0.374853 0.955624 | -3448.87 1691.5
60.3126 44.7153 | 3.74 2.02685 | -1949.27 1940.1
60.2137 45.2085 | 2.57852 2.77585 | 4967.6 5161.73
60.1274 45.7069 | 2.34104 3.15347 | -1793.18 -4682.86
60.0416 46.2024 | 2.25729 1.85433 | 372.141 -4184.96
59.9528 46.6945 | -0.271151 -0.229507 | -722.543 4602.36
59.8578 47.1883 | -1.71741 -1.01947 | 95.7016 225.074
59.7542 47.6812 | -0.935878 0.0198927 | 1695.39 1685.23
59.6383 48.1723 | -0.392515 0.00919208 | -7045.06 -1688.55
59.4983 48.6572 | -0.328438 -1.13763 | 182.546 -1549.13
59.3499 49.1387 | -0.664942 -1.27212 | 2264.75 2070.97
59.2087 49.6219 | 1.1705 -0.593696 | 7079.05 -5917.24
59.082 50.1035 | 1.86484 -0.196456 | -1594.6 -3900.93
58.9551 50.5827 | 1.65237 -0.499228 | -671.717 8429.05
58.8219 51.0662 | 1.48479 -0.222733 | 2394.71 2901.66
58.6734 51.5477 | -0.172895 0.6182 | -6595.47 -1967.49
58.4892 52.0172 | -0.535332 0.327685 | 3263.68 -3641.51


-49.4275 77.0313 | 0.54201 -4.87832 | -597.493 2335.74
-49.1618 77.4579 | 0.584181 -3.96751 | 6196.86 1587.98
-48.8584 77.8632 | -2.79576 -1.49088 | -2312.77 6383.42
-48.5253 78.248 | -4.34582 -0.342176 | 2825.55 -6142.91
-48.1542 78.5951 | -1.90996 0.106303 | 4787.21 -638.139
-47.7492 78.9068 | -0.514793 0.773889 | 3951.93 4654.97
-47.3215 79.194 | -0.329782 0.381039 | -5142.68 64.2099
-46.8824 79.4579 | -0.743693 -0.669921 | -5288.93 994.42
-46.431 79.6922 | -1.88313 -1.12214 | 1727.37 -6138.86
-45.9584 79.8768 | -2.158 -1.65703 | 2511.3 -3262.26
-45.4677 80.0108 | -2.18136 -1.22957 | 4889.51 12.6417
-44.9637 80.1063 | -3.20226 -0.161843 | 3534.94 -297.605
-44.4525 80.1765 | -3.60131 -2.18083 | -218.866 2466.74
-43.9402 80.2356 | -3.51705 -1.99111 | -6946.87 -19.9643
-43.4328 80.2874 | -3.26879 -0.160995 | -7252.3 1829.72
-42.9302 80.3329 | -3.42632 -1.20519 | 2933.95 -4521.24
-42.4255 80.363 | -4.51985 -0.708135 | 2584.51 -1402.5
-41.9187 80.3867 | -4.75119 0.45315 | -1885.34 4607.16
-41.4137 80.4184 | -3.31068 0.881135 | -3981.03 -1091.5
-40.9121 80.4541 | -0.931522 2.79133 | -583.914 -650.681
-40.412 80.4934 | -0.68237 3.81622 | -428.022 -2567.35
-39.9134 80.5377 | -2.04011 1.92768 | -3706.94 -3633.81
-39.4197 80.5982 | -3.11161 3.64727 | -2059.07 6200.5
-38.9341 80.6984 | -2.16906 4.16426 | -1781.96 3273.45
-38.4584 80.8341 | 1.07316 0.482296 | -2647.22 -4633.7
-37.99 80.9852 | 2.04242 -0.194162 | 3027.06 -1510.73
-37.5231 81.1467 | 3.05209 -2.20092 | 4250.65 136.267
-37.057 81.3213 | 2.79521 -3.50951 | 4034.52 2780.89
-36.5941 81.5152 | -0.259357 -2.23314 | 2728.02 2379.65
-36.1372 81.729 | -1.35189 -2.23636 | -4398.55 -2594.95
-35.6912 81.957 | -0.937665 -0.542806 | -2615.82 -2936.23
-35.255 82.1978 | 0.293805 -0.844633 | 2663.55 3039.69
-34.8263 82.4561 | -0.495913 -0.452083 | 1176.03 -20.572
-34.4061 82.7287 | -2.21826 1.9887 | -3363.04 -3637.33
-33.9979 83.0124 | -0.928258 3.70773 | -4291.9 -3681.11
-33.6038 83.3098 | -0.652982 4.26071 | 5111.26 5540.61
-33.22 83.6292 | -2.00934 2.30095 | 8227.51 4694.42
-32.8454 83.9698 | -3.48839 1.6299 | -3476.3 668.585
-32.4903 84.3306 | -2.76709 1.09057 | -1758.26 3430.28
-32.1514 84.7086 | -2.05247 0.882737 | 5615.68 983.914
-31.815 85.0926 | -3.04014 -0.481473 | 1156.63 -4483.29
-31.4819 85.4763 | -2.69284 -3.06557 | -8032.59 -3611.99
-31.1642 85.8642 | -1.69564 -2.70818 | -6162.95 -3241.38
-30.8589 86.2558 | -2.5856 -1.83995 | 463.978 4614.12
-30.5508 86.6481 | -3.04098 -2.41783 | 5925.68 1113.44
-30.2215 87.0265 | -4.07124 -1.61678 | -1025.39 -5978
-29.8702 87.3795 | -5.91169 -0.119581 | -5115.22 -2344.78
-29.5025 87.7096 | -6.31899 0.85796 | -1128.02 3787.11
-29.1158 88.0186 | -6.37804 2.02604 | 5937.58 -2815.07
-28.702 88.2955 | -4.94061 1.59675 | 3210.43 2348.35
-28.2687 88.549 | -3.04433 -0.0953401 | 2509.03 6898.65
-27.8218 88.7879 | -4.11619 1.64745 | 3849.59 -1531.94
-27.3599 89.0028 | -3.36149 2.4485 | -2460.55 3262.62
-26.8881 89.1941 | -1.07356 0.50093 | 155.929 -3419.65
-26.4032 89.3477 | -0.980197 0.172389 | 3966.81 -3808.97
-25.9046 89.4598 | -1.52337 -0.901556 | 3599.99 4621.27
-25.3974 89.5419 | -3.16031 -1.18524 | -3843 -3855.31
-24.8889 89.5874 | -4.85736 3.3144 | -6652.08 -241.475
-24.3837 89.6015 | -4.58748 6.62387 | -150.278 2026.21
-23.8795 89.5876 | -3.54568 6.43091 | 230.022 -5984.93
-23.3775 89.5399 | -2.69649 5.51989 | -1868.45 4202.6
-22.8795 89.4765 | -3.04343 2.70407 | -5905.12 4555.89
-22.3882 89.3993 | -3.81696 0.160206 | 755.194 -6490.63
-21.9008 89.295 | -4.09264 -2.08719 | 4913.71 -977.437
-21.4133 89.176 | -3.8003 -3.24206 | -672.683 4544.38
-20.927 89.0557 | -2.96092 -2.76037 | -3350.76 -3360.69
-20.4441 88.9301 | -3.76085 -1.141 | -674.814 5453.08
-19.9609 88.8109 | -3.5095 -0.897289 | 2586.09 -585.585
-19.4759 88.6889 | -0.124177 -1.18922 | 5388.52 -9496.93
-18.9881 88.5551 | 1.76046 -0.0504174 | 1931.07 4614.16
-18.4963 88.432 | 0.583954 0.279634 | -3557.56 -780.904
-18.0029 88.3233 | 0.252082 1.25841 | 1997.7 -60.7852
-17.5035 88.2374 | 0.778256 2.85762 | 5129.87 6647.82
-16.9964 88.1832 | 1.23624 2.63188 | 1107.52 -6478.89
-16.487 88.1429 | 0.604427 0.629913 | -5836.91 -1318.76
-15.9808 88.124 | 0.880058 -0.764545 | -4477.4 3002.58
-15.4784 88.1412 | 2.53817 0.114244 | -889.597 -806.715
-14.9801 88.1981 | 3.91844 1.21395 | -26.4765 7024.72
-14.4878 88.3012 | 4.06341 0.118794 | 7160.46 -2328.02
-13.9965 88.4303 | 0.860293 -0.335444 | 3188.26 -3542.12
-13.5089 88.5804 | -1.57613 -0.668613 | -2201.96 4554.7
-13.0327 88.7629 | -0.722965 -1.49433 | -783.812 1355.51
-12.5683 88.9726 | 0.0759185 -2.34397 | -1537.43 -4781.17
-12.1149 89.1998 | -0.458287 -3.01745 | -1329.61 2823.77
-11.6741 89.4505 | -1.21892 -1.79889 | 878.944 3515.29
-11.2426 89.7207 | -0.224581 -0.674804 | 2919.32 -1338.37
-10.8138 89.9974 | 0.113557 -0.0233403 | 158.006 -1764.94
-10.3873 90.2766 | -1.20105 1.70761 | -4817.12 537.379
-9.96606 90.5593 | -0.132018 1.51836 | 3643.68 -394.649
-9.5414 90.8393 | 2.70131 -0.328069 | 1905.61 -3488.1
-9.11475 91.1148 | 3.75487 -1.48265 | -9313.59 -395.672
-8.69798 91.3951 | 1.68885 -0.773209 | -2547.34 3614.94
-8.28442 91.6796 | -0.464019 -0.401701 | 7828.95 -941.965
-7.8584 91.9524 | -0.328834 0.438644 | 523.588 -1231.85
-7.42271 92.2092 | -0.214078 1.65605 | -4038.74 -2304.8
-6.98258 92.4501 | -1.73533 2.4938 | -6861.77 -874.287
-6.54103 92.6764 | -2.03489 1.31001 | -3328.31 -2338.07
-6.0939 92.8826 | -1.37987 -0.847819 | -204.724 -1158.21
-5.63823 93.0671 | -0.800088 -2.62445 | 820.544 4581.89
-5.17392 93.233 | -0.9017 -3.52765 | 6910.61 136.524


-59.5036 79.6796 | -3.40496 -0.248483 | -14932.8 -608.03
-59.0193 79.6254 | -3.85859 3.48468 | 14530.3 -3811.09
-58.5243 79.5964 | 1.18542 0.00941317 | -14644.9 10670.2
-58.0355 79.6152 | 4.69918 3.05044 | 16843.7 1356.88
-57.5387 79.659 | -1.73112 -1.79045 | -6825.55 -15549.1
-57.0461 79.7004 | -7.20445 0.825678 | -10938.2 4352.21
-56.5602 79.7717 | -6.44425 -1.7716 | 46375.3 10913.5
-56.0556 79.8854 | 0.40898 -3.39657 | -43058.1 -20643.5
-55.5894 80.0285 | -1.30417 8.00743 | -30340.8 17173.7
-55.1631 80.2361 | -0.0270802 4.49682 | 64804.5 -5204.38
-54.7001 80.4491 | -2.05779 -4.26741 | -15076.5 13224.3
-54.2534 80.6916 | -4.16067 2.61275 | -12585.8 -22415.7
-53.8196 80.9308 | -1.0553 4.62449 | 18753.9 8596.51
-53.3908 81.199 | -1.2661 -0.570494 | -19965.3 10496.9
-53.0014 81.513 | 3.21233 1.17042 | 7612.62 -13129
-52.6229 81.8356 | 0.442739 3.14527 | -5303.08 -235.068
-52.2641 82.1754 | -8.91012 3.46701 | -971.377 -4533.23
-51.9216 82.5323 | -0.164083 5.74822 | 19598.1 29668
-51.5864 82.9256 | -2.99409 2.3443 | -10005.6 -12679.1
-51.2686 83.3223 | 0.026936 -6.15327 | -6459.91 -6239.2
-50.9594 83.7143 | -3.41398 0.276297 | -6314.97 -15264.1
-50.6459 84.0912 | 2.8479 4.22322 | 19487.1 20744.4
-50.3138 84.476 | -1.90777 4.71377 | 4017.59 1769.24
-49.9802 84.8631 | 1.75468 -0.0409305 | -16749.5 -20186.4
-49.671 85.2487 | -10.0613 6.57027 | -7921.23 14552.8
-49.3883 85.6584 | -3.66702 1.98291 | 21871.3 2820.87
-49.0923 86.0707 | 2.24277 -0.218856 | -21429.6 -2368.3
-48.8087 86.4847 | -0.811852 -0.930438 | 23318.9 11333.2
-48.4914 86.8898 | -2.45056 -1.79021 | -15006.6 -8879.61
-48.157 87.2691 | 2.96431 -4.81434 | 5560.11 535.951
-47.7853 87.6117 | -2.34845 -1.72717 | -6657.3 -12636
-47.3792 87.9014 | -0.519841 -2.85754 | 17931.4 7058.71
-46.9355 88.1549 | -5.74724 -2.18635 | -1692.67 11497.5
-46.4791 88.3864 | 0.693911 3.7716 | -35461.5 -21999.6
-46.0257 88.5672 | 8.97736 -2.53141 | 38964.7 27008.1
-45.5362 88.7159 | -2.54651 3.81282 | -14618.4 -24097.4
-45.0417 88.7741 | -0.274619 1.61435 | -45807.7 3227.2
-44.5705 88.7697 | 0.291793 -2.18732 | 50728.2 -5260.38
-44.0703 88.7184 | 1.11458 2.92583 | 13738.9 12855.1
-43.5621 88.653 | 0.471108 -2.833 | -43311.6 -5969.21
-43.0834 88.5537 | 0.572382 3.60012 | 32334.7 7290.14
-42.5902 88.4403 | -1.36558 -2.07672 | 8257.59 -13203.3
-42.1012 88.2877 | 3.17392 1.07882 | -38876.3 15623.9
-41.6449 88.1173 | 1.48828 4.70271 | 16627 -15180.3
-41.1881 87.9202 | -0.322457 7.31838 | 5421.51 9165.33
-40.7241 87.7331 | 4.34944 -3.21883 | 3784.68 1791.91
-40.2567 87.5521 | -1.41495 -0.0837345 | -15995.2 -1792.14
-39.8024 87.3651 | 0.370171 4.4461 | -3192.7 3018.54
-39.3496 87.1824 | 4.92811 4.55932 | 10744.3 -5128.09
-38.8863 87.0066 | -2.19778 3.04683 | -638.359 1556.93
-38.4161 86.8493 | -1.1551 0.427628 | -4014.43 5586.72
-37.9405 86.7154 | 4.23106 -0.408781 | 17064 -8807.7
-37.4514 86.5882 | -0.502727 -0.307567 | -14873.3 -1258.37
-36.9655 86.4741 | -1.31575 5.96425 | 13240 2987.34
-36.4653 86.3907 | -0.861705 -1.90473 | 9504.66 982.97
-35.9557 86.3384 | -0.749536 1.10579 | -25752.5 -1745.47
-35.4588 86.3116 | -2.66106 2.3253 | 20377.5 18097.2
-34.9527 86.3167 | -2.3992 -0.394145 | -15390.4 -49930.5
-34.4584 86.2869 | 1.40405 -1.67002 | -23073.4 52207
-33.9837 86.3538 | -3.06732 2.80582 | 6315.22 -48158.8
-33.5094 86.4276 | 3.98395 3.02655 | 24465.4 42079.6
-33.0404 86.6114 | 5.42978 -3.52531 | 6805.28 -1191.6
-32.5906 86.8558 | -0.869188 -2.8655 | -1390.62 -14622.5
-32.1669 87.1319 | -0.125741 -1.47904 | -15458.6 -2508.93
-31.7918 87.4571 | -3.96215 3.41568 | 55.6263 23330.6
-31.4571 87.8359 | -2.33206 -4.59017 | 8370.13 -26272.9
-31.1257 88.2082 | -1.68522 -3.30346 | -2855.32 4006.1
-30.8101 88.5989 | -3.32586 -1.98598 | 27799 35511.8
-30.5034 89.0284 | 0.00783518 3.85336 | -39961.1 -34387.1
-30.2497 89.4568 | -1.44462 3.65987 | 14266.8 -7811.58
-30.0006 89.8838 | -0.48661 0.813871 | -4056.35 14420.7
-29.7717 90.3302 | -1.17609 3.07844 | 3051.89 3105.44
-29.5482 90.7842 | -1.70434 3.01272 | 527.286 -1936.46
-29.3194 91.2375 | -5.70315 0.861488 | 12398.2 15967.9
-29.073 91.6959 | 0.218059 3.55878 | -6495.75 -5662.68
-28.8221 92.1449 | -3.16305 4.24192 | -16763.9 -12425.7
-28.565 92.5713 | 0.817529 -1.08312 | 691.867 -19806.7
-28.2668 92.9531 | 3.25315 -2.92089 | 2241.47 -553.798
-27.9308 93.3041 | 6.40082 -2.16322 | 6474.47 20034.1
-27.5684 93.6494 | -0.57596 7.71306 | 2519.03 5906.91
-27.1764 93.9758 | 1.74185 -4.0626 | 35690.3 6735.54
-26.734 94.2695 | -3.06719 3.47079 | -27764.9 -5044.06
-26.2922 94.5344 | -0.315815 4.82885 | -10327.4 -19497.9
-25.8424 94.7603 | 3.87645 5.36204 | 23187.7 31355.6
-25.3735 94.9887 | -5.87424 5.9447 | -15222 -22183.3
-24.9017 95.1685 | -7.48628 0.81791 | -40423 -10651.9
-24.4456 95.3092 | 1.28975 -0.579503 | 32345.7 7917.95
-23.9646 95.4282 | 2.81205 -0.509434 | -4964.98 15283.1
-23.4772 95.5322 | 1.09526 -6.97808 | 13233.8 -19780.7
-22.9738 95.571 | -5.17388 0.00203943 | -3700.41 17007.6
-22.4728 95.5771 | -2.23825 4.40225 | -25405.9 -17632.8
-21.993 95.5164 | -3.54395 -3.08842 | -1302.91 14859.5
-21.5195 95.4338 | 3.72929 -1.03251 | 13501.6 1107.13
-21.0413 95.3188 | 1.37509 -2.3052 | 21150.8 -22909.9
-20.5577 95.1504 | -3.58005 2.57556 | 8598.29 11485.8
-20.0734 94.9763 | -2.16251 -3.52151 | -43099 2499.97
-19.6171 94.7957 | 1.75262 0.285537 | 39351 -386.527
-19.1333 94.6305 | 2.3521 -0.411081 | -9735.97 2918.87
-18.6478 94.4761 | -3.01417 2.04791 | 11375 -8443.59
-18.1539 94.3196 | 1.80745 -0.191416 | -19094.6 6926.3


-61.4974 72.4756 | 1.70314 0.34315 | -8800.07 -5741.33
-61.0754 72.7314 | 4.27479 -1.64037 | 17815.1 18675.3
-60.6307 72.9795 | 4.89005 -0.984143 | -1328.31 -8892.38
-60.1666 73.1813 | 2.65888 -3.22346 | -14109.1 -19285.6
-59.6946 73.3261 | 1.47997 -0.878767 | 5430.46 18621
-59.2139 73.4644 | 1.65799 -0.0777066 | 12234.1 -7133.18
-58.7188 73.5794 | -1.20771 -6.20312 | 2355.75 7749.73
-58.2216 73.6909 | 2.30841 -4.72151 | -21575 1525.07
-57.7372 73.7912 | 1.58495 4.1067 | -8458.77 -7202.86
-57.2553 73.8546 | -2.48644 1.83833 | 6295.81 -6544.34
-56.7685 73.8803 | 3.29946 0.20659 | -7185.45 16428.2
-56.287 73.8989 | 3.56151 5.09865 | -15006.4 -1154.46
-55.815 73.8769 | 1.44495 -1.68482 | 18379.9 -12342.9
-55.3376 73.7924 | 4.21603 1.3131 | 3877.74 -635.173
-54.8628 73.6787 | 1.44779 2.22105 | -12035.7 16600.6
-54.3947 73.573 | -1.87725 -4.74886 | 8035.73 -9263.79
-53.9214 73.4526 | -1.01703 -3.06039 | 28698.2 5684.43
-53.4306 73.3252 | 1.27141 -2.35306 | -12195.6 -14340.8
-52.9541 73.1585 | 1.35899 -1.17491 | 1747.96 6168.17
-52.483 72.9797 | -1.13575 -1.26426 | -2426.27 4290.72
-52.0183 72.7918 | -0.655978 1.11023 | 2581.69 -9215.8
-51.5609 72.5844 | -1.00169 -1.91243 | -24079.1 14061
-51.1184 72.3825 | 1.76149 3.41153 | 22385 -2530.58
-50.6594 72.1807 | -2.5947 2.46152 | 18677.8 -26201.6
-50.1871 71.9592 | -2.54158 1.51221 | -5612.65 12693.5
-49.7065 71.7686 | 2.18757 2.82729 | -1555.53 11756.6
-49.217 71.6201 | 0.478176 1.24401 | -13848.9 -6223.71
-48.7312 71.4894 | -1.42306 -1.47616 | 3061.51 1355.21
-48.2389 71.3869 | 0.98297 2.60301 | -1404.8 4166.46
-47.7433 71.3182 | 0.824437 1.924 | -11309 -3385.54
-47.2523 71.2736 | 1.36938 -1.87601 | 5439.45 -4274.67
-46.757 71.2594 | 0.910213 -3.21725 | 1771.74 14281.3
-46.2631 71.2965 | 3.31826 -2.50782 | -18778 -12840.9
-45.7832 71.3455 | -1.9613 -3.26667 | 4687.87 -3146.42
-45.3031 71.4118 | -1.28206 -4.08833 | 10896.3 -2052.71
-44.8201 71.5134 | 0.302697 0.675976 | 8877.24 24075.3
-44.3424 71.6787 | -0.757932 -6.0093 | 6416.38 -15873.8
-43.8661 71.8514 | -2.71036 1.84397 | -17587.7 -3335.44
-43.4047 72.0396 | 3.28051 1.71311 | 33844.2 1869.61
-42.9339 72.2534 | -0.188119 0.143647 | -16386.9 14524.6
-42.4984 72.5247 | 0.260305 0.365622 | -14124.6 -14489.5
-42.0956 72.8236 | 0.605999 0.105953 | 22521.6 11763.4
-41.7028 73.1562 | 0.299261 -9.1151 | -17739.2 -4076.86
-41.3477 73.5153 | -2.08251 -1.62869 | -4271.98 -11057.5
-41.0159 73.8863 | -2.5561 4.25842 | 18629.4 5300.39
-40.6959 74.2785 | -1.68652 2.19566 | -32744.3 15234.3
-40.4287 74.7058 | -2.31727 2.13529 | 36513.9 -14836.8
-40.1306 75.1164 | -1.22978 1.01029 | -27519.7 -2159.28
-39.8548 75.5286 | -1.7067 0.803307 | 8732.69 -8853.05
-39.571 75.9319 | -2.78349 3.76905 | -2449.2 12845.4
-39.2905 76.3424 | -1.61257 -0.619212 | -10739 -13564.9
-39.0054 76.7383 | -5.61887 -1.37374 | 12010.3 11905
-38.6881 77.1208 | -2.59969 -2.29115 | -1526.94 -4876.05
-38.3393 77.4724 | -1.44002 -4.50809 | -2435.76 -520.186
-37.9607 77.7909 | -2.66381 -3.43447 | 13547.2 2634.51
-37.5476 78.0757 | -4.60031 -1.29148 | -20525.7 4322.56
-37.1277 78.3348 | -1.77007 -3.19736 | 13574.9 -12961
-36.6766 78.5411 | -0.48593 -7.25974 | -4718.83 13157
-36.2157 78.727 | -1.22008 -2.03806 | -7802.39 -1758.62
-35.7445 78.8755 | -2.66768 -1.1612 | 28865 -4610.55
-35.2443 78.9734 | -0.00676698 -1.69504 | -20593.3 6222.52
-34.7506 79.0421 | -5.33837 3.88079 | -6721.23 -585.43
-34.2603 79.0725 | -5.90208 -1.70848 | -3186.86 -8740.27
-33.7731 79.0565 | -1.2142 1.34716 | -6022.93 10198.5
-33.2895 79.0253 | 1.42201 3.81537 | 22038.2 1947.14
-32.7956 78.9711 | -0.509711 -4.98379 | -20652.5 -13658.6
-32.3179 78.8768 | -3.46157 1.27344 | 1459.21 10328.9
-31.8382 78.7898 | -0.366585 2.01549 | 28243.9 5653.86
-31.3385 78.7131 | -0.797589 6.74592 | -10135.4 -10392.7
-30.8446 78.6162 | 0.845097 0.898547 | 1710.58 147.172
-30.3515 78.5118 | 3.65973 -3.98947 | 4344.76 5290.38
-29.8572 78.4112 | 1.33651 3.21715 | -18843.5 -4634.67
-29.3756 78.3047 | -1.2908 -1.26618 | 6340.32 6190.93
-28.8894 78.2103 | 0.00683618 -0.319504 | 2830.66 -6613.77
-28.3988 78.1194 | 0.681733 -0.281793 | 6587.9 5075.02
-27.9011 78.0465 | 0.0373545 0.155798 | -4153.33 -719.697
-27.4044 77.9837 | -1.77879 3.00103 | -370.239 -5661.45
-26.9087 77.9263 | -1.81218 3.07178 | -11769.3 3976.2
-26.4198 77.8929 | 1.85335 -3.52075 | -7379.52 811.428
-25.9338 77.8876 | -3.61056 -4.97632 | 21798 -4323.9
-25.4335 77.9103 | -3.02057 -1.68884 | 7825.83 3781.78
-24.9311 77.9775 | 2.793 -0.417506 | -18515.4 1792.19
-24.4474 78.0917 | 1.73942 -0.562713 | 13165.2 -2902.59
-23.9672 78.2412 | 0.990508 4.52428 | -6591.54 3059.91
-23.5055 78.4314 | 2.06133 1.85093 | -9841 -970.442
-23.0636 78.6499 | -0.712822 -2.46164 | 9676.49 -10886.9
-22.6234 78.8772 | -3.50618 -1.56437 | 3547.06 11595.5
