-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841
33.5121 46.4256 | -0.651389 2.5914 | -9942.42 3012
33.9991 46.4807 | -1.58822 0.38117 | -4918.14 1032.36
34.4845 46.5131 | -2.00761 -0.109893 | 5919.51 2221.2
34.976 46.5275 | -1.73497 4.13598 | 14224.8 1308.26
35.478 46.5223 | -1.18764 4.21294 | -4629.79 -1970.45


24.7797 -12.3364 | 1.25881 -3.81895 | 1617.91 -1676.86
25.2737 -12.4225 | 0.438 1.87264 | -1873.7 539.211
25.7601 -12.5365 | -0.930379 0.058967 | -3057.33 2596.34
26.2382 -12.6708 | -0.324881 0.483608 | -1387.2 4922.01
26.7078 -12.8245 | 0.42534 0.600239 | -1505.66 -4103.92
27.1649 -13.0121 | 0.803585 0.477984 | 1954.97 -3876.07
27.6119 -13.2298 | 0.623098 -1.368 | 7447.74 2327.47
28.0563 -13.4628 | -0.190581 -1.97897 | 2963.22 -454.511
28.4931 -13.7134 | -0.482645 -0.412041 | -9557.86 -3697.04
28.9116 -13.9856 | -1.67805 -2.34588 | -1944.82 4528.8
29.3251 -14.2599 | -2.75851 -2.35042 | 4263.95 639.48
29.7448 -14.5282 | -3.96543 -1.23994 | 1928.56 101.508
30.1708 -14.7894 | -4.10042 -0.335436 | 500.463 -3283.92
30.6013 -15.0463 | -3.32716 -0.459022 | 970.117 2531.22
31.0379 -15.2919 | -1.83892 -0.19144 | -4733.35 -448.399
31.4761 -15.5287 | -2.08551 -0.355684 | 155.52 -819.125
31.9208 -15.7521 | -1.67944 -0.636773 | -788.925 3814.62
32.3735 -15.9538 | -0.523067 -0.963426 | -3048.06 24.1926
32.8311 -16.138 | 0.235803 -1.01946 | -2938.44 -5138.64
33.2936 -16.3069 | -0.128403 -0.960998 | 1969.32 2356.96
33.768 -16.4414 | -2.15744 -3.47012 | 3496.4 3319.69
34.2537 -16.5349 | -2.22995 -5.00369 | -5692.83 -5408.12
34.7414 -16.5985 | -0.955 -5.81136 | 319.569 -428.979
35.2334 -16.6222 | -0.913399 -4.47779 | 8929.66 323.971
35.7316 -16.5973 | -0.578136 -0.633195 | 1696.14 304.911
36.2266 -16.5189 | -0.496056 0.399679 | 533.349 4909.59
36.7113 -16.3838 | 0.00412637 -2.09517 | 2805.05 280.4
37.1848 -16.2068 | 1.13551 -1.43677 | 103.242 -16.3682
37.6455 -15.9997 | 2.37079 -0.456275 | -4288.12 -4637.88
38.0916 -15.7742 | 3.91621 -0.81955 | -9179.19 -5373.24
38.5201 -15.5326 | 3.98156 -1.31826 | 977.695 441.09
38.9369 -15.2715 | 3.57263 -0.662451 | 6297.08 1762.66
39.3452 -14.9901 | 2.99578 1.63992 | -3093.18 3595.54
39.7372 -14.687 | 1.85265 2.96267 | -3341.56 -6612.28
40.117 -14.3775 | 1.94256 2.12267 | -6711.14 -2573.05
40.4866 -14.0639 | 1.24573 2.39682 | 2365.09 -1066.53
40.8589 -13.7524 | 1.08137 2.17766 | 8718.25 -109.889
41.24 -13.4426 | 0.533793 2.97181 | 895.168 10396.1
41.6176 -13.1189 | -0.887184 2.98597 | 1191.75 3652.88
41.9963 -12.7914 | -1.13492 0.0283196 | 2022.39 -4394.1
42.3848 -12.4764 | -3.0049 1.19564 | -3173.26 2784.88
42.782 -12.1737 | -2.96386 3.23592 | 355.031 -2813.18
43.1959 -11.8965 | -1.08585 2.73134 | 1290.11 -3816.72
43.628 -11.6497 | -2.22047 3.37244 | -452.093 3802.13
44.0723 -11.4227 | -2.90228 2.41995 | 399.186 3821.96
44.529 -11.2171 | -2.06899 1.27436 | 3933.5 -159.758
45.0028 -11.0466 | -1.18657 2.1995 | -195.482 370.286
45.4905 -10.9204 | 0.240944 2.81677 | 1866.61 -4817.91
45.9898 -10.8495 | 2.32801 1.87929 | -1236.63 -261.682
46.4927 -10.8262 | 2.22262 0.888434 | -1929.7 -187.451
46.9942 -10.8418 | -0.48838 1.20925 | -2146.27 -585.775
47.4919 -10.8872 | -2.09556 1.54658 | -2820.35 5950.03
47.9853 -10.9498 | -0.539191 2.78175 | 2150.06 19.2852
48.4758 -11.0392 | 1.97822 0.185943 | 1156.8 -5382.46
48.9602 -11.1651 | 2.08745 -3.50422 | 1576.51 2322.26
49.4384 -11.3164 | 1.66796 -1.3843 | 633.348 -3055.52
49.9095 -11.4927 | 1.2863 -0.0856968 | 1194.98 2563.96
50.3756 -11.6831 | 0.382477 -2.00818 | 2796.11 1979.96
50.8364 -11.8881 | -0.0449063 -2.0623 | -3580.1 -3276.54
51.2835 -12.1175 | -0.424793 -1.17514 | -4559.19 3615.52
51.7163 -12.3655 | -0.954233 -0.568782 | 1313.29 -5055.38
52.1396 -12.6339 | -1.70078 -2.11441 | 3395.42 -1477.64
52.5618 -12.9095 | -2.74611 -3.73311 | 2195.19 1602.41
52.988 -13.1801 | -0.778673 -0.957617 | -5837.58 -1127.27
53.416 -13.4409 | 1.78254 -0.594697 | -4972.9 2648.77
53.8545 -13.6748 | 1.61438 -3.27093 | 6465.66 4320.72
54.3152 -13.8666 | 1.50037 -2.74955 | 40.3535 -791.728
54.7903 -14.0222 | 1.33376 -0.781094 | -321.793 -2077.82
55.2746 -14.1465 | 0.68953 1.30966 | -1857.55 -19.7004
55.7648 -14.2369 | 0.188623 3.82271 | -3594.79 792.316
56.2578 -14.2887 | -0.508507 1.11166 | 2754.16 -12.7652
56.7543 -14.2976 | 1.10196 0.934692 | -4717.08 1629.49
57.246 -14.2601 | 2.01989 3.22101 | -3369.11 -3840.03
57.7304 -14.1827 | 1.12703 1.89251 | 4194.62 2511.01
58.2086 -14.0608 | 0.849217 1.24182 | -153.209 3006.51
58.6772 -13.9009 | 1.74399 -0.0723854 | 6391.05 -3777.22
59.1423 -13.7217 | 3.01923 -0.367175 | 153.466 -3994.25
59.5986 -13.5227 | 2.69432 1.31148 | -4598.46 2942.86
60.037 -13.2904 | 2.32061 1.09779 | 5043.66 1385.95
60.4609 -13.0273 | 3.42436 0.943793 | -3080.08 -1850.08
60.8645 -12.7367 | 3.32157 0.976868 | 3575.71 899.657
61.2497 -12.4187 | 1.84713 1.21228 | 1895.24 2051.59
61.6118 -12.0724 | 0.8447 2.79446 | -6092.55 -220.272
61.9438 -11.701 | 0.114478 2.96104 | 1519.71 -2546.85
62.2557 -11.315 | 0.14097 1.13645 | -6272.54 -4700.93
62.5481 -10.9202 | -1.49653 1.18973 | 1567.65 2314.5
62.8358 -10.5191 | -2.6607 1.78207 | 6989.94 6813.68
63.1329 -10.1166 | -1.15305 1.54321 | -1196.09 -668.68
63.4415 -9.72309 | -2.49954 1.47268 | -2287.83 -1286.36
63.767 -9.34717 | -3.74442 0.333896 | -5154.51 -5473.12
64.116 -9.00133 | -1.93954 -1.46608 | -769.032 -882.11
64.4963 -8.69322 | -1.84679 -0.878909 | 2628.95 85.9262
64.9097 -8.42967 | -1.46294 0.0245043 | -4198.23 -3893.12
65.346 -8.21203 | 0.144695 -1.27662 | 2803.18 6337.27
65.8006 -8.02648 | 0.340266 -2.87575 | -169.669 3044.81
66.2685 -7.87535 | -0.167746 -4.17959 | -2638.49 -1081.87
66.7465 -7.76888 | -1.47886 -2.34182 | -628.367 -2453.44
67.2321 -7.71105 | -1.10775 -1.72074 | -567.714 1758.56
67.7218 -7.69155 | 0.47551 -4.2213 | 11573.5 3862.3
68.2196 -7.70318 | -0.0426684 -4.695 | -15.6458 -1443.29


-24.3118 -15.7297 | -0.434317 4.75329 | -2100.2 807.12
-23.8129 -15.7354 | 2.21064 2.64558 | 5198 -5799.41
-23.3112 -15.7765 | 3.26676 -0.374911 | 4718.03 4476.9
-22.8072 -15.8321 | 4.10748 0.952474 | 1625.15 2672.5
-22.3036 -15.9002 | 1.83029 0.903588 | -4554.33 -3508.72
-21.8054 -15.9903 | -1.56638 -0.680894 | 3549.22 -5174.98
-21.3079 -16.0974 | -2.46341 -2.84285 | 3857.35 4349.7
-20.8086 -16.1987 | 0.64519 -2.27849 | -12165.3 11204.7
-20.3181 -16.2887 | 0.647371 -0.869882 | -12713.9 -6078.33
-19.8413 -16.3977 | 1.49702 0.474728 | -1515.07 -1179.34
-19.3694 -16.5231 | 0.435315 -0.281604 | 14843.9 4159.34
-18.8899 -16.6556 | -1.68236 -0.996009 | 1352.24 -8960.53
-18.4142 -16.8115 | -1.92181 -1.73297 | -8987.31 -5241.35
-17.9456 -16.9758 | -1.23876 -0.281107 | 309.782 9629.42
-17.4687 -17.1067 | 1.84678 2.61637 | 5789.69 6550.82
-16.9794 -17.1994 | 1.64081 0.172987 | 4886.39 -9634.95
-16.4829 -17.2797 | 1.86847 -0.0257033 | -1393.66 -84.4601
-15.9836 -17.339 | 2.48194 4.05597 | -529.555 2490.59
-15.4822 -17.3684 | 0.835662 1.65385 | 161.86 -2948.71
-14.98 -17.3687 | 1.08733 -0.903432 | 660.438 1658.25
-14.4797 -17.3291 | 1.58154 0.998116 | -8628.86 6731.46
-13.9898 -17.2458 | 1.57861 -1.93396 | 4943.96 -10123.1
-13.5014 -17.1453 | 2.31029 -1.80706 | 5059.79 -949.416
-13.018 -17.0123 | 2.69047 -3.39971 | -6946.9 7309.83
-12.5556 -16.8271 | 1.64037 -1.83816 | -6204.87 -2097.57
-12.1148 -16.6054 | -0.105221 2.61437 | 3718.64 -6365.01
-11.6847 -16.3624 | 0.901389 -2.11901 | 4249.65 10201.9
-11.2668 -16.0879 | -0.601884 -1.79854 | -680.007 -436.096
-10.8575 -15.8008 | -4.48052 2.58348 | 860.702 -6844.78
-10.4482 -15.518 | -2.23216 -0.476834 | -1112.01 -4657.36
-10.0418 -15.235 | 0.228857 -0.245589 | 3090.9 3722.81
-9.64443 -14.9343 | 2.31379 -0.60615 | -6070.11 11752.5
-9.26538 -14.6074 | 4.28482 -2.43794 | 5367.23 -7862.14
-8.88155 -14.287 | 3.00049 -5.36714 | 141.287 -5570.43
-8.49234 -13.9756 | 2.87348 -6.40557 | -665.43 10571.9
-8.10267 -13.6575 | 3.419 -4.7901 | 10225.3 -662.093
-7.70059 -13.3476 | 1.83723 -5.53592 | -8029.96 -8942.59
-7.3006 -13.0477 | -0.0140842 -2.74668 | -9217.86 4546.6
-6.90924 -12.7416 | -0.229917 1.48698 | 15240 585.739
-6.50587 -12.4395 | -1.43405 3.80212 | -6877.27 -704.628
-6.10816 -12.1359 | 0.878011 2.96498 | -11182.7 4375.85
-5.71758 -11.8302 | 0.348545 0.822385 | 5014.85 -3606.74
-5.30594 -11.5505 | -3.09281 2.11663 | 13321.7 -6026.64
-4.86282 -11.3081 | -1.18017 0.862039 | 10434.8 9373.8
-4.40487 -11.0748 | 1.32268 -2.60467 | -17709.4 7018
-3.95604 -10.8408 | 1.93936 -1.71452 | -887.016 -13847.8
-3.49906 -10.6377 | 3.21869 -1.03789 | -1783.5 4497.05
-3.03631 -10.4534 | -0.171474 2.11196 | -7979.91 -2557.61
-2.57025 -10.2959 | -1.45778 3.63293 | 313.572 -4574.31
-2.09616 -10.1706 | -0.913993 4.06817 | 1176.29 4208.85
-1.61664 -10.0634 | 1.17899 1.77612 | -4443.22 7188.95
-1.13473 -9.97432 | 0.871001 -0.21252 | 5585.69 -8643.03
-0.64282 -9.93141 | -1.51177 0.864582 | 8470.32 108.616
-0.14233 -9.92323 | -0.343683 0.176224 | 1497.89 4124.96
0.36018 -9.93561 | 1.87232 2.54834 | -1504.12 -1669.25
0.861419 -9.97026 | 4.65171 2.91543 | 2697.07 1344.54
1.36346 -10.0222 | 3.37522 -1.10244 | 5742.3 -2072.88
1.86699 -10.0931 | 0.384183 0.728088 | -5208.34 546.982
2.36483 -10.1783 | 0.696642 0.988621 | -6304.96 -2427.9
2.85745 -10.2741 | -0.0354839 -2.20353 | 10482.2 -963.82
3.35817 -10.3652 | -2.12647 -0.504632 | 5915.07 7201.47
3.86615 -10.4372 | -1.31215 0.675752 | -2034.64 -3845.15
4.37322 -10.5054 | -1.73376 -3.08924 | -9851.25 -5558.16
4.87389 -10.569 | -2.79133 -1.69985 | -3418.45 6835.55
5.37372 -10.6016 | -2.74714 2.86305 | 3538.75 -7.24574
5.87567 -10.6018 | -2.03562 0.781375 | -5428.56 -4987.02
6.37215 -10.5684 | -1.08166 -1.32265 | -3707.02 2135.92
6.85847 -10.4822 | -4.493 -2.27663 | -2302.34 2764.98
7.32834 -10.337 | -4.3555 -2.8161 | -1852.65 -6399.88
7.77724 -10.1441 | 0.547623 -3.71809 | -6666.83 5826.07
8.19754 -9.89891 | 3.49006 -4.48385 | 9838.31 -10465.3
8.60547 -9.62899 | 2.00017 -2.52453 | -1013.98 10926.3
8.98875 -9.3169 | 0.395658 -2.17556 | 7075.21 1538.45
9.35787 -8.97991 | -0.814997 -1.50089 | 3998.41 -535.299
9.7145 -8.6268 | 0.967614 -0.344987 | -4884.93 -1483.96
10.0512 -8.25928 | 1.92533 -2.63318 | -831.805 -8464.6
10.3714 -7.88361 | -1.24752 -3.19967 | -4598.41 6375.55
10.6694 -7.48738 | -0.312177 -3.36717 | 12652.9 6546.07
10.9643 -7.07725 | 1.60787 -2.41084 | 339.623 2791.97
11.2477 -6.65541 | 1.92657 -0.68974 | -5578.31 -28.6239
11.5167 -6.22566 | 3.26584 0.171842 | 7081.07 1316
11.7883 -5.79469 | 1.3182 1.68558 | 424.682 -6478.66
12.0567 -5.3663 | -0.317187 1.47631 | -11800.6 -246.545
12.3059 -4.93248 | 1.41253 -1.27447 | 5388.81 -5074.39
12.556 -4.50178 | -0.451406 -1.58484 | 602.701 -1945.74
12.8016 -4.06989 | -4.41689 0.248343 | -2237.94 3331.1
13.032 -3.62898 | -0.839559 0.092098 | -4721.16 -539.841
13.2476 -3.18191 | 0.383741 2.74648 | 2458.33 2075.36
13.466 -2.73345 | -0.551367 3.96368 | 532.483 5417.14
13.6985 -2.28842 | 1.20709 1.43625 | 3029.93 -5879.68
13.9599 -1.86226 | 0.254121 1.67551 | -2427.89 331.553
14.2473 -1.45535 | 0.430819 1.74342 | -230.89 -6759.31
14.5627 -1.07516 | 3.24601 0.44591 | -5736.38 87.6454
14.8975 -0.71426 | 5.10299 0.0957388 | 7888.79 10982.4
15.2605 -0.369637 | 3.72646 1.47534 | 2294.44 -7937.77
15.6504 -0.0584174 | 1.13953 2.54147 | -6317.39 -3542.26
16.0508 0.231207 | 2.84321 0.902661 | -2402.03 11412.2
16.4571 0.516236 | 5.07641 -2.19377 | -1131.98 -3302.22
16.8801 0.773002 | 1.47258 -0.207081 | 4456.91 -4764.28
17.3267 0.987907 | -2.57709 -1.91925 | 2388.99 4183.18


36.5833 -32.3006 | 1.39155 6.14454 | 2436.99 -1067.89
37.0753 -32.4053 | -1.99596 3.0429 | 2697.75 -1174.03
37.5662 -32.5206 | -3.032 1.54555 | -5150.12 -1230.84
38.0532 -32.6368 | -1.8377 1.1798 | -1722.06 7928.88
38.5402 -32.7362 | -0.535947 1.67945 | -6195.76 857.543
39.0239 -32.8297 | -1.32148 0.415849 | 802.289 -6014.64
39.5082 -32.9284 | -2.58802 -0.254314 | 8602.49 -295.021
39.9999 -33.0203 | -0.370447 1.57087 | -425.262 2125.91
40.4944 -33.0971 | 0.992003 0.838212 | -1820.17 2125.32
40.9894 -33.1594 | 0.363125 -0.00680888 | -1809.14 -5306.97
41.4843 -33.2159 | -0.165293 -2.35934 | 1844.06 -970.163
41.9825 -33.254 | 0.864804 -0.795516 | 2507.43 4746.66
42.4839 -33.2582 | 1.66031 0.706286 | -155.877 -413.728
42.9857 -33.2326 | -0.275835 2.09702 | 6076.84 -6890.55
43.489 -33.1796 | -1.91432 4.19253 | 552.779 5738.76
43.9841 -33.0729 | -0.399908 1.49451 | -8843.39 5116.77
44.4573 -32.9082 | 3.02951 -1.85885 | -3962.35 -4657.33
44.9109 -32.7071 | 5.18414 -1.17368 | -5719.35 -5817.65
45.3468 -32.4802 | 5.0284 0.915333 | 10500 1837.86
45.7746 -32.2237 | 4.80093 -1.04629 | 7882.18 7862.55
46.1872 -31.9282 | 2.24067 -0.188919 | -1575.3 3652.98
46.5745 -31.5972 | 1.73575 0.32053 | 375.356 -2224.28
46.9386 -31.2422 | 2.24677 0.0165421 | -486.087 -6494.45
47.2771 -30.867 | 0.134101 1.19892 | -546.72 8571.22
47.5789 -30.4581 | -2.35019 1.15822 | -5430.37 382.748
47.8414 -30.0259 | -2.27704 0.534596 | -3101.84 -12848.9
48.0773 -29.5887 | -2.45261 1.65519 | -110.507 1344.38
48.2949 -29.1426 | -1.91275 1.20575 | 1121.43 -29.7524
48.5025 -28.6913 | -2.53082 0.353392 | -957.21 2243.52
48.7055 -28.2357 | -2.83295 0.169078 | 1799.65 6496.66
48.9168 -27.7784 | -4.6306 0.879106 | 5069.85 -2322.13
49.15 -27.3307 | -5.671 1.08367 | 638.2 2339.72
49.4007 -26.8913 | -1.2624 -0.669317 | -3431.72 -5021.16
49.6649 -26.4646 | 0.604495 -1.55591 | -204.799 -2671.67
49.9435 -26.0494 | -0.454078 -0.591647 | -1963.51 6459.33
50.2344 -25.6399 | 0.428684 -2.2337 | -3335.75 522.511
50.5482 -25.2491 | 2.05224 -4.36925 | 6557.22 -7438.35
50.9042 -24.8973 | 0.126591 -2.66606 | 1142.86 2188.32
51.2926 -24.578 | -1.78353 -0.781181 | 3325.38 2127.26
51.7062 -24.2869 | 0.477878 -1.26275 | -2103.74 868.034
52.1351 -24.0206 | 2.40059 -1.88175 | -5385.69 -2581.86
52.5756 -23.7806 | -0.123174 -1.99988 | 6760.2 3285.15
53.0345 -23.5653 | -2.99363 -2.18064 | 4574.08 4862.49
53.5101 -23.3778 | -2.69589 -1.758 | -3067.37 -6335.25
53.9975 -23.2349 | -1.32656 -0.829832 | -2814.32 -386.401
54.4924 -23.1346 | 0.583668 2.15125 | -4695.8 1264.57
54.9904 -23.0771 | 0.0373448 -0.27878 | 176.368 -5723.21
55.4913 -23.0706 | -0.86118 -0.449259 | 4459.11 -243.187
55.9941 -23.1007 | 0.919236 -0.38557 | -3946.2 3099.22
56.4924 -23.1519 | 1.76259 -1.79164 | -4120.82 -2982.17
56.9855 -23.22 | 0.929389 -0.55208 | 26.8351 5864.57
57.4782 -23.2873 | 0.748346 1.59255 | 4228.62 -2624.33
57.9729 -23.3593 | 0.504461 0.0333432 | -3332.94 -559.996
58.4657 -23.432 | 1.38838 -0.0594276 | -806.649 3378.52
58.9591 -23.4981 | 2.14771 -0.979639 | 7838.61 -1244.65
59.4573 -23.5637 | 1.84569 -4.63208 | -5329.07 -1719.51
59.9517 -23.6323 | 2.00613 -5.39446 | -5587.09 -3094.7
60.4424 -23.699 | 1.34426 -2.6598 | -948.542 -1621.97
60.9347 -23.7447 | 0.0516957 -1.62113 | 6199.86 6175.05
61.4336 -23.744 | 0.139417 -0.590701 | 6248.66 -387.397
61.9351 -23.6985 | -0.0270246 0.459953 | -4908.78 630.064
62.4285 -23.6078 | -0.882987 -0.0889247 | 3447.76 -302.644
62.9146 -23.4751 | -1.37236 0.100562 | 3013.02 -2548.82
63.3887 -23.3001 | -1.18258 0.0311994 | -5499.8 7423.98
63.8381 -23.0703 | 0.811246 0.940862 | 3175.49 2902.05
64.2691 -22.8027 | 0.212121 1.50978 | 382.754 -8165.89
64.6861 -22.5187 | -1.00089 -0.100559 | -4198.02 -1798.89
65.0833 -22.2127 | 0.88413 -1.3478 | 411.327 4845.6
65.4608 -21.8796 | 1.50284 -2.85433 | 1240.73 3120.71
65.8234 -21.5275 | 1.58359 -3.23209 | 3059.17 -7897.89
66.1782 -21.1711 | 1.27765 -1.55592 | -7051.65 -1506.06
66.513 -20.8008 | -0.586095 -0.722675 | 2557.75 6577.07
66.833 -20.4125 | 1.20665 -2.78907 | 3581.04 -18.7416
67.1444 -20.0155 | 1.42093 -4.66118 | -6261.99 -4908.57
67.4429 -19.615 | -2.5479 0.212689 | 236.066 -1373.72
67.7374 -19.2125 | -4.32762 3.36977 | 3019.99 5085.52
68.0342 -18.8062 | -3.05212 -0.862285 | 3130.92 5936.33
68.3384 -18.4002 | -1.99646 -3.0516 | -3606.44 -9070.16
68.6526 -18.0098 | -4.95473 1.21858 | -2230.14 -2337.02
68.9793 -17.634 | -4.33174 1.85363 | 969.875 1533.68
69.3215 -17.2726 | -0.112394 -1.09975 | -6759.72 -6220.23
69.6767 -16.9324 | -0.65654 -0.367312 | 1522.64 1307.85
70.0513 -16.6118 | -0.923429 0.868573 | 7775.82 2099.4
70.4483 -16.3102 | 0.309935 -1.87054 | -1022.07 1572.18
70.8553 -16.0205 | -0.99062 -2.55232 | -2427.15 4224.75
71.2681 -15.7387 | -1.02837 -0.738856 | -2645.57 -2514.78
71.6919 -15.4772 | -0.126279 -1.20013 | 5351.11 -600.302
72.1346 -15.2425 | -0.168441 0.153459 | 4811.12 1906.98
72.5937 -15.0323 | 1.64791 0.276854 | -6103.9 4583.22
73.0609 -14.8451 | 2.8538 -2.61511 | 6237.84 -4344.63
73.5458 -14.7003 | 2.67048 -1.47747 | 660.817 -2893.56
74.0419 -14.5984 | 2.06425 -0.276343 | -2282.41 5234.24
74.5425 -14.5285 | 0.878744 1.70779 | 1243.07 -4477.51
75.0467 -14.5017 | 1.07927 3.13425 | -7325.17 739.401
75.546 -14.5124 | 0.604619 1.08748 | -2925.58 1734.87
76.0402 -14.5577 | 2.1647 0.104191 | -1465.84 -1499.92
76.5283 -14.6401 | 3.96459 1.11156 | 29.8068 -722.471
77.011 -14.7538 | 3.42048 0.383333 | 7695.23 376.642
77.4931 -14.8893 | 2.71199 2.20237 | -1482.35 1455
77.9693 -15.0433 | 1.77639 5.12925 | -716.29 -1160.11


-33.2376 -23.3946 | 2.7462 0.172744 | -5716.09 3276.39
-32.7441 -23.382 | 0.426869 -0.0299158 | -2697.53 -6568.68
-32.2539 -23.4098 | -0.988357 -1.7317 | -8455.08 4938.34
-31.7717 -23.4654 | -0.588409 -4.12032 | 6256.68 2698.49
-31.2903 -23.5507 | -0.42746 -1.27026 | 3190.43 -5258.91
-30.8137 -23.6773 | 0.629396 2.14765 | 4131.28 -1420.91
-30.3423 -23.8357 | 0.942736 2.02473 | 5868.75 56.0975
-29.8743 -24.0144 | 0.0790581 1.52749 | -7181.72 5752.34
-29.4166 -24.2056 | 1.32577 4.11677 | 1990.18 -3542
-28.9653 -24.4169 | 0.215716 1.61893 | 10771.1 3962.21
-28.5155 -24.6449 | 0.525623 -0.193571 | -3193.6 -8716.25
-28.0855 -24.9114 | 0.290207 0.620006 | -2938.42 -732.167
-27.677 -25.2061 | -4.55911 -0.689506 | -2562.41 12045.6
-27.2852 -25.5122 | -5.23457 -2.12588 | -4484.67 -6959.24
-26.9163 -25.8449 | -1.11216 0.245769 | 1314.64 2145.38
-26.5584 -26.1902 | -0.548442 0.339264 | 9014.55 -764.638
-26.2018 -26.5451 | 0.61695 1.66746 | -1011.47 -12880.7
-25.8567 -26.919 | 1.66866 2.57513 | -18.1909 12585.9
-25.5134 -27.2868 | 2.02544 1.09971 | -5972.53 -715.345
-25.1767 -27.6567 | 2.08126 1.03083 | 2221.8 -5326.62
-24.8359 -28.0261 | 3.43888 4.16313 | -2843.82 8037.33
-24.4829 -28.3773 | 1.81421 3.98745 | 4626.58 -967.97
-24.1109 -28.7117 | -1.14247 0.533806 | -1603.49 -2031.05
-23.7263 -29.0322 | -0.661769 -1.80226 | -1299.83 -3387.44
-23.3274 -29.3354 | 0.894983 1.67543 | 2177.22 6201.56
-22.9075 -29.6043 | 0.382135 2.41237 | -9868.63 4840.98
-22.4773 -29.8419 | -0.142208 1.62743 | 828.318 -6034.95
-22.0339 -30.057 | -0.543665 4.37707 | 3091.52 2480.51
-21.5734 -30.2385 | -2.62767 1.22819 | 3773.02 -2216.04
-21.0985 -30.3901 | -3.72003 -2.07813 | 1965.96 -2519.7
-20.6137 -30.5131 | -1.92503 -0.347392 | -7192.1 -1495.68
-20.1257 -30.602 | 0.831331 -0.952736 | 3549.28 839.707
-19.6297 -30.6426 | -0.032595 -1.66679 | 878.317 1959.83
-19.1316 -30.6264 | -2.26291 -1.69165 | 7.11999 -1706.66
-18.6379 -30.5553 | -2.0798 -0.625701 | 2465.45 9788.79
-18.1531 -30.4256 | -0.589863 1.76932 | -40.4265 -12220.4
-17.678 -30.2712 | 0.947081 0.210152 | -2462.75 1369.26
-17.2191 -30.0798 | -1.29325 1.34649 | -5933.91 935.12
-16.7835 -29.85 | 1.01861 -0.746913 | -5656.87 -5391.86
-16.3691 -29.594 | 3.58201 0.711036 | 1666.75 4697.39
-15.9674 -29.3151 | 1.83321 2.85135 | 4848.91 -7254.86
-15.5675 -29.0326 | 1.74857 1.6766 | 6082.61 -1841.58
-15.1751 -28.7356 | 0.0981686 0.542319 | -9625.8 13856.5
-14.8119 -28.4019 | -2.83653 2.07237 | 1110.39 -7188.31
-14.4554 -28.0637 | -0.134639 1.20285 | 7674.93 -2572.17
-14.092 -27.7296 | 0.771266 0.0966233 | -3753.76 3396.91
-13.732 -27.3912 | 2.02773 0.47238 | 2644.14 778.256
-13.3694 -27.0524 | 2.42484 0.0785511 | 1793.51 2565.71
-13.0025 -26.7147 | 1.17977 0.958479 | -1491.21 -998.217
-12.6299 -26.3827 | -0.330174 0.633835 | 10017.3 2193.28
-12.2434 -26.0566 | -2.3274 -2.22634 | -2271.48 9810.08
-11.8543 -25.7272 | -2.03717 -1.11675 | 445.007 -3263.34
-11.4529 -25.414 | -0.97306 1.16079 | 4033.2 -6145.12
-11.034 -25.1264 | -1.22932 2.06518 | -5490.12 -1503.8
-10.6107 -24.8527 | -1.82449 2.35122 | -3741.83 4424.42
-10.1864 -24.5832 | -3.56646 0.471752 | -3833.71 3304.26
-9.75413 -24.3289 | -2.2893 1.13467 | 4403.34 -4040.98
-9.29875 -24.1177 | 0.516176 -1.51471 | -1444.7 531.524
-8.82372 -23.9618 | -1.32258 0.548582 | -6300.89 -7227.68
-8.33633 -23.8776 | -1.44629 2.60035 | 2051.26 3584.2
-7.84022 -23.8555 | -1.34947 1.79388 | 10151.1 -70.1445
-7.33864 -23.896 | -0.940299 -0.803992 | -5310.94 -3506.06
-6.8486 -23.9985 | -0.330604 -0.646649 | -7269.19 -496.777
-6.37452 -24.1459 | -1.23753 -1.16919 | 4254.64 4522.56
-5.90477 -24.3149 | -0.434536 -0.828475 | 13500.3 -564.089
-5.4326 -24.5038 | -0.449779 2.40245 | 2528.27 -3639.77
-4.97045 -24.7223 | -0.892378 3.40464 | -13907.8 -3505.54
-4.53232 -24.9702 | -0.649416 1.27967 | -6441.08 8893.29
-4.10384 -25.2212 | -1.3408 2.38899 | 10681.2 -236.497
-3.66757 -25.4719 | -1.37764 2.37952 | 8176.76 -9695.89
-3.2262 -25.7307 | -0.121143 2.16233 | -4279.23 3179.32
-2.78587 -25.9845 | -0.99113 0.934917 | -4511.2 11048.3
-2.34723 -26.2261 | -1.67101 -1.46645 | -7615.36 -6342.3
-1.91877 -26.4775 | -0.440082 1.67054 | -3894.5 -1234.12
-1.49191 -26.728 | 1.24034 -0.369815 | 9029.77 5716.17
-1.0499 -26.9575 | 1.77338 -3.70405 | -3141.69 -5363.45
-0.601978 -27.1757 | -0.185454 -4.46363 | -1128.56 -501.51
-0.144653 -27.3715 | 0.558203 -3.96303 | 372.119 6784.33
0.32559 -27.531 | -0.456815 -4.93427 | 3073.57 -4078.54
0.806717 -27.6673 | -1.29185 -0.253385 | 6673.25 -3846.34
1.29833 -27.7819 | -1.65945 0.582664 | -7330.75 2961.61
1.79119 -27.8663 | -0.520587 -2.61036 | -1839.27 331.606
2.28616 -27.9206 | 1.60226 -0.522402 | 1005.83 -1058.48
2.7831 -27.9458 | -0.390944 0.933265 | -6445.68 551.028
