-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
-56.8998 43.5267 | 0.489488 -1.00442 | 429.566 -7469.05
-56.5194 43.8334 | -0.571528 -0.648292 | 1822.95 -9.0099
-56.1254 44.1256 | -0.159538 -1.41725 | 6131.86 9355.29
-55.7208 44.4154 | -0.0721028 -1.09238 | -393.819 -869.036
-55.31 44.6948 | -0.709458 -1.4575 | -10353.5 -7021.68
-54.8992 44.9581 | -1.67989 -2.22548 | -4826.08 -531.597
-54.4842 45.2088 | -1.45766 -1.35458 | 9229.87 6396.66
-54.0521 45.4473 | 0.199116 -2.24206 | 10990.4 5002.69
-53.5991 45.6659 | 0.800897 -0.443274 | -2125.85 2825.54
-53.1324 45.8555 | 1.72857 1.43942 | -304.597 -2325.38
-52.6498 45.9964 | 3.18176 0.323294 | 1383 -919.167
-52.1539 46.0762 | 3.0995 0.89812 | -5196.02 -2658.63
-51.657 46.0854 | 1.87652 -0.169589 | -9998.87 -479.511
-51.1712 46.0258 | 0.932096 -1.67817 | -3006.28 2344.11
-50.6987 45.9076 | -0.628179 -2.88193 | 7397.54 -830.23
-50.236 45.7394 | -1.10158 -1.66136 | 4704.8 -1172.21
-49.7858 45.5308 | -0.462079 -2.57126 | -3698.64 3786.62
-49.3537 45.2934 | -0.0987459 -3.36016 | 702.708 5612.21
-48.9395 45.031 | 3.0108 -1.29353 | -660.374 2792.88
-48.5536 44.7329 | 4.31791 -2.44555 | -9379.62 -6210.67
-48.2111 44.388 | 1.78657 -3.96409 | 5751.13 -1443.59
-47.8888 44.019 | 0.431978 -3.01905 | 5676.23 2576.22
-47.5712 43.6432 | -2.54008 -3.30138 | -2527.57 -2956.88
-47.2589 43.2616 | -2.58552 -4.87274 | 6147.84 1583.49
-46.9386 42.8834 | -1.3471 -6.09135 | 313.75 -3130.55
-46.6155 42.504 | -0.188704 -3.61253 | 1695.79 -4564.77
-46.289 42.1229 | 1.07754 -0.423214 | 296.809 411.058
-45.9564 41.7477 | 0.656389 0.662056 | -2014.87 8475.21
-45.6177 41.3858 | -0.936654 0.610864 | -4931.47 223.327
-45.2801 41.027 | -0.265557 1.72102 | -2260.69 -4677.36
-44.9394 40.6684 | -0.18145 1.76527 | 9336.23 -3302.95
-44.5774 40.321 | -0.43972 -1.037 | 2806.42 -5350.61
-44.1942 39.9891 | 2.18822 -0.106791 | 2262.88 944.566
-43.7866 39.6854 | 2.75527 1.84981 | 2148.92 4571.06
-43.3561 39.4168 | 0.765564 0.805881 | -6189.47 1680.01
-42.9149 39.1753 | -1.86649 1.78149 | -3169.82 -1307.59
-42.4646 38.9549 | -2.51717 0.573421 | 4499.89 -4391.83
-41.9992 38.758 | -2.49057 -0.246401 | 4018.29 3547.05
-41.5174 38.5985 | -3.22767 0.531808 | -1608.88 -2384.38
-41.0261 38.4746 | -2.25783 -2.33751 | -4450.53 5788.2
-40.5296 38.3957 | -0.764982 -3.35697 | -2125.64 -1748.47


28.5374 82.5629 | 4.03978 2.43287 | -1201.84 -1968.06
28.8934 82.2109 | 2.50312 1.21435 | 1235.52 -270.067
29.2803 81.8922 | 1.07113 -0.148387 | 1518.99 1825.12
29.6987 81.6164 | 0.470955 -0.449598 | -1345.43 1153.44
30.1421 81.3853 | 0.78742 0.893601 | -441.53 -281.681
30.6057 81.1977 | 0.753572 1.07476 | 3444.12 1619.45
31.0866 81.0523 | 0.615928 -0.299215 | 2424.37 205.689
31.578 80.938 | 1.13585 -0.433726 | -127.669 -2922.81
32.0735 80.8397 | 1.87936 0.759515 | -906.835 -1004.16
32.5707 80.7536 | 2.45859 2.54827 | -1113.93 -381.438
33.0689 80.6799 | 2.46536 3.43062 | -955.822 343.609
33.5681 80.621 | 2.04961 2.74955 | -1036.23 1493.27
34.068 80.5786 | 1.87489 2.28878 | -545.005 -1354.48
34.5683 80.5486 | 1.8527 1.88623 | 493.122 -1789.31
35.0694 80.5324 | 1.77034 0.887918 | 321.181 1794.98
35.5707 80.5388 | 1.50467 -0.629156 | -1029.55 2024.08
36.0702 80.5691 | 1.06817 -2.40725 | -1820.3 1147.57
36.567 80.617 | 0.637417 -3.69756 | -925.18 285.22
37.0624 80.6708 | 0.378348 -2.7054 | 284.324 -1611.93
37.5585 80.7176 | 0.565427 -0.131703 | -18.3667 -591.596
38.0556 80.7514 | 0.755844 0.885649 | -239.953 345.619
38.5534 80.7686 | 0.281286 0.319243 | 105.742 -362.274
39.0516 80.765 | -0.486706 -0.61496 | 1012.35 -577.03
39.55 80.7383 | -0.967749 -1.70357 | 1085.08 1171.9
40.0475 80.6894 | -1.00308 -2.24609 | -413.641 588.327
40.5414 80.6146 | -0.745101 -2.24084 | -1081.35 150.198
41.0288 80.5092 | 0.0582262 -1.67967 | 82.4565 1170.31
41.5071 80.3694 | 1.61465 -1.11235 | 487.007 357.214
41.9713 80.1883 | 3.00183 -0.700387 | -1350.51 -2294.64
42.4138 79.9598 | 3.48846 0.178072 | -771.067 -555.754
42.8315 79.689 | 3.26021 1.3044 | 317.874 296.043
43.2255 79.3847 | 2.86914 1.56718 | -263.632 1355.86
43.5977 79.0552 | 2.38962 0.659354 | 826.401 1635.86
43.9507 78.7055 | 1.97968 0.116153 | 1852.32 -703.657
44.284 78.3351 | 2.17785 0.824637 | 775.387 -1562.42
44.5942 77.9436 | 2.58865 1.62495 | -408.561 -240.33
44.8789 77.533 | 2.57299 1.67018 | -446.025 405.113
45.1383 77.1062 | 2.2531 1.10887 | -1335.16 -2390.78
45.3749 76.6649 | 1.66661 0.571502 | -165.736 -3056.97
45.5995 76.2149 | 2.28468 0.839322 | 2823.56 745.233
45.8282 75.7661 | 3.80128 0.928371 | 1842.29 1080.18
46.0673 75.3227 | 3.92224 0.23666 | -487.114 -992.709
46.3162 74.8843 | 3.08785 0.129669 | -204.55 631.841
46.5771 74.454 | 2.35356 1.03285 | -1304.51 3781.09
46.851 74.0359 | 1.29747 1.3191 | -1903.11 4748.66
47.1366 73.6306 | 0.575769 0.461516 | -1898.16 -756.055
47.4311 73.2324 | 0.630671 -0.207031 | -855.746 -4913.23
47.7373 72.8401 | 0.535399 -0.374807 | 975.395 -1701.69
48.0666 72.4649 | 0.71622 0.0755801 | 1112.77 1500.18
48.428 72.1209 | 1.18926 0.663406 | 208.832 1640.26
48.8232 71.8174 | 2.08656 1.46725 | 1833.67 1676.01
49.2497 71.5582 | 3.14992 3.11174 | 1451.3 -719.191
49.6992 71.3375 | 2.93137 3.38847 | 1031.84 -1597.56
50.1645 71.1475 | 1.71251 1.1419 | 2540.73 -589.678
50.6422 70.9832 | 0.625072 -1.33937 | 2075.12 -2394.26
51.1286 70.8385 | 0.322676 -2.03678 | 711.911 -2198.04
51.6216 70.7137 | 0.230826 -2.31982 | -409.185 2321.31
52.1202 70.6177 | 0.11065 -2.11807 | -2573.19 2084.66
52.6211 70.5517 | -0.201329 -1.50066 | -2809.5 809.541
53.1219 70.5113 | -0.982475 -0.663007 | -2742.31 -587.311
53.6213 70.4898 | -1.75835 0.342164 | -2146.61 -1453.12
54.119 70.4835 | -1.84626 0.0161283 | -972.998 319.249
54.6155 70.4944 | -1.16867 -1.41438 | -1169.09 1052.8
55.1102 70.5223 | 0.0213202 -2.27491 | -1045.92 -1626.49
55.6028 70.5621 | 1.21245 -2.79774 | -1439.95 1217.08
56.0931 70.614 | 2.17241 -3.66374 | -1689.06 2924.16
56.5813 70.6724 | 2.63492 -3.88304 | -463.266 -1442.84
57.0703 70.7189 | 2.35221 -3.1102 | 368.277 -1438.11
57.5614 70.7415 | 2.235 -2.40545 | 3159.34 330.427
58.0558 70.7359 | 2.67767 -2.15999 | 4569.36 -452.03
58.5529 70.6982 | 2.99753 -1.01962 | 2320.1 -2035.75
59.0489 70.6269 | 3.10635 1.0949 | 749.952 844.079
59.541 70.5281 | 3.03032 2.39635 | -429.816 2508.61
60.0268 70.404 | 2.63062 1.09864 | -641.759 -265.597
60.5028 70.2481 | 2.24996 -0.811126 | 149.598 -1507.54
60.9657 70.0556 | 2.25949 -1.05682 | -33.2141 -909.471
61.4126 69.8277 | 2.15587 -1.59108 | 104.907 985.467
61.842 69.5693 | 1.65236 -3.38038 | 136.04 2805.42
62.2512 69.2822 | 1.44062 -4.39376 | -1328.42 1011.22
62.6322 68.961 | 1.93623 -3.65548 | -2583.74 -2208.95
62.9772 68.6016 | 2.14759 -2.68402 | -983.284 -3141.87
63.2888 68.2106 | 1.51172 -2.52374 | 3956.47 -2012.72
63.581 67.8005 | -0.0763955 -3.17461 | 3410.09 -1063.53
63.8614 67.3793 | -1.5155 -3.49289 | 1112.29 643.74
64.1306 66.9505 | -1.69485 -2.90999 | -1487.41 788.13
64.3851 66.5142 | -2.29989 -2.51971 | -1693.6 939.727
64.6247 66.0709 | -2.88046 -1.91584 | 99.7841 -35.4133
64.8534 65.6223 | -1.58942 -0.613395 | 805.138 352.828
65.0744 65.17 | 0.735117 0.636047 | -1453.18 1160.13
65.2874 64.7153 | 1.34605 0.468867 | -1477.34 569.714
65.4955 64.2598 | -0.0302964 -0.919496 | -2056.69 429.715
65.7058 63.8065 | -2.2648 -2.21178 | 1631.45 1977.74
65.9316 63.3618 | -3.95281 -2.80548 | 3147.24 968.765
66.1777 62.9273 | -4.24359 -2.91279 | -1161.21 -2469.44
66.4372 62.4991 | -3.3152 -2.88538 | -768.607 -2180.59
66.7102 62.078 | -1.83466 -2.58049 | 1155.68 1393.38
67.0022 61.6703 | -1.23405 -2.3329 | -896.895 1729.15
67.3125 61.2782 | -1.13988 -2.09267 | -1033.67 330.817
67.6403 60.9018 | 0.692507 -0.547162 | -1552.73 -1273.05
67.986 60.5421 | 3.57685 1.99789 | 1889.77 215.446


-59.6542 -9.38546 | -1.51276 -5.76815 | 1321.33 -747.414
-59.1723 -9.52689 | -2.32044 -3.25575 | 4966.15 761.792
-58.695 -9.69307 | -1.91703 -2.7055 | -896.636 -3701.45
-58.2279 -9.88736 | -1.10702 -1.66062 | -956.62 1044.61
-57.7699 -10.1 | -2.16873 -2.69292 | -3083.72 -700.001
-57.3195 -10.3246 | -1.17627 -1.44452 | 995.458 225.082
-56.8686 -10.5496 | 1.53741 2.5828 | 5110.37 1493.31
-56.4103 -10.7653 | 1.02015 1.40962 | -1788.06 -1015.55
-55.9485 -10.9724 | -0.0213871 -0.622875 | -185.426 4289.93
-55.4818 -11.1657 | -0.161683 -0.736099 | 2293.67 -1985.93
-55.0115 -11.3555 | -0.323249 -1.83316 | 939.468 -3789.39
-54.5399 -11.5468 | -0.754276 -3.845 | -1124.05 649.306
-54.0669 -11.7327 | -1.6199 -5.53509 | -1132.07 751.555
-53.5907 -11.9076 | -2.37539 -5.18035 | 633.854 -385.858
-53.109 -12.067 | -2.3044 -2.61759 | -873.888 212.578
-52.6216 -12.2044 | -1.84066 -1.34539 | -3016 907.912
-52.1293 -12.3123 | -1.13018 -1.92388 | 118.376 3234.73
-51.631 -12.3835 | -0.385283 -1.50267 | 488.727 -2743.41
-51.1287 -12.4228 | -0.758417 -2.77903 | -125.846 -969.624
-50.625 -12.4239 | -0.981863 -3.1569 | 350.836 2306.17
-50.1232 -12.3763 | -1.13268 -3.06052 | 604.828 4979.82
-49.6278 -12.2781 | -1.27904 -4.5861 | -570.901 -1161.77
-49.1411 -12.1457 | -2.27761 -2.57208 | -3650.14 -1685.74
-48.6641 -11.991 | -3.01406 -1.73419 | 916.618 -2738.42
-48.1924 -11.8219 | -3.16495 -1.25333 | 1677.63 -173.702
-47.7264 -11.6358 | -3.16532 1.83918 | -4308.61 2881.05
-47.2714 -11.4293 | -2.17867 2.37332 | -300.125 -4854.62
-46.8221 -11.2138 | -1.27653 1.28781 | 5663.84 -934.785
-46.3768 -10.9836 | -0.356626 0.0923492 | 573.761 3259.92
-45.9465 -10.725 | -0.366386 0.652466 | -6667.67 -449.666
-45.5422 -10.4362 | -0.120682 2.52158 | -7540.77 -4580.73
-45.1641 -10.1247 | 1.56749 1.6509 | -2519.11 -1965.98
-44.8029 -9.79783 | 1.57304 0.801039 | 2993.39 1086.57
-44.4455 -9.4635 | -0.156436 2.14713 | 3957.3 2858.31
-44.0835 -9.12808 | -0.386942 1.96815 | 3708.83 1370.52
-43.7121 -8.79807 | 0.75119 -0.380915 | -1066.74 2957.84
-43.3323 -8.47635 | 0.540966 -1.24102 | -1478.79 -2921.76
-42.9388 -8.17519 | 0.592321 -0.870232 | -1010.58 -1956.41
-42.5287 -7.90044 | 1.46411 -1.51272 | -1934.93 -379.438
-42.1032 -7.65354 | 0.00949823 -2.29647 | 233.162 -2113.09
-41.6625 -7.43607 | -1.30942 -3.06061 | 981.387 1007.76
-41.2106 -7.23968 | -0.778248 -3.97064 | -622.575 8523.04
-40.7512 -7.05587 | -0.421799 -3.23497 | 1974.47 -1169.62
-40.2784 -6.90598 | -0.864618 -1.24912 | 1408.77 -5180
-39.7929 -6.80384 | -1.3189 0.308187 | -2181.41 5650.71
-39.3019 -6.74008 | -0.848907 1.98865 | -1368.37 -2337.5
-38.8082 -6.72618 | -0.0405757 0.596885 | 618.226 -3860.31
-38.3147 -6.7617 | -0.0368817 -1.7398 | 3239.37 5320.79
-37.8222 -6.82789 | 0.0977132 -1.9855 | 829.313 -1171.56
-37.3341 -6.92653 | -0.816442 -2.5919 | -1196.43 -2445.19
-36.8526 -7.05399 | -1.72941 -2.8992 | 3945.48 3625.37
-36.3734 -7.1962 | -1.68647 -2.04675 | -284.556 1262.16
-35.9001 -7.35512 | -1.65411 -2.54073 | -5348.72 -2976.09
-35.4377 -7.53618 | -0.183646 -2.20871 | 891.041 1197.48
-34.9793 -7.72872 | 0.730418 -1.04035 | 6177.91 276.173
-34.5188 -7.92764 | 0.120511 -1.59102 | 3694.9 -4095.53
-34.0577 -8.13586 | -0.616388 -3.92797 | 1077.2 1575.87
-33.597 -8.34671 | -1.58628 -4.09863 | -2486.97 -1668.96
-33.1391 -8.56104 | -2.26164 -3.88422 | -1340.57 99.061
-32.6804 -8.77139 | -2.47087 -4.27967 | 1097.77 1967.57
-32.2159 -8.96891 | -1.89312 -3.12756 | 1666.81 -1193.27
-31.7438 -9.15242 | -0.40736 -0.922084 | 1502.58 -1200.91
-31.2635 -9.31783 | -0.637108 -0.211268 | -377.132 -2361.18
-30.7749 -9.45735 | -1.55574 -0.0207255 | -576.786 1793.9
-30.2769 -9.55238 | -2.90087 0.45575 | 113.048 4315.29
-29.7719 -9.58811 | -3.49314 0.938642 | -399.775 223.663
-29.2669 -9.56425 | -2.02987 1.73049 | -2750.79 -1564.07
-28.7712 -9.47988 | -1.58384 3.09742 | -3097.29 967.14
-28.2946 -9.32853 | -2.03419 2.37961 | -2743.88 1259.2
-27.8464 -9.11117 | -1.88589 1.42294 | -1130.37 -2344.28
-27.4312 -8.83849 | -1.80039 1.4127 | -866.166 2147.54
-27.0523 -8.51664 | -1.67591 1.65558 | 643.529 -692.109
-26.7052 -8.16053 | -1.73145 0.183761 | 243.038 -3045.84
-26.3845 -7.78209 | -0.953009 -1.56249 | 818.216 138.563
-26.0869 -7.38489 | 0.265349 -1.44043 | 3551.28 -2757.34
-25.8106 -6.97279 | 0.296408 -0.81873 | -2152.69 2053.11
-25.567 -6.54017 | 1.69881 -1.46686 | -1297.65 1290.71
-25.3572 -6.08975 | 1.08899 -1.44148 | 1031.54 -1003.06
-25.1742 -5.62795 | -2.10276 -0.997707 | -224.635 -16.9271
-25.0143 -5.15747 | -2.92976 -1.22457 | 1604.6 1348.14
-24.8714 -4.67995 | -2.86607 -1.33825 | -34.6638 3254.78
-24.743 -4.19616 | -2.10622 -1.05318 | -2648.1 -1588.59
-24.6242 -3.71165 | -2.67715 -0.173349 | 1675.73 -4858.1
-24.5005 -3.23171 | -2.91898 0.462731 | 862.688 -569.382
-24.3678 -2.7549 | -2.39575 0.930991 | -4255.48 2393.59
-24.2265 -2.28015 | -2.90691 0.726578 | -157.681 -1207.83
-24.0601 -1.81485 | -2.17658 -0.202952 | 1739.21 -2704.81
-23.8548 -1.36673 | -1.5457 -0.364885 | 2285.22 1689.53
-23.6087 -0.937739 | -1.73319 0.638417 | -1309.38 1864.45
-23.3284 -0.529739 | -0.721878 0.956452 | -3862.73 -4111.01
-23.0171 -0.149622 | 0.614972 -0.201106 | -697.617 471.022
-22.6738 0.201909 | 2.41482 -2.78483 | 1752.53 5885.47
-22.2976 0.524149 | 3.03285 -5.59195 | 3995.18 -170.57
-21.886 0.805167 | 1.1598 -6.20988 | 3049.43 -838.064
-21.4449 1.04255 | 0.139812 -6.58185 | 957 2370.68
-20.9838 1.24394 | -0.117074 -5.92481 | 3203.87 -274.973
-20.5071 1.41214 | -0.519193 -2.04569 | -389.751 2528.45
-20.0219 1.5546 | -0.137301 -0.0615691 | -4936.68 1641.97
-19.5327 1.66899 | 0.374092 -2.33918 | -993.241 -5710.17
-19.0377 1.74275 | 0.769188 -4.63636 | -216.139 1657.83


14.0258 -90.693 | 1.92621 3.54149 | 927.716 -1223.12
14.518 -90.6031 | -1.10529 3.43202 | -770.018 433.583
15.0137 -90.543 | -3.78505 -1.45224 | -9095.66 7083.35
15.5078 -90.5082 | -3.46078 0.730313 | 19071.4 -10204
16.0142 -90.5233 | -3.47799 -4.63521 | -5581.01 -3907.37
16.5159 -90.5713 | -1.60892 -5.65682 | -8843.91 15850.1
17.0108 -90.6185 | -0.658102 -3.47826 | 6317.19 -5491.32
17.5047 -90.6923 | -3.06867 0.496882 | -11671.8 -3098.22
17.9862 -90.7979 | 1.6864 3.1827 | 6135.67 4271.14
18.4662 -90.9228 | -1.79824 0.325206 | 3164.95 -14542
18.9435 -91.0734 | -2.95656 0.482516 | -6631.32 8723.08
19.4226 -91.2024 | 0.368991 -2.60141 | 13555.7 9011.53
19.9182 -91.2932 | 4.0251 1.64207 | 7258.92 4434.2
20.4198 -91.3712 | 2.8111 -2.19764 | -18897.4 -15509.6
20.9034 -91.4824 | -2.41766 1.13525 | -10884.3 4621.27
21.3765 -91.6028 | -1.47684 2.62773 | 13588.5 1021.16
21.8586 -91.7188 | -0.782673 -0.354253 | -468.357 -3352.08
22.3449 -91.8283 | -1.13539 -0.618536 | 6909.15 2581.05
22.8408 -91.9185 | 0.100436 -2.2507 | 11073.2 -2922.6
23.346 -91.991 | 2.51667 3.23849 | -20423 3923.9
23.8409 -92.0406 | 3.13411 -2.0175 | -362.572 -2209.74
24.3356 -92.0716 | -0.924956 -0.600468 | 7101.44 94.8136
24.8351 -92.0791 | 0.648144 -3.08867 | -7266.19 -2514.66
25.3306 -92.0603 | 2.7749 1.00127 | 6019.29 2496.5
25.8266 -92.0037 | -0.812255 1.12418 | 86.2373 4339.77
26.3164 -91.9079 | -0.214697 1.95429 | -11956.7 -5080.83
26.793 -91.7911 | -0.120576 2.92934 | 6002.1 -11408.2
27.2675 -91.6588 | -2.87664 -0.258511 | 7935.48 16045.8
27.7314 -91.4708 | -1.77292 2.44071 | -9128.11 6949.41
28.1744 -91.2433 | 4.02646 1.74693 | 8431.92 -25701.4
28.6175 -91.0247 | 3.10997 -3.48746 | -11611.3 11329.1
29.0344 -90.768 | -0.154532 1.87212 | 3112.34 -7660.27
29.4294 -90.4838 | -4.04469 2.74225 | -14423.3 6673.69
29.7869 -90.162 | -2.34989 3.41551 | -960.508 -9731.07
30.1376 -89.8378 | -1.6869 4.39506 | 22556.1 4553.18
30.5078 -89.5163 | 1.07069 2.65632 | -11483.6 9981.51
30.8703 -89.1853 | 2.23067 3.91041 | -1788.99 -9536.32
31.2461 -88.8725 | -4.47345 -2.12345 | 27056 12945.6
31.6557 -88.5713 | -0.866075 -4.36692 | -2476.78 1806.17
32.073 -88.279 | -0.618204 0.465735 | -13525.8 -7766.8
32.4851 -87.9977 | -3.93795 -0.61496 | -2976.88 1716.83
32.8988 -87.722 | 1.32442 -1.0935 | 9990.86 9759.85
33.3261 -87.4579 | -1.50413 1.74079 | -23901.8 -24674.4
33.7548 -87.2389 | -4.27041 -0.0863332 | -2736.15 13363.1
34.1933 -87.0381 | -2.26134 2.09359 | 23448 -6323.31
34.6627 -86.8789 | -2.64105 2.50695 | -2211.05 2963.23
35.1378 -86.7354 | 0.225588 -0.792134 | -9529.37 8404.18
35.6081 -86.589 | -0.322012 -1.31833 | 4639.38 -2000.4
36.086 -86.4595 | 0.435782 -3.87645 | 3127.13 -1115.8
36.5736 -86.355 | 1.20685 3.90392 | 8142.1 7461.59
37.0728 -86.2752 | 1.64596 -0.0525089 | 4365.73 -14757
37.5787 -86.2446 | -4.52937 -2.29947 | -18769.6 7505.63
38.0745 -86.2282 | -3.38616 0.605228 | 14569.1 658.987
38.5787 -86.2229 | 2.97206 -2.68806 | 1358.64 1913.24
39.0843 -86.2281 | 4.8491 -2.29198 | -9110.9 -2020.3
39.5839 -86.2497 | -1.19852 -3.05889 | 2227.44 3579.17
40.0835 -86.2847 | -1.58515 -3.7132 | 1472.61 -3461.43
40.5834 -86.3448 | 3.69981 -6.03126 | 13732.9 -5999.76
41.0884 -86.4293 | 0.747569 1.74873 | -12178.3 14817.7
41.5822 -86.5186 | -5.10856 -2.02127 | -16527.4 -12361.1
42.0579 -86.6457 | -1.76672 -6.00146 | 11090.6 -4760.16
42.5371 -86.7847 | 1.19068 -5.16952 | 3340.1 17968
43.0244 -86.898 | -0.168305 -2.05372 | 3718.37 -21981.2
43.5153 -87.0211 | -1.57098 -3.09202 | 1417.03 10867.9
44.0129 -87.1071 | -2.75726 -4.73486 | -13035.2 3655.85
44.5089 -87.1502 | 4.01135 1.13123 | 21144.6 778.207
45.0183 -87.155 | 0.975502 -2.44651 | -14095.5 -6776.08
45.5178 -87.1308 | -2.61764 2.50165 | -16538.8 3488.82
46.0018 -87.0613 | -0.61428 1.16601 | 14815.6 3.04493
46.486 -86.9501 | 2.5208 -0.101588 | -2305.46 -6310
46.9577 -86.7976 | 1.36192 -1.5075 | 4508.49 7070.92
47.4085 -86.5833 | -0.760563 -3.01051 | -5061.76 -5079.77
47.8234 -86.3129 | 2.14369 1.10775 | 3058.83 1975.7
48.1952 -85.9828 | -0.297454 4.27638 | -1756.62 6305.73
48.5112 -85.5962 | -2.67049 2.63584 | -2750.05 -8886.92
48.7751 -85.1769 | -4.08551 2.64381 | 102.397 11897.8
48.9953 -84.7259 | -0.364283 -1.61771 | 6828.3 -7406.69
49.1953 -84.2669 | -3.73155 -0.0132265 | -1588.21 -572.512
49.3707 -83.7976 | -5.61552 2.86092 | -1580.4 14473.1
49.5237 -83.312 | -2.72181 2.2016 | 11745.2 -10938.9
49.6738 -82.8295 | -0.907388 1.38246 | -10473.6 -1096.78
49.7898 -82.3417 | 0.375868 1.10894 | -168.654 -2933.17
49.8773 -81.8512 | -0.21621 -0.354944 | 4412.88 -6344.74
49.9408 -81.3611 | 2.55952 -1.07972 | -5839.31 7141.6
49.9652 -80.8649 | 2.05741 -1.20376 | 2761.07 -10919.3
49.9616 -80.3739 | -0.587233 1.04386 | -2113.34 9711.83
49.9311 -79.8781 | 2.70663 0.293964 | -4671.93 -375.373
49.884 -79.3827 | 5.78338 -0.551662 | 14528 917.573
49.849 -78.8875 | -6.59401 2.84517 | -11428.7 -10360.9
49.797 -78.4005 | 3.38205 1.93508 | 4327.65 -2818.15
49.7474 -77.9144 | -1.33057 -0.856069 | -4537.51 18413.6
49.7031 -77.4155 | -0.0820644 -2.08 | 5907.35 -2472.39
49.6799 -76.916 | 2.18813 -1.51952 | -7290.75 -7360.66
49.6695 -76.4217 | 3.46077 3.97537 | -201.346 -7323.81
49.6922 -75.9317 | 4.25496 3.29684 | 9612.59 17350
49.7676 -75.4344 | 0.476156 0.00172475 | -6050.1 9182.98
49.8801 -74.9382 | 5.79625 -3.1877 | 3721.22 -14414.8
50.042 -74.4656 | 0.314636 2.13984 | -10654.9 -6687.6
50.24 -74.0177 | 4.2202 2.54393 | 2091.43 -13067.6
50.4866 -73.6046 | 3.89115 5.69779 | 5825.44 20944.6


38.1635 -70.1225 | -1.0799 -1.84449 | -15344.1 7905.28
38.5492 -70.4168 | -4.26848 -0.900573 | 15020.6 -525.606
38.9616 -70.6882 | -0.730554 2.99271 | -5669.56 -7143.02
39.3823 -70.9483 | 4.02478 1.58227 | 8405.3 5107.66
39.8179 -71.1838 | 0.143772 -0.16829 | -28554.2 6612.96
40.2424 -71.4053 | -1.37729 5.56161 | 19195 -11929.1
40.6864 -71.6197 | -0.930332 -4.41367 | 14535.7 -8167.75
41.1534 -71.8116 | 0.662063 -1.40072 | -12157.3 9285.98
41.6292 -71.9537 | -3.10306 -0.388997 | -391.713 4108.84
42.1142 -72.0457 | -0.947331 3.0833 | -8513.52 -9975.16
42.5993 -72.1036 | -2.60469 1.3654 | 1929.55 8644.93
43.0891 -72.1039 | 0.208172 -1.38296 | 12505.4 2970.68
43.5839 -72.0627 | -2.7063 1.98943 | -20507.4 -15612
44.0652 -72.011 | -2.66483 3.63127 | 7753.17 9661.43
44.5467 -71.9237 | 3.98637 -3.67564 | 13162.9 -1401.19
45.033 -71.8143 | 0.458453 -4.44212 | -4900.34 1804.35
45.512 -71.6853 | -1.41696 0.0449964 | -7650.94 -8238.27
45.9837 -71.5502 | 2.44724 1.09119 | 11111.9 6587.57
46.4579 -71.3953 | 2.10707 0.309144 | 5051.76 1744.91
46.9309 -71.225 | -2.52559 -1.2734 | -9082.82 -6676.24
47.3943 -71.0457 | 0.0186146 -2.91372 | 6753.46 2371.31
47.8541 -70.8453 | -3.62441 1.80973 | 6419.84 11879.2
48.3076 -70.6143 | -5.66657 2.28511 | -3685.71 -7623.35
48.7523 -70.3766 | -0.0569814 4.15109 | -10849.6 -7982.32
49.1844 -70.1336 | -3.10195 3.73119 | 8817.24 12037.9
49.6138 -69.8705 | -3.16668 -2.57085 | 310.345 3894.94
50.0428 -69.605 | 0.169694 0.685353 | -15176.2 -15099.4
50.4739 -69.3677 | -1.22029 -2.10208 | 12193.6 3957.43
50.9256 -69.1546 | 1.80403 -1.71212 | 6751.71 8879.29
51.3931 -68.9638 | 0.409708 -1.09858 | -17353.8 -13344.9
51.8634 -68.8192 | 3.33571 -2.13811 | 3885.18 -489.162
52.3433 -68.7071 | 3.0767 5.86294 | -974.19 10864.4
52.8288 -68.6091 | -2.64654 2.12702 | 14419.6 -237.339
53.3284 -68.5476 | 2.50198 4.7321 | -12611.7 -251.28
53.822 -68.537 | 3.11264 1.14769 | -19143.4 -13435.6
54.2993 -68.5906 | 0.186695 -2.78628 | 4527.9 18243.9
54.7765 -68.6588 | -2.56534 -1.7133 | 19166.7 -9313.5
55.2608 -68.7647 | 1.25803 -2.13803 | -4015.1 -6342.88
55.7361 -68.8998 | 1.47376 -4.04068 | -19141.8 16327
56.1994 -69.0257 | 2.6403 0.00826862 | 19613.3 3507.77
56.6725 -69.1556 | 1.77937 -3.14461 | -3799.43 -18763.2
57.1352 -69.3273 | 2.23368 -3.17848 | 1991.72 8795.76
57.5957 -69.5034 | 2.30292 -1.05639 | -3442.38 918.154
58.0533 -69.681 | 2.13138 0.701354 | 5549.15 4910.72
58.5141 -69.8573 | 0.246184 1.92307 | -2890.1 -15318.8
58.97 -70.0526 | -4.81225 -0.758533 | 6420.95 9868.8
59.4354 -70.2289 | 3.31369 -1.64405 | -3975.42 -1503.87
59.9047 -70.3909 | 1.83902 1.24496 | 2643.99 -4628.8
60.3833 -70.5354 | -0.0997713 -1.67034 | 13452.9 -3356.95
60.8781 -70.645 | 4.61661 1.28636 | -21463.1 16760
61.3678 -70.6953 | 0.513251 -2.81494 | -1372.5 -5219.46
61.8586 -70.7204 | 3.0917 2.00864 | 15012.9 -9143.73
62.3605 -70.7344 | -1.39941 0.274957 | 3588.38 2195.37
